"","GENEID","TXCHROM"
"161","YBL029C-A","chrII"
"162","YBL029W","chrII"
"163","YBL030C","chrII"
"164","YBL031W","chrII"
"165","YBL032W","chrII"
"166","YBL033C","chrII"
"167","YBL034C","chrII"
"168","YBL035C","chrII"
"169","YBL036C","chrII"
"170","YBL037W","chrII"
"171","YBL038W","chrII"
"172","YBL039C","chrII"
"173","YBL039W-B","chrII"
"174","YBL040C","chrII"
"175","YBL041W","chrII"
"176","YBL042C","chrII"
"177","YBL043W","chrII"
"178","YBL044W","chrII"
"179","YBL045C","chrII"
"180","YBL046W","chrII"
"181","YBL047C","chrII"
"182","YBL048W","chrII"
"183","YBL049W","chrII"
"184","YBL050W","chrII"
"185","YBL051C","chrII"
"186","YBL052C","chrII"
"187","YBL053W","chrII"
"188","YBL054W","chrII"
"189","YBL055C","chrII"
"190","YBL056W","chrII"
"191","YBL057C","chrII"
"192","YBL058W","chrII"
"193","YBL059C-A","chrII"
"194","YBL059W","chrII"
"195","YBL060W","chrII"
"196","YBL061C","chrII"
"197","YBL062W","chrII"
"198","YBL063W","chrII"
"199","YBL064C","chrII"
"200","YBL065W","chrII"
"201","YBL066C","chrII"
"202","YBL067C","chrII"
"203","YBL068W","chrII"
"204","YBL069W","chrII"
"205","YBL070C","chrII"
"206","YBL071C","chrII"
"207","YBL071C-B","chrII"
"208","YBL071W-A","chrII"
"209","YBL072C","chrII"
"210","YBL073W","chrII"
"211","YBL074C","chrII"
"212","YBL075C","chrII"
"213","YBL076C","chrII"
"214","YBL077W","chrII"
"215","YBL078C","chrII"
"216","YBL079W","chrII"
"217","YBL080C","chrII"
"218","YBL081W","chrII"
"219","YBL082C","chrII"
"221","YBL084C","chrII"
"222","YBL085W","chrII"
"223","YBL086C","chrII"
"224","YBL087C","chrII"
"225","YBL088C","chrII"
"226","YBL089W","chrII"
"227","YBL090W","chrII"
"228","YBL091C","chrII"
"229","YBL091C-A","chrII"
"230","YBL092W","chrII"
"231","YBL093C","chrII"
"232","YBL094C","chrII"
"233","YBL095W","chrII"
"234","YBL096C","chrII"
"235","YBL097W","chrII"
"236","YBL098W","chrII"
"237","YBL099W","chrII"
"238","YBL100C","chrII"
"239","YBL100W-B","chrII"
"240","YBL100W-C","chrII"
"241","YBL101C","chrII"
"242","YBL102W","chrII"
"243","YBL103C","chrII"
"244","YBL104C","chrII"
"245","YBL105C","chrII"
"246","YBL106C","chrII"
"247","YBL107C","chrII"
"248","YBL107W-A","chrII"
"249","YBL108C-A","chrII"
"250","YBL108W","chrII"
"251","YBL113C","chrII"
"252","YBR001C","chrII"
"253","YBR002C","chrII"
"254","YBR003W","chrII"
"255","YBR004C","chrII"
"256","YBR005W","chrII"
"257","YBR006W","chrII"
"258","YBR007C","chrII"
"259","YBR008C","chrII"
"260","YBR009C","chrII"
"261","YBR010W","chrII"
"262","YBR011C","chrII"
"263","YBR012C","chrII"
"264","YBR013C","chrII"
"265","YBR014C","chrII"
"266","YBR015C","chrII"
"267","YBR016W","chrII"
"268","YBR017C","chrII"
"269","YBR018C","chrII"
"270","YBR019C","chrII"
"271","YBR020W","chrII"
"272","YBR021W","chrII"
"273","YBR022W","chrII"
"274","YBR023C","chrII"
"275","YBR024W","chrII"
"276","YBR025C","chrII"
"277","YBR026C","chrII"
"278","YBR027C","chrII"
"279","YBR028C","chrII"
"280","YBR029C","chrII"
"281","YBR030W","chrII"
"282","YBR031W","chrII"
"283","YBR032W","chrII"
"284","YBR033W","chrII"
"285","YBR034C","chrII"
"286","YBR035C","chrII"
"287","YBR036C","chrII"
"288","YBR037C","chrII"
"289","YBR038W","chrII"
"290","YBR039W","chrII"
"291","YBR040W","chrII"
"292","YBR041W","chrII"
"293","YBR042C","chrII"
"294","YBR043C","chrII"
"295","YBR044C","chrII"
"296","YBR045C","chrII"
"297","YBR046C","chrII"
"298","YBR047W","chrII"
"299","YBR048W","chrII"
"300","YBR049C","chrII"
"301","YBR050C","chrII"
"302","YBR051W","chrII"
"303","YBR052C","chrII"
"304","YBR053C","chrII"
"305","YBR054W","chrII"
"306","YBR055C","chrII"
"307","YBR056W","chrII"
"308","YBR056W-A","chrII"
"309","YBR057C","chrII"
"310","YBR058C","chrII"
"311","YBR058C-A","chrII"
"312","YBR059C","chrII"
"313","YBR060C","chrII"
"314","YBR061C","chrII"
"315","YBR062C","chrII"
"316","YBR063C","chrII"
"317","YBR065C","chrII"
"318","YBR066C","chrII"
"319","YBR067C","chrII"
"320","YBR068C","chrII"
"321","YBR069C","chrII"
"322","YBR070C","chrII"
"323","YBR071W","chrII"
"324","YBR072C-A","chrII"
"325","YBR072W","chrII"
"326","YBR073W","chrII"
"327","YBR074W","chrII"
"328","YBR076C-A","chrII"
"329","YBR076W","chrII"
"330","YBR077C","chrII"
"331","YBR078W","chrII"
"332","YBR079C","chrII"
"333","YBR080C","chrII"
"334","YBR081C","chrII"
"335","YBR082C","chrII"
"336","YBR083W","chrII"
"337","YBR084C-A","chrII"
"338","YBR084W","chrII"
"339","YBR085C-A","chrII"
"340","YBR085W","chrII"
"341","YBR086C","chrII"
"342","YBR087W","chrII"
"343","YBR088C","chrII"
"345","YBR089W","chrII"
"346","YBR090C","chrII"
"347","YBR091C","chrII"
"348","YBR092C","chrII"
"349","YBR093C","chrII"
"350","YBR094W","chrII"
"351","YBR095C","chrII"
"352","YBR096W","chrII"
"353","YBR097W","chrII"
"354","YBR098W","chrII"
"355","YBR101C","chrII"
"356","YBR102C","chrII"
"357","YBR103C-A","chrII"
"358","YBR103W","chrII"
"359","YBR104W","chrII"
"360","YBR105C","chrII"
"361","YBR106W","chrII"
"362","YBR107C","chrII"
"363","YBR108W","chrII"
"364","YBR109C","chrII"
"365","YBR109W-A","chrII"
"366","YBR110W","chrII"
"367","YBR111C","chrII"
"368","YBR111W-A","chrII"
"369","YBR112C","chrII"
"370","YBR113W","chrII"
"371","YBR114W","chrII"
"372","YBR115C","chrII"
"374","YBR117C","chrII"
"375","YBR118W","chrII"
"376","YBR119W","chrII"
"377","YBR120C","chrII"
"378","YBR121C","chrII"
"379","YBR122C","chrII"
"380","YBR123C","chrII"
"381","YBR124W","chrII"
"382","YBR125C","chrII"
"383","YBR126C","chrII"
"384","YBR126W-A","chrII"
"386","YBR127C","chrII"
"387","YBR128C","chrII"
"388","YBR129C","chrII"
"389","YBR130C","chrII"
"390","YBR131W","chrII"
"391","YBR132C","chrII"
"392","YBR133C","chrII"
"393","YBR134W","chrII"
"394","YBR135W","chrII"
"395","YBR136W","chrII"
"396","YBR137W","chrII"
"397","YBR138C","chrII"
"398","YBR139W","chrII"
"399","YBR140C","chrII"
"400","YBR141C","chrII"
"401","YBR142W","chrII"
"402","YBR143C","chrII"
"403","YBR144C","chrII"
"404","YBR145W","chrII"
"405","YBR146W","chrII"
"406","YBR147W","chrII"
"407","YBR148W","chrII"
"408","YBR149W","chrII"
"409","YBR150C","chrII"
"410","YBR151W","chrII"
"411","YBR152W","chrII"
"412","YBR153W","chrII"
"413","YBR154C","chrII"
"414","YBR155W","chrII"
"415","YBR156C","chrII"
"416","YBR157C","chrII"
"417","YBR158W","chrII"
"418","YBR159W","chrII"
"419","YBR160W","chrII"
"420","YBR161W","chrII"
"421","YBR162C","chrII"
"422","YBR162W-A","chrII"
"423","YBR163W","chrII"
"424","YBR164C","chrII"
"425","YBR165W","chrII"
"426","YBR166C","chrII"
"427","YBR167C","chrII"
"428","YBR168W","chrII"
"429","YBR169C","chrII"
"430","YBR170C","chrII"
"431","YBR171W","chrII"
"432","YBR172C","chrII"
"433","YBR173C","chrII"
"434","YBR174C","chrII"
"435","YBR175W","chrII"
"436","YBR176W","chrII"
"437","YBR177C","chrII"
"438","YBR178W","chrII"
"439","YBR179C","chrII"
"440","YBR180W","chrII"
"441","YBR181C","chrII"
"442","YBR182C","chrII"
"443","YBR182C-A","chrII"
"444","YBR183W","chrII"
"445","YBR184W","chrII"
"446","YBR185C","chrII"
"447","YBR186W","chrII"
"448","YBR187W","chrII"
"449","YBR188C","chrII"
"450","YBR189W","chrII"
"452","YBR191W","chrII"
"453","YBR191W-A","chrII"
"454","YBR192W","chrII"
"455","YBR193C","chrII"
"456","YBR194W","chrII"
"457","YBR195C","chrII"
"458","YBR196C","chrII"
"459","YBR196C-A","chrII"
"460","YBR196C-B","chrII"
"461","YBR197C","chrII"
"462","YBR198C","chrII"
"463","YBR199W","chrII"
"464","YBR200W","chrII"
"465","YBR200W-A","chrII"
"466","YBR201C-A","chrII"
"467","YBR201W","chrII"
"468","YBR202W","chrII"
"469","YBR203W","chrII"
"470","YBR204C","chrII"
"471","YBR205W","chrII"
"473","YBR207W","chrII"
"474","YBR208C","chrII"
"475","YBR209W","chrII"
"476","YBR210W","chrII"
"477","YBR211C","chrII"
"478","YBR212W","chrII"
"479","YBR213W","chrII"
"480","YBR214W","chrII"
"481","YBR215W","chrII"
"482","YBR216C","chrII"
"483","YBR217W","chrII"
"484","YBR218C","chrII"
"485","YBR220C","chrII"
"486","YBR221C","chrII"
"487","YBR221W-A","chrII"
"488","YBR222C","chrII"
"489","YBR223C","chrII"
"491","YBR225W","chrII"
"492","YBR226C","chrII"
"493","YBR227C","chrII"
"494","YBR228W","chrII"
"495","YBR229C","chrII"
"496","YBR230C","chrII"
"497","YBR230W-A","chrII"
"498","YBR231C","chrII"
"499","YBR232C","chrII"
"500","YBR233W","chrII"
"501","YBR233W-A","chrII"
"502","YBR234C","chrII"
"503","YBR235W","chrII"
"504","YBR236C","chrII"
"505","YBR237W","chrII"
"506","YBR238C","chrII"
"507","YBR239C","chrII"
"508","YBR240C","chrII"
"509","YBR241C","chrII"
"510","YBR242W","chrII"
"511","YBR243C","chrII"
"512","YBR244W","chrII"
"513","YBR245C","chrII"
"514","YBR246W","chrII"
"515","YBR247C","chrII"
"516","YBR248C","chrII"
"517","YBR249C","chrII"
"518","YBR250W","chrII"
"519","YBR251W","chrII"
"520","YBR252W","chrII"
"521","YBR253W","chrII"
"522","YBR254C","chrII"
"523","YBR255C-A","chrII"
"524","YBR255W","chrII"
"525","YBR256C","chrII"
"526","YBR257W","chrII"
"527","YBR258C","chrII"
"528","YBR259W","chrII"
"529","YBR260C","chrII"
"530","YBR261C","chrII"
"531","YBR262C","chrII"
"532","YBR263W","chrII"
"533","YBR264C","chrII"
"534","YBR265W","chrII"
"535","YBR267W","chrII"
"536","YBR268W","chrII"
"537","YBR269C","chrII"
"538","YBR270C","chrII"
"539","YBR271W","chrII"
"540","YBR272C","chrII"
"541","YBR273C","chrII"
"542","YBR274W","chrII"
"543","YBR275C","chrII"
"544","YBR276C","chrII"
"545","YBR278W","chrII"
"546","YBR279W","chrII"
"547","YBR280C","chrII"
"548","YBR281C","chrII"
"549","YBR282W","chrII"
"550","YBR283C","chrII"
"551","YBR284W","chrII"
"552","YBR285W","chrII"
"553","YBR286W","chrII"
"554","YBR287W","chrII"
"555","YBR288C","chrII"
"556","YBR289W","chrII"
"557","YBR290W","chrII"
"558","YBR291C","chrII"
"559","YBR292C","chrII"
"560","YBR293W","chrII"
"561","YBR294W","chrII"
"562","YBR295W","chrII"
"563","YBR296C","chrII"
"564","YBR296C-A","chrII"
"565","YBR297W","chrII"
"566","YBR298C","chrII"
"567","YBR298C-A","chrII"
"568","YBR299W","chrII"
"569","YBR300C","chrII"
"570","YBR301W","chrII"
"571","YCL001W","chrIII"
"572","YCL001W-A","chrIII"
"573","YCL001W-B","chrIII"
"574","YCL002C","chrIII"
"575","YCL004W","chrIII"
"576","YCL005W","chrIII"
"577","YCL005W-A","chrIII"
"578","YCL007C","chrIII"
"579","YCL008C","chrIII"
"580","YCL009C","chrIII"
"581","YCL010C","chrIII"
"582","YCL011C","chrIII"
"583","YCL012C","chrIII"
"584","YCL014W","chrIII"
"585","YCL016C","chrIII"
"586","YCL017C","chrIII"
"587","YCL018W","chrIII"
"588","YCL019W","chrIII"
"589","YCL021W-A","chrIII"
"590","YCL023C","chrIII"
"591","YCL024W","chrIII"
"592","YCL025C","chrIII"
"593","YCL026C-A","chrIII"
"594","YCL026C-B","chrIII"
"595","YCL027W","chrIII"
"596","YCL028W","chrIII"
"597","YCL029C","chrIII"
"598","YCL030C","chrIII"
"599","YCL031C","chrIII"
"600","YCL032W","chrIII"
"601","YCL033C","chrIII"
"602","YCL034W","chrIII"
"603","YCL035C","chrIII"
"604","YCL036W","chrIII"
"605","YCL037C","chrIII"
"606","YCL038C","chrIII"
"607","YCL039W","chrIII"
"608","YCL040W","chrIII"
"611","YCL043C","chrIII"
"612","YCL044C","chrIII"
"613","YCL045C","chrIII"
"614","YCL046W","chrIII"
"615","YCL047C","chrIII"
"616","YCL048W","chrIII"
"617","YCL048W-A","chrIII"
"618","YCL049C","chrIII"
"619","YCL050C","chrIII"
"620","YCL051W","chrIII"
"621","YCL052C","chrIII"
"622","YCL054W","chrIII"
"623","YCL055W","chrIII"
"624","YCL056C","chrIII"
"625","YCL057C-A","chrIII"
"626","YCL057W","chrIII"
"627","YCL058C","chrIII"
"628","YCL059C","chrIII"
"629","YCL061C","chrIII"
"630","YCL063W","chrIII"
"631","YCL064C","chrIII"
"632","YCL069W","chrIII"
"633","YCL073C","chrIII"
"634","YCR001W","chrIII"
"635","YCR002C","chrIII"
"636","YCR003W","chrIII"
"637","YCR004C","chrIII"
"638","YCR005C","chrIII"
"639","YCR006C","chrIII"
"640","YCR007C","chrIII"
"641","YCR008W","chrIII"
"642","YCR009C","chrIII"
"643","YCR010C","chrIII"
"644","YCR011C","chrIII"
"645","YCR012W","chrIII"
"646","YCR013C","chrIII"
"647","YCR014C","chrIII"
"648","YCR015C","chrIII"
"649","YCR016W","chrIII"
"650","YCR017C","chrIII"
"651","YCR018C","chrIII"
"652","YCR018C-A","chrIII"
"653","YCR019W","chrIII"
"654","YCR020C","chrIII"
"655","YCR020C-A","chrIII"
"656","YCR020W-B","chrIII"
"657","YCR021C","chrIII"
"658","YCR022C","chrIII"
"659","YCR023C","chrIII"
"660","YCR024C","chrIII"
"661","YCR024C-A","chrIII"
"662","YCR024C-B","chrIII"
"663","YCR025C","chrIII"
"664","YCR026C","chrIII"
"665","YCR027C","chrIII"
"666","YCR028C","chrIII"
"667","YCR028C-A","chrIII"
"668","YCR030C","chrIII"
"669","YCR031C","chrIII"
"670","YCR032W","chrIII"
"671","YCR033W","chrIII"
"672","YCR034W","chrIII"
"673","YCR035C","chrIII"
"674","YCR036W","chrIII"
"675","YCR037C","chrIII"
"676","YCR038C","chrIII"
"677","YCR042C","chrIII"
"678","YCR043C","chrIII"
"679","YCR044C","chrIII"
"680","YCR045C","chrIII"
"681","YCR046C","chrIII"
"682","YCR047C","chrIII"
"683","YCR048W","chrIII"
"684","YCR050C","chrIII"
"685","YCR051W","chrIII"
"686","YCR052W","chrIII"
"687","YCR053W","chrIII"
"688","YCR054C","chrIII"
"689","YCR057C","chrIII"
"690","YCR059C","chrIII"
"691","YCR060W","chrIII"
"692","YCR061W","chrIII"
"693","YCR063W","chrIII"
"694","YCR064C","chrIII"
"695","YCR065W","chrIII"
"696","YCR066W","chrIII"
"697","YCR067C","chrIII"
"698","YCR068W","chrIII"
"699","YCR069W","chrIII"
"700","YCR071C","chrIII"
"701","YCR072C","chrIII"
"702","YCR073C","chrIII"
"703","YCR073W-A","chrIII"
"704","YCR075C","chrIII"
"705","YCR075W-A","chrIII"
"706","YCR076C","chrIII"
"707","YCR077C","chrIII"
"708","YCR079W","chrIII"
"709","YCR081W","chrIII"
"710","YCR082W","chrIII"
"711","YCR083W","chrIII"
"712","YCR084C","chrIII"
"713","YCR085W","chrIII"
"714","YCR086W","chrIII"
"715","YCR088W","chrIII"
"716","YCR089W","chrIII"
"717","YCR090C","chrIII"
"718","YCR091W","chrIII"
"719","YCR092C","chrIII"
"720","YCR093W","chrIII"
"721","YCR094W","chrIII"
"722","YCR095C","chrIII"
"723","YCR095W-A","chrIII"
"724","YCR097W","chrIII"
"725","YCR098C","chrIII"
"727","YCR100C","chrIII"
"728","YCR101C","chrIII"
"729","YCR102C","chrIII"
"730","YCR102W-A","chrIII"
"731","YCR104W","chrIII"
"732","YCR105W","chrIII"
"733","YCR106W","chrIII"
"734","YCR107W","chrIII"
"735","YCR108C","chrIII"
"736","YDL001W","chrIV"
"737","YDL002C","chrIV"
"738","YDL003W","chrIV"
"739","YDL004W","chrIV"
"740","YDL005C","chrIV"
"741","YDL006W","chrIV"
"742","YDL007C-A","chrIV"
"743","YDL007W","chrIV"
"744","YDL008W","chrIV"
"745","YDL009C","chrIV"
"746","YDL010W","chrIV"
"747","YDL011C","chrIV"
"748","YDL012C","chrIV"
"749","YDL013W","chrIV"
"750","YDL014W","chrIV"
"751","YDL015C","chrIV"
"752","YDL016C","chrIV"
"753","YDL017W","chrIV"
"754","YDL018C","chrIV"
"755","YDL019C","chrIV"
"756","YDL020C","chrIV"
"757","YDL021W","chrIV"
"759","YDL022W","chrIV"
"760","YDL023C","chrIV"
"761","YDL024C","chrIV"
"762","YDL025C","chrIV"
"763","YDL026W","chrIV"
"764","YDL027C","chrIV"
"765","YDL028C","chrIV"
"766","YDL029W","chrIV"
"767","YDL030W","chrIV"
"768","YDL031W","chrIV"
"769","YDL033C","chrIV"
"770","YDL034W","chrIV"
"771","YDL035C","chrIV"
"772","YDL036C","chrIV"
"773","YDL037C","chrIV"
"774","YDL039C","chrIV"
"775","YDL040C","chrIV"
"776","YDL042C","chrIV"
"777","YDL043C","chrIV"
"778","YDL044C","chrIV"
"779","YDL045C","chrIV"
"780","YDL045W-A","chrIV"
"781","YDL046W","chrIV"
"782","YDL047W","chrIV"
"783","YDL048C","chrIV"
"784","YDL049C","chrIV"
"785","YDL050C","chrIV"
"786","YDL051W","chrIV"
"787","YDL052C","chrIV"
"788","YDL053C","chrIV"
"789","YDL054C","chrIV"
"790","YDL055C","chrIV"
"791","YDL056W","chrIV"
"792","YDL057W","chrIV"
"793","YDL058W","chrIV"
"794","YDL059C","chrIV"
"795","YDL060W","chrIV"
"796","YDL061C","chrIV"
"797","YDL062W","chrIV"
"798","YDL063C","chrIV"
"799","YDL064W","chrIV"
"800","YDL065C","chrIV"
"801","YDL066W","chrIV"
"802","YDL067C","chrIV"
"803","YDL068W","chrIV"
"804","YDL069C","chrIV"
"805","YDL070W","chrIV"
"806","YDL071C","chrIV"
"807","YDL072C","chrIV"
"808","YDL073W","chrIV"
"809","YDL074C","chrIV"
"810","YDL075W","chrIV"
"811","YDL076C","chrIV"
"812","YDL077C","chrIV"
"813","YDL078C","chrIV"
"814","YDL079C","chrIV"
"815","YDL080C","chrIV"
"816","YDL081C","chrIV"
"817","YDL082W","chrIV"
"818","YDL083C","chrIV"
"819","YDL084W","chrIV"
"820","YDL085C-A","chrIV"
"821","YDL085W","chrIV"
"822","YDL086W","chrIV"
"823","YDL087C","chrIV"
"824","YDL088C","chrIV"
"825","YDL089W","chrIV"
"826","YDL090C","chrIV"
"827","YDL091C","chrIV"
"828","YDL092W","chrIV"
"829","YDL093W","chrIV"
"830","YDL094C","chrIV"
"831","YDL095W","chrIV"
"832","YDL097C","chrIV"
"833","YDL098C","chrIV"
"834","YDL099W","chrIV"
"835","YDL100C","chrIV"
"836","YDL101C","chrIV"
"837","YDL102W","chrIV"
"838","YDL103C","chrIV"
"839","YDL104C","chrIV"
"840","YDL105W","chrIV"
"841","YDL106C","chrIV"
"842","YDL107W","chrIV"
"843","YDL108W","chrIV"
"844","YDL109C","chrIV"
"845","YDL110C","chrIV"
"846","YDL111C","chrIV"
"847","YDL112W","chrIV"
"848","YDL113C","chrIV"
"849","YDL114W","chrIV"
"850","YDL115C","chrIV"
"851","YDL116W","chrIV"
"852","YDL117W","chrIV"
"853","YDL118W","chrIV"
"854","YDL119C","chrIV"
"855","YDL120W","chrIV"
"856","YDL121C","chrIV"
"857","YDL122W","chrIV"
"858","YDL123W","chrIV"
"859","YDL124W","chrIV"
"860","YDL125C","chrIV"
"861","YDL126C","chrIV"
"862","YDL127W","chrIV"
"863","YDL128W","chrIV"
"864","YDL129W","chrIV"
"865","YDL130W","chrIV"
"866","YDL130W-A","chrIV"
"867","YDL131W","chrIV"
"868","YDL132W","chrIV"
"869","YDL133C-A","chrIV"
"870","YDL133W","chrIV"
"871","YDL134C","chrIV"
"872","YDL135C","chrIV"
"873","YDL136W","chrIV"
"874","YDL137W","chrIV"
"875","YDL138W","chrIV"
"876","YDL139C","chrIV"
"877","YDL140C","chrIV"
"878","YDL141W","chrIV"
"879","YDL142C","chrIV"
"880","YDL143W","chrIV"
"881","YDL144C","chrIV"
"882","YDL145C","chrIV"
"883","YDL146W","chrIV"
"884","YDL147W","chrIV"
"885","YDL148C","chrIV"
"886","YDL149W","chrIV"
"887","YDL150W","chrIV"
"888","YDL153C","chrIV"
"889","YDL154W","chrIV"
"890","YDL155W","chrIV"
"891","YDL156W","chrIV"
"892","YDL157C","chrIV"
"893","YDL158C","chrIV"
"894","YDL159W","chrIV"
"895","YDL159W-A","chrIV"
"896","YDL160C","chrIV"
"897","YDL160C-A","chrIV"
"898","YDL161W","chrIV"
"899","YDL162C","chrIV"
"900","YDL164C","chrIV"
"901","YDL165W","chrIV"
"902","YDL166C","chrIV"
"903","YDL167C","chrIV"
"904","YDL168W","chrIV"
"905","YDL169C","chrIV"
"906","YDL170W","chrIV"
"907","YDL171C","chrIV"
"908","YDL173W","chrIV"
"909","YDL174C","chrIV"
"910","YDL175C","chrIV"
"911","YDL176W","chrIV"
"912","YDL177C","chrIV"
"913","YDL178W","chrIV"
"914","YDL179W","chrIV"
"915","YDL180W","chrIV"
"916","YDL181W","chrIV"
"917","YDL182W","chrIV"
"918","YDL183C","chrIV"
"919","YDL184C","chrIV"
"920","YDL185C-A","chrIV"
"921","YDL185W","chrIV"
"922","YDL186W","chrIV"
"923","YDL187C","chrIV"
"924","YDL188C","chrIV"
"925","YDL189W","chrIV"
"926","YDL190C","chrIV"
"927","YDL191W","chrIV"
"928","YDL192W","chrIV"
"929","YDL193W","chrIV"
"930","YDL194W","chrIV"
"931","YDL195W","chrIV"
"932","YDL196W","chrIV"
"933","YDL197C","chrIV"
"934","YDL198C","chrIV"
"935","YDL199C","chrIV"
"936","YDL200C","chrIV"
"937","YDL201W","chrIV"
"938","YDL202W","chrIV"
"939","YDL203C","chrIV"
"940","YDL204W","chrIV"
"941","YDL205C","chrIV"
"942","YDL206W","chrIV"
"943","YDL207W","chrIV"
"944","YDL208W","chrIV"
"945","YDL209C","chrIV"
"946","YDL210W","chrIV"
"947","YDL211C","chrIV"
"948","YDL212W","chrIV"
"949","YDL213C","chrIV"
"950","YDL214C","chrIV"
"951","YDL215C","chrIV"
"952","YDL216C","chrIV"
"953","YDL217C","chrIV"
"954","YDL218W","chrIV"
"955","YDL219W","chrIV"
"956","YDL220C","chrIV"
"957","YDL221W","chrIV"
"958","YDL222C","chrIV"
"959","YDL223C","chrIV"
"960","YDL224C","chrIV"
"961","YDL225W","chrIV"
"962","YDL226C","chrIV"
"963","YDL227C","chrIV"
"964","YDL228C","chrIV"
"965","YDL229W","chrIV"
"966","YDL230W","chrIV"
"967","YDL231C","chrIV"
"968","YDL232W","chrIV"
"969","YDL233W","chrIV"
"970","YDL234C","chrIV"
"971","YDL235C","chrIV"
"972","YDL236W","chrIV"
"973","YDL237W","chrIV"
"974","YDL238C","chrIV"
"975","YDL239C","chrIV"
"976","YDL240C-A","chrIV"
"977","YDL240W","chrIV"
"978","YDL241W","chrIV"
"979","YDL242W","chrIV"
"980","YDL243C","chrIV"
"981","YDL244W","chrIV"
"982","YDL245C","chrIV"
"983","YDL247W","chrIV"
"984","YDL247W-A","chrIV"
"985","YDL248W","chrIV"
"986","YDR001C","chrIV"
"987","YDR002W","chrIV"
"988","YDR003W","chrIV"
