"","GENEID","TXCHROM.x","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","TXCHROM.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y"
"14","YIL077C","chrIX",505.03006393531,-1.67352042465389,0.179850318616855,-3.74489425336369,9.02348864312505e-05,0.000897837119990943,"chrIX",505.03006393531,-1.67352042465389,0.179850318616855,-9.3050734495449,1.33899755593017e-20,5.25342870879838e-19
"15","YIL087C","chrIX",945.367121281589,-2.11338655639146,0.270748734132049,-4.11225027500385,1.95910600014496e-05,0.00024366380876803,"chrIX",945.367121281589,-2.11338655639146,0.270748734132049,-7.80571168011713,5.91667043189084e-15,1.26864421818683e-13
"16","YIL092W","chrIX",105.287430503167,-1.98825939664444,0.279901334655314,-3.53074199471551,0.000207197874805393,0.00196344652791777,"chrIX",105.287430503167,-1.98825939664444,0.279901334655314,-7.10342949630051,1.21698445807223e-12,1.95708082036499e-11
"17","YIL093C","chrIX",430.290548418887,-2.6345748600323,0.230241512602817,-7.0993924664318,6.26532498043317e-13,2.07799945184367e-11,"chrIX",430.290548418887,-2.6345748600323,0.230241512602817,-11.4426578867084,2.55923040333649e-30,2.11308396884439e-28
"18","YIL101C","chrIX",202.884825524244,-2.0161415437884,0.298717281191638,-3.40168315584161,0.00033486117297524,0.00289727710530751,"chrIX",202.884825524244,-2.0161415437884,0.298717281191638,-6.74933012159738,1.48529298862142e-11,2.01883066659795e-10
"19","YIL122W","chrIX",413.924917369422,-2.46370568305905,0.263950061540409,-5.54538867889209,1.46650947365705e-08,2.91835385257754e-07,"chrIX",413.924917369422,-2.46370568305905,0.263950061540409,-9.33398412063594,1.01964332608328e-20,4.02904777135192e-19
"20","YIL125W","chrIX",4166.644160836,-2.60174699881369,0.275396769910726,-5.81614301189127,3.01104751293127e-09,6.65776061192581e-08,"chrIX",4166.644160836,-2.60174699881369,0.275396769910726,-9.44726766278737,3.47790561306563e-21,1.42516843344289e-19
"21","YIL136W","chrIX",7405.11657317431,-3.16757989029168,0.184064735480837,-11.7761823557851,2.58929237855713e-32,5.15269183332868e-30,"chrIX",7405.11657317431,-3.16757989029168,0.184064735480837,-17.2090535539952,2.27113214380628e-66,1.57048787744204e-63
"22","YIL137C","chrIX",596.218756701422,-1.92721483638504,0.233928428166001,-3.96366890358048,3.69033002248397e-05,0.000407986485819061,"chrIX",596.218756701422,-1.92721483638504,0.233928428166001,-8.23848068186669,1.74411216815368e-16,4.44628042130237e-15
"23","YIL146C","chrIX",346.132037848965,-2.02371190634725,0.270932569309599,-3.77847487644589,7.88958839198069e-05,0.000826330573686399,"chrIX",346.132037848965,-2.02371190634725,0.270932569309599,-7.46943016671697,8.05428383792484e-14,1.48520993971334e-12
"24","YIL150C","chrIX",88.9866700221042,-1.64868929709906,0.266998270847428,-2.42956366361543,0.0075585048729164,0.0501380823236788,"chrIX",88.9866700221042,-1.64868929709906,0.266998270847428,-6.17490627136375,6.62027332074553e-10,7.08382050490605e-09
"25","YIL152W","chrIX",309.076823711619,-1.54170636751684,0.228699555325752,-2.36863760729771,0.00892686872603978,0.0554731346493162,"chrIX",309.076823711619,-1.54170636751684,0.228699555325752,-6.7411865550892,1.57098339124613e-11,2.13006865695431e-10
"26","YIL154C","chrIX",609.411539036596,-1.86173900355557,0.280236959255286,-3.07503694675247,0.00105238239203569,0.00872600400062929,"chrIX",609.411539036596,-1.86173900355557,0.280236959255286,-6.64344563437684,3.06433540562094e-11,3.9886831679753e-10
"27","YIL155C","chrIX",711.139452473526,-1.54415435473255,0.244985989613227,-2.22116520047385,0.0131698871287987,0.0728002094064152,"chrIX",711.139452473526,-1.54415435473255,0.244985989613227,-6.30303127607578,2.91879963117194e-10,3.28186982919577e-09
"28","YIL157C","chrIX",397.488460947553,-2.17632776747539,0.19581801364025,-6.00725002571264,9.43482066559553e-10,2.34691164056689e-08,"chrIX",397.488460947553,-2.17632776747539,0.19581801364025,-11.1140324989389,1.07206369483539e-28,8.12418679428679e-27
"29","YIL160C","chrIX",182.022694351997,-2.88459843217726,0.343078180759995,-5.49320399217012,1.97353211917957e-08,3.57029901560667e-07,"chrIX",182.022694351997,-2.88459843217726,0.343078180759995,-8.40799151315084,4.17091322342975e-17,1.12553619278114e-15
"30","YIR001C","chrIX",805.804218760334,-1.96011728889608,0.191126667190274,-5.02346063482728,2.53743151672375e-07,3.60677765591447e-06,"chrIX",805.804218760334,-1.96011728889608,0.191126667190274,-10.2555928887972,1.11688461593841e-24,6.17860569537126e-23
"31","YIR005W","chrIX",174.700307534916,-1.82231804157186,0.27296767552575,-3.01251069375899,0.0012954815360063,0.0103120330266101,"chrIX",174.700307534916,-1.82231804157186,0.27296767552575,-6.6759481248539,2.45638852803576e-11,3.25869096812801e-10
"32","YIR016W","chrIX",632.054581143244,-1.51976614598357,0.180876860997291,-2.8735911443717,0.00202916979491717,0.014955732932908,"chrIX",632.054581143244,-1.51976614598357,0.180876860997291,-8.40221428879357,4.38137373573986e-17,1.17090625633396e-15
"33","YIR029W","chrIX",287.171256241154,-2.38091762613613,0.301093139416709,-4.58634703139136,2.25534306103548e-06,2.99208846097374e-05,"chrIX",287.171256241154,-2.38091762613613,0.301093139416709,-7.90757846807319,2.62443712445522e-15,5.80735446899452e-14
"34","YIR035C","chrIX",2621.71304264989,-2.64855506207326,0.193981387123268,-8.49852187635744,9.60100330794553e-18,6.36866552760387e-16,"chrIX",2621.71304264989,-2.64855506207326,0.193981387123268,-13.6536556488803,1.9199994546809e-42,4.2485747933179e-40
"35","YIR037W","chrIX",2451.24595707065,-1.90616091873383,0.17954630086446,-5.04694841592915,2.24461246053049e-07,3.43598368958128e-06,"chrIX",2451.24595707065,-1.90616091873383,0.17954630086446,-10.6165424158351,2.49636999716109e-26,1.58734699129829e-24
"36","YIR039C","chrIX",921.458641457469,-1.46974616036831,0.202426121444247,-2.32058074825924,0.0101547411101921,0.0594351023802419,"chrIX",921.458641457469,-1.46974616036831,0.202426121444247,-7.26065465208802,3.85221324779788e-13,6.61815021329747e-12
