"","GenNonGC$TXCHROM","chr.x","GENEID","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","Sample.x","chr.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Sample.y"
"22","chrI","chrI","YAL044W-A",208.129213685573,0.0555544147651745,0.333543322246644,0.166558318094865,0.867717592810482,0.967916555831819,"7","chrI",217.262353568178,-0.0534525862155346,0.268498677216882,-0.199079514169665,0.842200545807545,0.925438291587173,"18"
"23","chrI","chrI","YAL049C",3140.15905040775,0.280146508134567,0.268685217330199,1.0426569459915,0.297107204813743,0.708864663749863,"7","chrI",3107.37757906674,-0.105232117565841,0.239765762859336,-0.438895513316378,0.660737247877189,0.825537231526409,"18"
"24","chrI","chrI","YAL055W",197.11034990169,0.479961541722763,0.346289197212789,1.38601361401359,0.165742746460063,0.569749321048542,"7","chrI",175.905231693375,-0.0118791124793283,0.344312594472306,-0.0345009525356872,0.972477682788233,0.989947509296633,"18"
"25","chrI","chrI","YAL056W",1806.9676386296,0.568054428940223,0.260846734771246,2.17773256559407,0.0294259529274981,0.231952706540013,"7","chrI",1727.551417801,0.272280172509825,0.229751151532298,1.18510906558633,0.235974327165864,0.471474849227348,"18"
"26","chrI","chrI","YAL058W",199.296389722791,0.516112331321177,0.360514564874309,1.43159911306528,0.152258583624781,0.553861110099403,"7","chrI",217.128206026505,0.587862462542764,0.306389907026958,1.91867437229595,0.0550255568043931,0.187373012073298,"18"
"27","chrI","chrI","YAL059W",69.63955200426,0.470094721121358,0.513220028363213,0.915971114028046,0.359682045654636,0.758965925362803,"7","chrI",76.7640595513771,0.784977466464839,0.432113959315889,1.8165982596526,0.0692786501292336,0.219873730020085,"18"
"28","chrI","chrI","YAL060W",6011.96061206345,0.246450281634164,0.257141307559946,0.958423537520166,0.337849231010917,0.740045741110525,"7","chrI",5026.77311878474,-0.523190973881478,0.267200010127616,-1.95804997773615,0.0502241485566239,0.175246054417849,"18"
"29","chrI","chrI","YAL063C",96.7721757369171,-0.071551447023475,0.453926913626225,-0.157627681628044,0.874750189473142,0.968414973489189,"7","chrI",103.797749057584,0.222326064870999,0.425006119248809,0.523112620740511,0.600895883295214,0.789646769962956,"18"
"30","chrI","chrI","YAL067C",183.16231967193,-0.706947495550813,0.362431077959833,-1.95057084930548,0.0511081177089054,0.318121903451608,"7","chrI",221.248632035116,-0.284315874597442,0.2832150910398,-1.00388674047559,0.315433208427537,0.555983239067251,"18"
"31","chrI","chrI","YAR002C-A",2077.37792127096,0.504024301292684,0.292641119464876,1.72232905004718,0.0850099281717231,0.422360179055711,"7","chrI",2281.27452499294,0.0247339071144426,0.290698270320355,0.0850844660588638,0.932194239809797,0.972204907317655,"18"
"32","chrI","chrI","YAR008W",438.177492432261,0.767225796371919,0.316855197587705,2.42137671154835,0.0154618448773725,0.153442004054794,"7","chrI",485.495839877124,0.55893180091364,0.281995208431923,1.98206134076414,0.047472375686683,0.168937480077858,"18"
"33","chrI","chrI","YAR014C",1067.11730529703,0.518599303464357,0.262800174406997,1.97335981467503,0.0484545825775656,0.312595495552799,"7","chrI",1086.01840286311,0.463762962353759,0.219056224711271,2.11709556742807,0.0342517378162947,0.133574315231302,"18"
"34","chrI","chrI","YAR015W",2393.69887652823,-0.0801541700765216,0.360971916633504,-0.222050986193207,0.824274192672684,0.958514435136584,"7","chrI",2301.0636489294,-0.329971946716861,0.384823900916667,-0.857462194865895,0.391189499508024,0.629702521690075,"18"
"35","chrI","chrI","YAR018C",409.152816761602,0.57977631875255,0.306518483251747,1.89148893274528,0.0585591069670127,0.345303323966949,"7","chrI",453.742430759423,0.428313775947998,0.261097869569952,1.64043382143816,0.100914997927213,0.281637314032463,"18"
"36","chrI","chrI","YAR020C",64.5670645199188,0.301837700118112,0.489802012145409,0.616244304093435,0.537733291856713,0.864313599339516,"7","chrI",62.657397411765,0.128289353393897,0.399163542622677,0.321395467509334,0.747910717483991,0.877704065847454,"18"
"37","chrI","chrI","YAR023C",307.58138373321,0.323472401195329,0.322151878935526,1.00409906738451,0.315330864919405,0.721517492610375,"7","chrI",301.85569920527,-0.0461210551363801,0.274461113964147,-0.168042220882354,0.866550063864243,0.937991099163674,"18"
"38","chrI","chrI","YAR027W",317.255838370303,-0.501369220141602,0.328275383907158,-1.52728241202331,0.126690801030959,0.509183415387229,"7","chrI",367.892800418776,-0.381358848029974,0.283795724923519,-1.34377939672188,0.179019733871369,0.402542175751736,"18"
"39","chrI","chrI","YAR028W",300.857995897564,0.45726895072779,0.306355145623746,1.49261064245152,0.135539135918783,0.523871704634746,"7","chrI",341.469237212641,0.337275093990839,0.237761364081982,1.41854457848141,0.156031833384344,0.370748205873418,"18"
"40","chrI","chrI","YAR029W",68.474393141253,0.632798876979442,0.482349437969595,1.31190963887747,0.18955062489635,0.600207123226709,"7","chrI",82.5416577338178,0.826900190510884,0.373070782747171,2.21646998036636,0.0266593316127211,0.111931673776632,"18"
"41","chrI","chrI","YAR033W",102.761069346007,-0.0948569818381309,0.412755869571687,-0.229813768454857,0.818236485372002,0.95759569724207,"7","chrI",114.331757629093,0.298714832708624,0.31675090579644,0.943059127037171,0.345650660533462,0.588153447941736,"18"
"42","chrI","chrI","YAR035W",2564.65949743571,0.823988838347245,0.95684134610801,0.861155134755467,0.389152606387349,0.779351018473321,"7","chrI",1872.43115097608,-0.432491774842505,1.00161435335039,-0.431794705612817,0.665890627830971,0.827930694941494,"18"
"43","chrI","chrI","YAR050W",153.245377697299,0.303570472662605,0.373125099163543,0.813588990242515,0.415880447184226,0.79485584803674,"7","chrI",147.459271279679,0.146589153700805,0.422446457280432,0.34700055160717,0.728590904367824,0.864839336086475,"18"
"44","chrI","chrI","YAR071W",57.1638726012101,-0.162254697821166,0.514706265324226,-0.315237464068866,0.75258136235154,0.942334502013711,"7","chrI",58.6456155079296,-0.0609361762386124,0.396524511873768,-0.153675685648435,0.877865457061237,0.944149309917653,"18"
