"","GENEID","TXCHROM","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Sample"
"22","YAL024C","chrI",227.44039769517,-0.0937829650905829,0.232750809140356,-0.402932928297701,0.686997566700887,0.940594380015831,"76"
"23","YAL025C","chrI",524.834156601331,-0.194482825782028,0.288469272744167,-0.674189052899607,0.50019112849112,0.874942966462081,"76"
"24","YAL026C","chrI",397.118748879607,-0.137779445402671,0.220685744056237,-0.624324176406978,0.53241470960367,0.888290528413938,"76"
"25","YAL027W","chrI",248.129027309161,0.123288094901438,0.264956302229132,0.465314823101733,0.641706021151132,0.930848016805474,"76"
"26","YAL028W","chrI",151.520158578931,-0.728797979124367,0.299770463664606,-2.43118674940495,0.0150494554411355,0.159547073149191,"76"
"27","YAL029C","chrI",486.390570647223,-0.505816868498593,0.229633393548316,-2.20271477367758,0.0276148583221226,0.230619153132584,"76"
"28","YAL030W","chrI",800.938885107084,0.0945398480842054,0.215775366741105,0.43814013393678,0.661284702621735,0.938350490542819,"76"
"29","YAL031C","chrI",338.388173148012,-0.17506825981386,0.224809975647882,-0.778738840700145,0.43613357126202,0.844853833889707,"76"
"30","YAL032C","chrI",374.629868698794,-0.227114200547044,0.240029401358327,-0.946193254917126,0.344050025846222,0.798258926247028,"76"
"31","YAL033W","chrI",123.25718590781,-0.230521448935408,0.35278966731409,-0.653424604780655,0.513482580794358,0.88081890663128,"76"
"32","YAL034C","chrI",1733.8795734193,0.259838234200298,0.208861815037863,1.24406768251628,0.213474653997269,0.676507596076427,"76"
"33","YAL034W-A","chrI",222.680955234098,0.0681021652297469,0.263710185278045,0.258246245430159,0.796216869311681,0.964123027491193,"76"
"34","YAL035W","chrI",1418.17240100258,-0.17923169530835,0.227593702618617,-0.787507269516556,0.430984974599904,0.844591040473601,"76"
"35","YAL036C","chrI",363.322194806491,-0.450828641357893,0.274093569809861,-1.64479831347606,0.100011410100462,0.473387849811896,"76"
"36","YAL037W","chrI",101.940276125325,0.047196145597314,0.285405342973083,0.165365319042977,0.868656449225107,0.978922509723636,"76"
"37","YAL038W","chrI",1823.24406222119,0.971304497863383,0.36277300149798,2.67744428017693,0.00741861907597578,0.107377784397608,"76"
"38","YAL039C","chrI",844.306508488655,0.0261576576902111,0.261463207033709,0.100043359778873,0.92030990197122,0.983882782685267,"76"
"39","YAL040C","chrI",1432.61255632902,0.345273042891387,0.241173501984245,1.43163755574583,0.152247575744179,0.582607675125158,"76"
"40","YAL041W","chrI",430.149034484668,0.0110121123133808,0.228132728068826,0.0482706379159177,0.961500554814525,0.991467432012227,"76"
"41","YAL042W","chrI",1082.4853716621,-0.431721857118232,0.252117574854953,-1.71238303147493,0.0868261040489866,0.438687752959563,"76"
"42","YAL043C","chrI",524.117821409178,-0.10573246979198,0.244847716446392,-0.43182951152877,0.665865328823369,0.938350490542819,"76"
"43","YAL044C","chrI",2666.38345305858,-0.15410418581641,0.294148662307165,-0.523898985661499,0.600348800350604,0.920340485106892,"76"
"44","YAL044W-A","chrI",210.786702550624,0.116990885592693,0.236493152101249,0.49469037286376,0.620818698207789,0.924039812334648,"76"
"45","YAL046C","chrI",546.068887047971,0.460712511835713,0.20389012305771,2.25961172089395,0.0238453595145523,0.212407763226128,"76"
"46","YAL047C","chrI",238.52056816726,-0.185692078187557,0.233426108930838,-0.795506890973264,0.426318704097442,0.842275406226889,"76"
"47","YAL048C","chrI",318.680935292359,0.0159363352602588,0.249932786011505,0.0637624839644895,0.949159350902633,0.988303389226923,"76"
"48","YAL049C","chrI",2925.04205446489,-0.0909668134741621,0.209066307235731,-0.435109868619783,0.663482680564679,0.938350490542819,"76"
"49","YAL051W","chrI",556.882615922044,-0.189548780201928,0.214348231545429,-0.884302981346288,0.376532679320497,0.820348506702799,"76"
"50","YAL053W","chrI",1616.96270344787,-0.0720897254763687,0.237549931328765,-0.303471885144845,0.761530270250814,0.95575571884845,"76"
"51","YAL054C","chrI",37629.3374438403,-0.101355772755813,0.251802131826485,-0.402521503772081,0.68730026591708,0.940594380015831,"76"
"52","YAL055W","chrI",154.074479513007,-0.110749629433431,0.270427326400418,-0.409535644594754,0.682146614055389,0.93999037159538,"76"
"53","YAL056W","chrI",1463.63659553565,-0.249170345819018,0.20067329916086,-1.24167164670613,0.214357735219677,0.677384992461728,"76"
"54","YAL058W","chrI",165.465897899098,-0.308256867990152,0.271300511264148,-1.13621926679682,0.25586480899493,0.724602694659253,"76"
"55","YAL059W","chrI",55.679833920559,-0.154783354480288,0.379553805522333,-0.407803458240338,0.683417974497471,0.940457197910682,"76"
"56","YAL060W","chrI",5646.34575468558,0.220744650924748,0.260184491930634,0.848415865552815,0.39620640996906,0.826714743230964,"76"
"57","YAL061W","chrI",3056.32365440901,-0.109766154749683,0.245144226167177,-0.447761533958495,0.654325307151455,0.93520478154392,"76"
"58","YAL062W","chrI",16002.9558853245,0.249449796510013,0.248933977303511,1.00207211250183,0.316308765673117,0.778641859002186,"76"
"59","YAL063C","chrI",95.4467404478885,-0.2257834718596,0.324234286808061,-0.696359025081324,0.486204016974567,0.866311241492268,"76"
"60","YAL067C","chrI",262.192699805085,0.609011250650175,0.249829331552869,2.43770916275015,0.0147806605275036,0.158073688764032,"76"
"61","YAR002C-A","chrI",1779.14671140958,-0.108549167095998,0.234213809874982,-0.46346185630104,0.643033349684534,0.931939643239297,"76"
"62","YAR002W","chrI",555.043198114285,-0.162632524330846,0.206407623417109,-0.787919174875617,0.430743984417341,0.844591040473601,"76"
"63","YAR003W","chrI",386.894837598394,-0.16356902477374,0.21776562734843,-0.751124163925216,0.452577934561118,0.852943844986176,"76"
"64","YAR007C","chrI",1359.91511631762,0.0328017566397317,0.242523809380137,0.135251696415165,0.892412874732786,0.980994637650953,"76"
"65","YAR008W","chrI",354.925684281803,-0.114750761370383,0.244081640436963,-0.470132702996226,0.638260210780019,0.928393594800303,"76"
"66","YAR014C","chrI",872.095495962782,-0.314491422608694,0.205012053500913,-1.53401430422379,0.125026133790039,0.524618197183387,"76"
"67","YAR015W","chrI",2118.64068955091,0.159869576004329,0.29561810469427,0.540797648945307,0.588647063512057,0.916687849239217,"76"
"68","YAR018C","chrI",304.431161471226,-0.411902647657306,0.235891509215113,-1.74615292016164,0.0807843831586506,0.42208741977369,"76"
"69","YAR019C","chrI",339.255213108292,-0.342356822727051,0.247968961447029,-1.3806438544938,0.167388492295434,0.61219327104125,"76"
"70","YAR020C","chrI",57.7568035904154,-0.419629702913174,0.352344079173981,-1.19096567167223,0.233667061543095,0.699134751440706,"76"
"71","YAR023C","chrI",234.012801337803,-0.307593948312106,0.304255152515101,-1.01097367051767,0.312029031732003,0.775147265578792,"76"
"72","YAR027W","chrI",358.762119496828,-0.0438683875055864,0.236082702363397,-0.185817881049416,0.85258758169003,0.975121887050124,"76"
"73","YAR028W","chrI",222.035452467399,-0.806448496319339,0.235568126236844,-3.42341941247401,0.000618385844647924,0.0208127814099274,"76"
"74","YAR029W","chrI",50.6770340784963,-0.522017596117489,0.369191522996679,-1.41394794734273,0.15737718643287,0.591700094616717,"76"
"75","YAR030C","chrI",96.6392628541778,-0.141133430629216,0.284865357144293,-0.495439080567901,0.620290214093308,0.924039812334648,"76"
"76","YAR031W","chrI",16.1494633816168,-0.401609338308081,0.56114185930555,-0.715700195321552,0.474176490184116,0.862332271620122,"76"
"77","YAR033W","chrI",84.3715667535159,-0.603402933413145,0.301528955436738,-2.00114424347463,0.0453768475732473,0.307479853561526,"76"
"78","YAR035W","chrI",1871.44890872158,-0.814460527258263,0.759872036991605,-1.07183905659008,0.283792327194031,0.752157368137121,"76"
"79","YAR042W","chrI",1314.54904891085,-0.321871989329148,0.238475156340656,-1.34970868357189,0.177109445846804,0.628260618378472,"76"
"80","YAR050W","chrI",139.68266539606,-0.235902090176592,0.281320501296465,-0.838552786197373,0.401720314516659,0.831879687622155,"76"
"81","YAR071W","chrI",58.897796982026,0.187432290067876,0.332793067545939,0.563209719030588,0.573292085548334,0.908152431692332,"76"
"82","YBL001C","chrII",3088.61327037577,0.0451993102660409,0.266438695218866,0.169642439619786,0.865291344271242,0.97822394586067,"76"
"83","YBL002W","chrII",2438.99054633532,0.291425194272453,0.2442512550709,1.19313693674925,0.232815747715579,0.698572278457003,"76"
"84","YBL003C","chrII",1468.79917582865,0.402409053878666,0.250298766552283,1.60771488977598,0.107897635992684,0.492323564817836,"76"
"85","YBL004W","chrII",877.036756919243,-0.849886407093067,0.222845060424512,-3.81379962146823,0.000136846436966022,0.00728153374599203,"76"
"86","YBL005W","chrII",391.818662863965,0.155497328620397,0.218729127488108,0.710912764139524,0.477138295810161,0.863415076563818,"76"
"87","YBL006C","chrII",367.782278267625,0.0147554343653194,0.24645906404079,0.059869716793525,0.952259399112607,0.989634163475099,"76"
"88","YBL007C","chrII",1775.61991052842,-0.330832938481817,0.254106402947793,-1.30194648636929,0.192934679690868,0.650564513874314,"76"
"89","YBL008W","chrII",175.972754966204,0.189376189929071,0.271130706460265,0.698468249507641,0.484884407327616,0.865402079456723,"76"
"90","YBL009W","chrII",411.252757437867,-0.0633364738681235,0.251893613412158,-0.251441364511652,0.801472890422004,0.96603211477866,"76"
"91","YBL010C","chrII",295.583690712875,-0.359689053223178,0.22618994112138,-1.59020799704863,0.111787928506425,0.496864881913602,"76"
"92","YBL011W","chrII",419.434021171514,-0.195701553931889,0.281373678826989,-0.695521893688649,0.486728295515345,0.866311241492268,"76"
"93","YBL013W","chrII",42.0373337609161,-0.152580263013211,0.479038718199375,-0.318513425358882,0.750095512556198,0.952931119479725,"76"
"94","YBL014C","chrII",211.697116099813,-0.0262530751205108,0.23701694380984,-0.110764549987506,0.911803057334828,0.983444726125422,"76"
"95","YBL015W","chrII",33748.0875625606,-0.0760492076597386,0.255652560600348,-0.297470940565401,0.76610699047858,0.957333875151829,"76"
"96","YBL016W","chrII",142.183335275581,-0.0358721103819123,0.331920631504488,-0.108074361690973,0.913936705419781,0.983568184958488,"76"
"97","YBL017C","chrII",1755.86825910046,-0.196310173613828,0.209364777702734,-0.93764660783849,0.348426050841507,0.800313455509811,"76"
"98","YBL018C","chrII",144.860157675426,0.39495853532902,0.328898983618912,1.20085058027011,0.229809167360932,0.696674826188678,"76"
"99","YBL019W","chrII",387.899306923275,0.1272316263623,0.221340639730946,0.574822709995589,0.5654112060935,0.90519900600402,"76"
"100","YBL020W","chrII",920.355085160514,-0.111073860115221,0.205944130240186,-0.539339771352935,0.589652431018781,0.917072688873163,"76"
"101","YBL021C","chrII",368.236267126803,-0.0395662024158631,0.257896936416181,-0.153418660049583,0.878068130491122,0.978922509723636,"76"
"102","YBL022C","chrII",1235.01213811407,-0.123607796858454,0.291937543031063,-0.42340493646376,0.671999843841126,0.939127911124935,"76"
"103","YBL023C","chrII",571.088924208507,0.148612201174105,0.211429516394154,0.702892404564066,0.482122804945804,0.864993338717867,"76"
"104","YBL024W","chrII",353.243748870952,-0.392277658671997,0.24066724677481,-1.62995864177167,0.103110238322383,0.481267252721099,"76"
"105","YBL025W","chrII",191.602132449685,-0.143087219372651,0.249153743787574,-0.574292873137182,0.56576963110185,0.90519900600402,"76"
"106","YBL026W","chrII",617.872908789071,-0.153026575430002,0.323414342577522,-0.473159521035532,0.636099374661442,0.927423592440887,"76"
"107","YBL027W","chrII",5391.235045836,-0.0389542998256071,0.253789172059898,-0.153490787291797,0.878011254899278,0.978922509723636,"76"
"108","YBL028C","chrII",185.589595215309,0.00862341042751799,0.323279182654626,0.0266748089273994,0.978719105544922,0.995467621095846,"76"
"109","YBL029C-A","chrII",1361.26510056871,-0.0633021723865824,0.243080717907946,-0.260416263911788,0.794542698844861,0.96293059836144,"76"
"110","YBL029W","chrII",916.425586422798,-0.158806939961302,0.245987732292044,-0.645588861206956,0.518545652955937,0.883132577943422,"76"
"111","YBL030C","chrII",10569.8607760659,-0.0417280139692463,0.336226653720618,-0.124106799706366,0.90123071439888,0.981371087916416,"76"
"112","YBL031W","chrII",126.468811415493,-0.0990695483584858,0.274024885606126,-0.361534858921116,0.71769965100739,0.946582301191138,"76"
"113","YBL032W","chrII",697.097015310573,0.174768415373081,0.236363121138097,0.739406446029161,0.459660229243787,0.856897464392738,"76"
"114","YBL033C","chrII",1345.29956641799,0.0191344676328043,0.204409409509686,0.0936085460972753,0.925420120623448,0.984231587798133,"76"
"115","YBL034C","chrII",270.214961244453,-0.0239615464535903,0.262246880227723,-0.0913701868742278,0.92719845006329,0.984243513087162,"76"
"116","YBL035C","chrII",297.435965277203,0.0339019308872846,0.229863933700083,0.147486951700385,0.882747678137422,0.979756651010836,"76"
"117","YBL036C","chrII",890.07662813089,0.119930796651577,0.238851172911618,0.502115167322019,0.615586511693606,0.924039812334648,"76"
"118","YBL037W","chrII",531.706085408444,-0.130257459028616,0.217478550151574,-0.59894393694381,0.549210270782498,0.895244216417106,"76"
"119","YBL038W","chrII",1308.35515637774,0.185468767202883,0.197249204771336,0.940276374842117,0.347075814665107,0.800294088540632,"76"
"120","YBL039C","chrII",312.743005271776,-0.333281133164459,0.288774893762625,-1.15412087533627,0.248450616033984,0.717953875597367,"76"
"121","YBL039W-B","chrII",299.584604966573,0.204553875245427,0.28637194673215,0.714294390842516,0.475045159955735,0.863395350901981,"76"
"122","YBL040C","chrII",928.596698511919,0.0370382427936625,0.215374106953517,0.171971660463605,0.863459808720845,0.977842147303903,"76"
"123","YBL041W","chrII",1961.44591893173,0.00812640082630549,0.208751960808096,0.0389285005747851,0.968947393613198,0.992617152440082,"76"
"124","YBL042C","chrII",1105.02267916883,0.389592563516261,0.305904598349917,1.27357537486447,0.202813943983177,0.661870037987155,"76"
"125","YBL043W","chrII",2602.65172860719,-0.256217590494805,0.211745660563355,-1.21002522466402,0.226269213819784,0.695743587017684,"76"
"126","YBL045C","chrII",24218.5978196145,-0.00311344124458629,0.222951495436528,-0.0139646573730772,0.988858177617168,0.999145471974914,"76"
"127","YBL046W","chrII",379.136744943601,-0.236397125139212,0.221012842175662,-1.06960809522246,0.28479574982676,0.753030692987272,"76"
"128","YBL047C","chrII",2987.26443597192,-0.149825922460669,0.241727640725697,-0.619812951513832,0.535380940801256,0.888290528413938,"76"
"129","YBL048W","chrII",898.151824776863,0.309087309798295,0.273527521906626,1.13000442384664,0.258474360403556,0.724887719701764,"76"
"130","YBL049W","chrII",1830.33145948222,0.348275770672913,0.252060563385447,1.38171464030387,0.167059337318672,0.61219327104125,"76"
"131","YBL050W","chrII",1764.65020079149,0.199491782722555,0.214895891705488,0.928318271416544,0.353242498982,0.802223381819089,"76"
"132","YBL051C","chrII",516.164766453482,-0.236326839696632,0.247275135077669,-0.955724236577212,0.339211574320342,0.796626761550127,"76"
"133","YBL052C","chrII",185.469659951858,0.172617923254076,0.260378968475115,0.662948794462921,0.507363349494688,0.87778709119009,"76"
"134","YBL054W","chrII",307.543144415138,-0.0643463601660632,0.309355822319782,-0.208001128550114,0.835228086170313,0.969808929041002,"76"
"135","YBL055C","chrII",375.6473281216,0.353740571683698,0.242095470446843,1.46116146258659,0.143971136158674,0.566056817535899,"76"
"136","YBL056W","chrII",2068.13268333822,-0.180533333800954,0.217949423541132,-0.828326732265402,0.40748548757048,0.833927259727572,"76"
"137","YBL057C","chrII",470.121900484596,0.0763298847832401,0.21120427990598,0.361403115586573,0.717798119273696,0.946582301191138,"76"
"138","YBL058W","chrII",2402.42223912727,-0.296465944891257,0.200831910766198,-1.47618943503651,0.139893044933072,0.558273172886481,"76"
"139","YBL059C-A","chrII",752.604643726692,0.191854602761335,0.248973619546842,0.770582052470179,0.440954702644703,0.846394683966193,"76"
"140","YBL059W","chrII",412.223764508988,0.12172182494276,0.212748822462089,0.572138654090319,0.567228043766574,0.905866995665762,"76"
"141","YBL060W","chrII",434.693822453896,-0.0694258807826192,0.220209391436204,-0.315272115915784,0.752555054514468,0.9532929203064,"76"
"142","YBL061C","chrII",309.836074783479,-0.438072248393814,0.247474435873872,-1.77017172237169,0.076698538466002,0.408602495817563,"76"
"143","YBL063W","chrII",229.705649035346,-0.0551559644517992,0.253293004688512,-0.217755577259733,0.827619558160474,0.969467568257803,"76"
"144","YBL064C","chrII",14705.4151613949,0.284404434679946,0.204942055276086,1.38773095788863,0.165218985441119,0.60799527021625,"76"
"145","YBL066C","chrII",1232.36363920077,-0.20152108998976,0.258670296064139,-0.77906544762214,0.435941162564054,0.84481556546839,"76"
"146","YBL067C","chrII",1839.28251858538,0.00139760540782694,0.222370152394289,0.00628504047318733,0.99498529625736,0.999447074457962,"76"
"147","YBL068W","chrII",499.888373260968,-0.332539379444386,0.21417094322526,-1.55268205124646,0.120499112413955,0.513131509951803,"76"
"148","YBL069W","chrII",67.7597924753639,-0.62910470828933,0.349715236883257,-1.79890562932304,0.072033609977473,0.394560567592296,"76"
"149","YBL071C","chrII",107.876405002586,-0.0195860213600608,0.296886108042509,-0.0659714982597179,0.947400517099808,0.987711516702395,"76"
"150","YBL071W-A","chrII",95.1218442210531,0.0540256934552372,0.287361744085957,0.188005865662747,0.850872053041672,0.975121887050124,"76"
"151","YBL072C","chrII",1438.58346551554,0.0207755234858235,0.273308276957962,0.0760149810209333,0.939407179551791,0.987177605853934,"76"
"152","YBL074C","chrII",90.2962392462103,-0.405479225647693,0.320341224700125,-1.26577285214311,0.205594417185618,0.666278922696544,"76"
"153","YBL075C","chrII",2334.21710764506,0.435999907072868,0.333438520443355,1.30758709729501,0.191013395584652,0.648528699366254,"76"
"154","YBL076C","chrII",2400.24662153953,-0.0525821101939802,0.21818763442164,-0.240994914003088,0.80955905841198,0.968212493090995,"76"
"155","YBL078C","chrII",1605.23085354478,0.0581462419488583,0.247191773268361,0.235227253642186,0.814032354025333,0.968513370554961,"76"
"156","YBL079W","chrII",883.162304046103,-0.195706706721,0.217905229732682,-0.898127626221205,0.369117512225599,0.815122348144039,"76"
"157","YBL080C","chrII",277.658136234266,-0.208627523338401,0.241109239385799,-0.865282159530087,0.386883940363842,0.824835705375096,"76"
"158","YBL081W","chrII",120.339290713804,-0.374406790575505,0.32857478681832,-1.13948728142226,0.254499970102516,0.723608820846186,"76"
"159","YBL082C","chrII",219.927588494698,-0.11442619108479,0.326568757413827,-0.350389277868948,0.726046572032066,0.950788890408639,"76"
"160","YBL084C","chrII",501.838343727155,-0.284044969373276,0.22255837437585,-1.27627176541822,0.201859467402027,0.66105283385666,"76"
"161","YBL085W","chrII",339.522309597301,-0.331596222455908,0.310564216146078,-1.0677219242153,0.285645965752811,0.753566459134697,"76"
"162","YBL086C","chrII",686.774201523931,-0.556841494822433,0.220276896897951,-2.52791601236512,0.0114741796791878,0.135531166739159,"76"
"163","YBL087C","chrII",1096.77047980352,0.299477247913811,0.286951795636901,1.0436500222942,0.296647340462719,0.76205619299691,"76"
"164","YBL088C","chrII",985.925662768337,-0.340667775173925,0.224774612432177,-1.51559720863368,0.12962123332609,0.535646324403008,"76"
"165","YBL089W","chrII",347.793920827612,-0.0989241197628382,0.223111440944945,-0.443384343464703,0.657487758482286,0.937014410318424,"76"
"166","YBL090W","chrII",585.981950782539,0.161592204503649,0.223873122169342,0.721802612738019,0.470415842882188,0.860538495914877,"76"
"167","YBL091C","chrII",1453.59665078912,-0.089115772208148,0.210770309671785,-0.422809893608452,0.672433968672047,0.939127911124935,"76"
"168","YBL091C-A","chrII",255.706792128278,0.0934889855169603,0.245730521793059,0.38045329019279,0.70360896331393,0.94377144182528,"76"
"169","YBL092W","chrII",5859.08937027934,-0.0228339863951402,0.291346206811555,-0.0783740644679453,0.937530503614577,0.986437462089386,"76"
"170","YBL093C","chrII",509.078865030793,0.0214966243346182,0.234544858838879,0.0916525070770593,0.926974132357014,0.984243513087162,"76"
"171","YBL095W","chrII",256.800512402576,-0.124266642878778,0.281509653599519,-0.441429419168559,0.658902148088679,0.937429666761255,"76"
"172","YBL097W","chrII",113.991450653334,-0.862046098625751,0.308360896310174,-2.7955752786457,0.00518074347889249,0.0841419006295708,"76"
"173","YBL098W","chrII",2238.60928239386,0.0333639519232794,0.220919005624005,0.151023456895617,0.879957212194936,0.978922509723636,"76"
"174","YBL099W","chrII",36652.6147465449,0.175064764913142,0.249066086930611,0.702884792829761,0.482127548911831,0.864993338717867,"76"
"175","YBL100C","chrII",1277.79486000241,-0.112916342541747,0.251464089461243,-0.449035656676338,0.653405934902086,0.934608028238083,"76"
"176","YBL100W-B","chrII",18.3989198256528,-0.393307393790042,0.518528011802122,-0.758507515193092,0.448147215748292,0.850475032060362,"76"
"177","YBL101C","chrII",993.653862597999,0.0271459795296235,0.26860625867985,0.101062349265579,0.919500965907929,0.983882782685267,"76"
"178","YBL102W","chrII",1345.28269752211,0.0267359894096202,0.19776690509366,0.135189400860364,0.892462127050198,0.980994637650953,"76"
"179","YBL103C","chrII",798.135578232735,-0.0313296539171891,0.205236463417964,-0.152651499618693,0.878673110068956,0.978922509723636,"76"
"180","YBL104C","chrII",362.529254025157,-0.295987963423174,0.242092752039174,-1.22262216001939,0.221472439316225,0.688956858830594,"76"
"181","YBL105C","chrII",1007.34220771875,-0.283009115563307,0.254687630137077,-1.11120086755288,0.266481897912073,0.733853219799436,"76"
"182","YBL106C","chrII",495.109489786975,0.0370771185945686,0.256099504684207,0.144776221415531,0.884887556962904,0.979759568123612,"76"
"183","YBL107C","chrII",273.350516085656,0.279515764079021,0.266405649236423,1.04921109923973,0.294080971370737,0.761483216897672,"76"
"184","YBL113C","chrII",26.4730226518237,-1.19844885880117,0.505845221403179,-2.36920071217982,0.017826576357097,0.177851932334109,"76"
"185","YBR001C","chrII",1553.41005221038,0.114670758061982,0.223284897999785,0.51356253418488,0.607557879459128,0.923419797087168,"76"
"186","YBR002C","chrII",241.229593749213,-0.699504525720255,0.284923940071825,-2.45505704274594,0.0140862234219946,0.155841050017196,"76"
"187","YBR003W","chrII",568.198884148906,-0.168561843151705,0.212878339937653,-0.791822424024318,0.428464225293313,0.842692136722442,"76"
"188","YBR004C","chrII",499.734439479924,0.27393987310647,0.224265121341309,1.22150012212359,0.221896719402389,0.689125609394747,"76"
"189","YBR005W","chrII",879.868679682683,-0.0440718126872319,0.247926428330206,-0.177761656891753,0.85891016105558,0.976766928865884,"76"
"190","YBR006W","chrII",2288.44395276391,-0.241810227194491,0.289262770065629,-0.8359535073927,0.403181058919882,0.83243628092586,"76"
"191","YBR007C","chrII",145.719921389412,-0.0934876889934512,0.299116483630042,-0.312546095283335,0.754625537294087,0.9532929203064,"76"
"192","YBR008C","chrII",282.140151988105,-0.0663278011530452,0.245075675964566,-0.270642122650455,0.786666295243446,0.960281852648675,"76"
"193","YBR009C","chrII",3333.89193872307,-0.148525698374887,0.260152579084358,-0.570917647242413,0.568055467943997,0.906495684519864,"76"
"194","YBR010W","chrII",3071.17001915063,0.364378736627206,0.261679471798915,1.39246206101795,0.163782522560193,0.605594277659696,"76"
"195","YBR011C","chrII",8403.40048283145,-0.232957631056568,0.189828229952192,-1.22720225076764,0.219746583692546,0.685511388183285,"76"
"196","YBR012C","chrII",85.7532419129214,0.337512435829357,0.412039779259765,0.819125853420519,0.412714612866897,0.835143082147557,"76"
"197","YBR013C","chrII",89.0468354994953,0.26765385305727,0.324703211875696,0.824303065901714,0.409767376995345,0.834059285809429,"76"
"198","YBR014C","chrII",1290.84790107849,-0.100039763588354,0.216617381638838,-0.461827037292644,0.644205360263749,0.932428846578644,"76"
"199","YBR015C","chrII",1658.24342580015,-0.08931044998098,0.256641694347556,-0.347996650380712,0.727842699075685,0.950788890408639,"76"
"200","YBR016W","chrII",978.30576782935,-0.0678858809561213,0.206791504652319,-0.328281768974304,0.742698627314993,0.952907074079504,"76"
"201","YBR017C","chrII",802.069573768923,-0.320394812021606,0.209965882133845,-1.5259374940609,0.127025431909406,0.530015749124607,"76"
"202","YBR018C","chrII",37.9316914683916,-0.198818758208658,0.404663300582446,-0.491318975361717,0.623200861049314,0.925036524310795,"76"
"203","YBR019C","chrII",112.232000869137,-0.408401209146521,0.286221007566618,-1.42687363383509,0.153616321913117,0.584641955400942,"76"
"204","YBR020W","chrII",92.0617576955374,-0.00708707166446447,0.288131134366436,-0.0245966881713358,0.980376660958258,0.995884437231597,"76"
"205","YBR021W","chrII",344.887572674045,-0.122863293179901,0.250663495592864,-0.490152317110665,0.62402611950134,0.925036524310795,"76"
"206","YBR022W","chrII",129.564861103765,0.392094804278941,0.296098503474278,1.32420393780545,0.185435323416554,0.642509459402192,"76"
"207","YBR023C","chrII",859.104492706854,-0.111011392529228,0.220900911851831,-0.502539313208851,0.615288205700447,0.924039812334648,"76"
"208","YBR024W","chrII",672.086978300808,0.00306438241190776,0.215968448880228,0.0141890282020186,0.988679173333636,0.999145471974914,"76"
"209","YBR025C","chrII",2413.17795754732,-0.593945524487137,0.213429983591438,-2.78285887714871,0.00538822375262414,0.0863222730369564,"76"
