"","GENE","CHRM","GCAnc"
"382","YBR191W","chrII",0.000496781455440815
"383","YBR192W","chrII",0.00183322266091072
"384","YBR193C","chrII",0.00401715656041877
"385","YBR194W","chrII",0.0397404918338457
"386","YBR195C","chrII",0.0128328754230757
"387","YBR196C","chrII",0.00136406473723764
"388","YBR196C-A","chrII",0.0108419867689028
"389","YBR196C-B","chrII",0.0324174733277364
"390","YBR197C","chrII",0.0181633983857095
"391","YBR198C","chrII",0.00570467082409051
"392","YBR199W","chrII",0.00105394222518959
"393","YBR200W","chrII",0.00142907516155983
"394","YBR201C-A","chrII",0.00853496720460367
"395","YBR201W","chrII",0.00779698473268973
"396","YBR202W","chrII",0.000787917099104531
"397","YBR203W","chrII",0.00230431336294935
"398","YBR204C","chrII",0.00148955078599548
"399","YBR205W","chrII",0.00397748810639786
"400","YBR205W","chrII",0.00397748810639786
"401","YBR207W","chrII",0.000411945746451853
"402","YBR208C","chrII",0.00497792151768533
"403","YBR209W","chrII",0.0249138721384257
"404","YBR210W","chrII",0.0161739207465718
"405","YBR211C","chrII",0.00440673839539042
"406","YBR212W","chrII",0.000627222968880864
"407","YBR213W","chrII",0.315205473735884
"408","YBR214W","chrII",0.000956435754889131
"409","YBR215W","chrII",0.00260858263794156
"410","YBR216C","chrII",0.00196840219687791
"411","YBR217W","chrII",0.0100486287783097
"412","YBR218C","chrII",0.00111358387347593
"413","YBR220C","chrII",0.00503271483315139
"414","YBR220C","chrII",0.00503271483315139
"415","YBR221C","chrII",5.9586877417709e-05
"416","YBR221W-A","chrII",0.00268662707960011
"417","YBR222C","chrII",2.42088304275084e-05
"418","YBR223C","chrII",0.014830196009627
"419","YBR225W","chrII",0.00557258264616802
"420","YBR225W","chrII",0.00557258264616802
"421","YBR226C","chrII",0.0592119008194181
"422","YBR227C","chrII",0.0033916545059217
"423","YBR228W","chrII",0.00491038713382355
"424","YBR229C","chrII",0.000869825716436294
"425","YBR230C","chrII",9.93516931546884e-05
"426","YBR230W-A","chrII",0.00655479854647283
"427","YBR231C","chrII",0.00952922097696957
"428","YBR233W","chrII",0.0139947223314154
"429","YBR233W-A","chrII",0.0783999857318475
"430","YBR234C","chrII",0.000338072991458227
"431","YBR235W","chrII",0.000954965345159729
"432","YBR236C","chrII",0.0013820783593979
"433","YBR237W","chrII",0.000997489341633089
"434","YBR238C","chrII",0.108334501019531
"435","YBR239C","chrII",0.0049390415705491
"436","YBR240C","chrII",0.0118782145939163
"437","YBR241C","chrII",0.00168306809844929
"438","YBR242W","chrII",0.0042254967569156
"439","YBR243C","chrII",0.00653242596578213
"440","YBR244W","chrII",0.0475122627271642
"441","YBR245C","chrII",0.00157727477196298
"442","YBR246W","chrII",0.0061608001603413
"443","YBR247C","chrII",0.00686840095711369
"444","YBR248C","chrII",0.00096235184308407
"445","YBR249C","chrII",0.000327337644050006
"446","YBR250W","chrII",0.0814756136365771
"447","YBR251W","chrII",0.00208723619934181
"448","YBR252W","chrII",0.00350921979482703
"449","YBR253W","chrII",0.00771893769217013
"450","YBR254C","chrII",0.0386551497888793
"451","YBR255C-A","chrII",0.00826114102743282
"452","YBR255W","chrII",0.00181756742041998
"453","YBR256C","chrII",0.0007743508391313
"454","YBR257W","chrII",0.0121364846247297
"455","YBR258C","chrII",0.0638460194903797
"456","YBR259W","chrII",0.00596295779897989
"457","YBR260C","chrII",0.0104308760061205
"458","YBR261C","chrII",0.00791632372777926
"459","YBR262C","chrII",0.000951187510058711
"460","YBR263W","chrII",0.000749496685910842
"461","YBR264C","chrII",0.0120879509702909
"462","YBR265W","chrII",0.00107111267262705
"463","YBR267W","chrII",0.00881750020042026
"464","YBR268W","chrII",0.00672966144907012
"465","YBR269C","chrII",0.00071075605022726
"466","YBR270C","chrII",0.00515569026662889
"467","YBR271W","chrII",0.0119419665061983
"468","YBR272C","chrII",0.00672782430744512
"469","YBR273C","chrII",0.000979647663800634
"470","YBR274W","chrII",0.000704511805750152
"471","YBR275C","chrII",0.00188849262529269
"472","YBR276C","chrII",0.00105240175931711
"473","YBR278W","chrII",0.0133627406877265
"474","YBR279W","chrII",0.000343625170518035
"475","YBR280C","chrII",0.0011830281149634
"476","YBR281C","chrII",0.0063686585555897
"477","YBR282W","chrII",0.00244150593187838
"478","YBR283C","chrII",0.000356514822940978
"479","YBR284W","chrII",0.0343781916096654
"480","YBR285W","chrII",0.00416361921218118
"481","YBR286W","chrII",0.000109673365975825
"482","YBR287W","chrII",0.000526377651208148
"483","YBR288C","chrII",0.00149479507726993
"484","YBR289W","chrII",0.00258198260887705
"485","YBR290W","chrII",0.0019486474272481
"486","YBR291C","chrII",0.00723577138032026
"487","YBR292C","chrII",0.1656480173754
"488","YBR293W","chrII",0.00596291717297981
"489","YBR294W","chrII",0.0012877427015296
"490","YBR295W","chrII",0.00364347027071819
"491","YBR296C","chrII",0.0256117982362287
"492","YBR297W","chrII",0.000883667452451889
"493","YBR298C","chrII",0.00035463778732487
"494","YBR299W","chrII",0.00452268585023212
"495","YCL001W","chrIII",0.00328127686634604
"496","YCL001W-A","chrIII",0.303822859402693
"497","YCL001W-B","chrIII",0.079233898443507
"498","YCL002C","chrIII",0.0026462319397371
"499","YCL004W","chrIII",0.00698889945064863
"500","YCL005W","chrIII",0.00342105624980024
"501","YCL005W-A","chrIII",0.00636865084331326
"502","YCL008C","chrIII",0.0179278115710544
"503","YCL009C","chrIII",0.0031135683827179
"504","YCL010C","chrIII",0.00677160649389179
"505","YCL011C","chrIII",0.000871838394366344
"506","YCL012C","chrIII",0.00913709550103044
"507","YCL014W","chrIII",0.00439027540213507
"508","YCL016C","chrIII",0.00361222230879978
"509","YCL017C","chrIII",0.00074890528678731
"510","YCL018W","chrIII",0.00436529286699043
"511","YCL021W-A","chrIII",0.434577003591002
"512","YCL024W","chrIII",0.00716936385768127
"513","YCL025C","chrIII",0.000217217176058725
"514","YCL026C-B","chrIII",0.0989040811917312
"515","YCL027W","chrIII",0.0292472767060691
"516","YCL028W","chrIII",0.00122723945737607
"517","YCL029C","chrIII",0.00364198986926345
"518","YCL030C","chrIII",0.000276229593553187
"519","YCL031C","chrIII",0.00265154311172774
"520","YCL032W","chrIII",0.0046462520740559
"521","YCL033C","chrIII",0.0027020536139768
"522","YCL034W","chrIII",0.00143782038774682
"523","YCL035C","chrIII",0.00133114994302815
"524","YCL036W","chrIII",0.0450215343312259
"525","YCL037C","chrIII",0.287681892834621
"526","YCL038C","chrIII",0.00178499971547442
"527","YCL039W","chrIII",0.00464516994939362
"528","YCL040W","chrIII",0.000135396419824911
"529","YCL040W","chrIII",0.000135396419824911
"530","YCL043C","chrIII",0.00134151379165764
"531","YCL043C","chrIII",0.00134151379165764
"532","YCL044C","chrIII",0.018907201012587
"533","YCL045C","chrIII",0.000873041924075871
"534","YCL047C","chrIII",0.0257399294596861
"535","YCL048W","chrIII",0.140396358679457
"536","YCL048W-A","chrIII",0.133750007111052
"537","YCL049C","chrIII",0.00269934636189878
"538","YCL050C","chrIII",0.00124097111795017
"539","YCL051W","chrIII",0.00330393465999169
"540","YCL052C","chrIII",0.0009788362166226
"541","YCL054W","chrIII",0.00257041872137161
"542","YCL055W","chrIII",0.00748844533776084
"543","YCL056C","chrIII",0.00961467484279601
"544","YCL057C-A","chrIII",0.0004146260663873
"545","YCL057W","chrIII",0.00206805109569102
"546","YCL058C","chrIII",0.00650773806989591
"547","YCL059C","chrIII",0.00717008693154191
"548","YCL061C","chrIII",0.000989428111768819
"549","YCL063W","chrIII",0.0040236003505572
"550","YCL064C","chrIII",0.000449934361633783
"551","YCR001W","chrIII",0.284321305872946
"552","YCR002C","chrIII",0.00130507717473015
"553","YCR003W","chrIII",0.0123424030936122
"554","YCR004C","chrIII",0.000130187297888645
"555","YCR005C","chrIII",9.11955690694717e-05
"556","YCR006C","chrIII",0.0121667233020105
"557","YCR007C","chrIII",0.00418295311346601
"558","YCR008W","chrIII",0.00125684520581927
"559","YCR009C","chrIII",0.00209440161879198
"560","YCR010C","chrIII",7.55715549546435e-05
"561","YCR011C","chrIII",0.000280285265942443
"562","YCR012W","chrIII",0.000543849327538707
"563","YCR013C","chrIII",0.0747432240692052
"564","YCR014C","chrIII",0.00422349971931589
"565","YCR015C","chrIII",0.0121625357869367
"566","YCR016W","chrIII",0.0151569699056668
"567","YCR017C","chrIII",0.0010524058628204
"568","YCR018C","chrIII",0.0748746225355121
"569","YCR018C-A","chrIII",0.172483525196057
"570","YCR019W","chrIII",0.00358142508825334
"571","YCR020C","chrIII",0.00619788967898911
"572","YCR020C-A","chrIII",0.0148803963458933
"573","YCR020W-B","chrIII",0.0172725694223866
"574","YCR021C","chrIII",0.000706990740825695
"575","YCR022C","chrIII",0.217687367293296
"576","YCR023C","chrIII",0.000536674614921584
"577","YCR024C","chrIII",0.00470804943791903
"578","YCR024C-A","chrIII",0.00234189987627578
"579","YCR024C-B","chrIII",0.00100112200799534
"580","YCR025C","chrIII",0.187448402570608
"581","YCR026C","chrIII",0.00098926964541448
"582","YCR027C","chrIII",0.0138759985915467
"583","YCR028C","chrIII",0.00344110050966674
"584","YCR028C-A","chrIII",0.00138318731074925
"585","YCR030C","chrIII",0.00163741441078584
"586","YCR031C","chrIII",0.000236554905502066
"587","YCR032W","chrIII",0.00160940479158313
"588","YCR033W","chrIII",0.00153873448037587
"589","YCR034W","chrIII",0.000966982271150738
"590","YCR035C","chrIII",0.0052875829206646
"591","YCR036W","chrIII",0.00272750689510738
"592","YCR037C","chrIII",0.00115409834382643
"593","YCR038C","chrIII",0.0115205740322634
"594","YCR038C","chrIII",0.0115205740322634
"595","YCR042C","chrIII",0.00145286186238265
"596","YCR043C","chrIII",0.0132886598839372
"597","YCR044C","chrIII",0.00766376569091381
"598","YCR045C","chrIII",0.0377748447999546
"599","YCR046C","chrIII",0.0078095229560022
"600","YCR047C","chrIII",0.00712799504494085
"601","YCR048W","chrIII",0.0595650133214308
"602","YCR051W","chrIII",0.00448880292982912
"603","YCR052W","chrIII",0.00725695332925741
"604","YCR053W","chrIII",0.000617047450522848
"605","YCR054C","chrIII",0.0175362527356593
"606","YCR057C","chrIII",0.00470597919523401
"607","YCR059C","chrIII",0.00966887790219382
"608","YCR060W","chrIII",0.0118145437456893
"609","YCR061W","chrIII",0.0386591863518307
"610","YCR063W","chrIII",0.0681546289397271
"611","YCR065W","chrIII",0.0261633286693399
"612","YCR066W","chrIII",0.00408234829183176
"613","YCR067C","chrIII",0.00691061944033696
"614","YCR068W","chrIII",0.00323233884310121
"615","YCR069W","chrIII",0.00072138712148475
"616","YCR071C","chrIII",0.00522780463642267
"617","YCR072C","chrIII",0.0282118931373828
"618","YCR073C","chrIII",0.00615105799785852
"619","YCR073W-A","chrIII",0.00478248048387536
"620","YCR075C","chrIII",0.00414006165097818
"621","YCR075W-A","chrIII",0.0345353929118419
"622","YCR076C","chrIII",0.00205469472392564
"623","YCR077C","chrIII",0.00444164764976464
"624","YCR079W","chrIII",0.00180618908140876
"625","YCR081W","chrIII",0.00542920988421428
