"","GENE","CHRM","MAAnc"
"58","YAL059W","chrI",0.171487273233176
"59","YAL060W","chrI",0.0534315334684566
"60","YAL061W","chrI",0.148986811114747
"61","YAL062W","chrI",0.272667392793196
"62","YAL063C","chrI",0.0995938584091725
"63","YAL064C-A","chrI",0.63578296809162
"64","YAL067C","chrI",0.35289281963127
"65","YAR002C-A","chrI",0.0574333609908179
"66","YAR002W","chrI",0.0660876579026927
"67","YAR003W","chrI",0.0437083661230665
"68","YAR007C","chrI",0.0880019344939784
"69","YAR008W","chrI",0.260459306035162
"70","YAR009C","chrI",0.327472984477601
"71","YAR014C","chrI",0.0395607436198857
"72","YAR015W","chrI",0.0479762561054624
"73","YAR018C","chrI",0.148216570515387
"74","YAR019C","chrI",0.0696498673814851
"75","YAR020C","chrI",0.186670907784486
"76","YAR023C","chrI",0.162636205329028
"77","YAR027W","chrI",0.0619179277914636
"78","YAR028W","chrI",0.0937724529924714
"79","YAR029W","chrI",0.178534269290762
"80","YAR030C","chrI",0.234458044830951
"81","YAR031W","chrI",0.152187317362067
"82","YAR033W","chrI",0.0885323829895828
"83","YAR035W","chrI",0.394302961069607
"84","YAR042W","chrI",0.0445492206624245
"85","YAR050W","chrI",0.0727698138781574
"86","YAR053W","chrI",0.476440537228426
"87","YAR071W","chrI",0.203854564078007
"88","YBL001C","chrII",0.0427358268960735
"89","YBL002W","chrII",0.200663189795431
"90","YBL003C","chrII",0.193565857606742
"91","YBL004W","chrII",0.0343464649188787
"92","YBL005W","chrII",0.0368567241349808
"93","YBL005W-B","chrII",0.104622081657025
"94","YBL005W-B","chrII",0.104622081657025
"95","YBL006C","chrII",0.0693918782938731
"96","YBL007C","chrII",0.0418778121596159
"97","YBL008W","chrII",0.0399980404610298
"98","YBL009W","chrII",0.189178550122979
"99","YBL010C","chrII",0.163526270091511
"100","YBL011W","chrII",0.103653666433393
"101","YBL013W","chrII",0.0863034022312678
"102","YBL014C","chrII",0.0570422650914511
"103","YBL015W","chrII",0.1253128136853
"104","YBL016W","chrII",0.5266783512605
"105","YBL017C","chrII",0.0278721998891119
"106","YBL018C","chrII",0.0998567313478245
"107","YBL019W","chrII",0.065397801335138
"108","YBL020W","chrII",0.0356906989781217
"109","YBL021C","chrII",0.097157866496493
"110","YBL022C","chrII",0.00516495817417321
"111","YBL023C","chrII",0.135709092036139
"112","YBL024W","chrII",0.168157673025906
"113","YBL025W","chrII",0.0506058605170874
"114","YBL026W","chrII",0.0506844665726767
"115","YBL027W","chrII",0.170895715491811
"116","YBL028C","chrII",0.201172269283961
"117","YBL029C-A","chrII",0.0860788411068507
"118","YBL029W","chrII",0.0518860845214414
"119","YBL030C","chrII",0.0675626218471506
"120","YBL031W","chrII",0.244716043118315
"121","YBL032W","chrII",0.179702861797685
"122","YBL033C","chrII",0.0685410170407317
"123","YBL034C","chrII",0.0515910983833873
"124","YBL035C","chrII",0.0630643032977694
"125","YBL036C","chrII",0.020076057234182
"126","YBL037W","chrII",0.076123160299279
"127","YBL038W","chrII",0.0833963511398584
"128","YBL039C","chrII",0.133282554442843
"129","YBL039C","chrII",0.133282554442843
"130","YBL039W-B","chrII",0.099803929669036
"131","YBL040C","chrII",0.0592032924193789
"132","YBL041W","chrII",0.0408031742403005
"133","YBL042C","chrII",0.366266754256847
"134","YBL043W","chrII",0.236491892166088
"135","YBL045C","chrII",0.0410929772172422
"136","YBL046W","chrII",0.0539458957857068
"137","YBL047C","chrII",0.0345088388596402
"138","YBL048W","chrII",0.198922958115382
"139","YBL049W","chrII",0.183138808969237
"140","YBL050W","chrII",0.0391099415084317
"141","YBL051C","chrII",0.0194352727913629
"142","YBL052C","chrII",0.083178412768768
"143","YBL054W","chrII",0.0233096061409367
"144","YBL055C","chrII",0.00903704947760616
"145","YBL056W","chrII",0.0185372335186617
"146","YBL057C","chrII",0.0667325343434745
"147","YBL058W","chrII",0.0325668596922735
"148","YBL059C-A","chrII",0.0442668388598867
"149","YBL059W","chrII",0.134106425558461
"150","YBL060W","chrII",0.0277540190631787
"151","YBL061C","chrII",0.0108849046639457
"152","YBL063W","chrII",0.0845567781420948
"153","YBL064C","chrII",0.12957032068186
"154","YBL066C","chrII",0.049452930670244
"155","YBL067C","chrII",0.0294853221241271
"156","YBL068W","chrII",0.0651069345502766
"157","YBL069W","chrII",0.170845967079413
"158","YBL069W","chrII",0.170845967079413
"159","YBL071C","chrII",0.0502859408444123
"160","YBL071W-A","chrII",0.0672607010123728
"161","YBL072C","chrII",0.211641878401305
"162","YBL074C","chrII",0.114908034373691
"163","YBL075C","chrII",0.0397570647792803
"164","YBL076C","chrII",0.0877712625867216
"165","YBL078C","chrII",0.0895549478067921
"166","YBL079W","chrII",0.0454187616808065
"167","YBL080C","chrII",0.0230848221775829
"168","YBL081W","chrII",0.070211287908334
"169","YBL082C","chrII",0.0640559185713131
"170","YBL082C","chrII",0.0640559185713131
"171","YBL084C","chrII",0.00469013105895415
"172","YBL085W","chrII",0.0568048936098815
"173","YBL086C","chrII",0.0545566157005346
"174","YBL087C","chrII",0.159797391522413
"175","YBL088C","chrII",0.0702344278816718
"176","YBL089W","chrII",0.0110409193132772
"177","YBL090W","chrII",0.035362940295088
"178","YBL091C","chrII",0.00899168108291366
"179","YBL091C-A","chrII",0.0703630343183946
"180","YBL092W","chrII",0.19490315675384
"181","YBL093C","chrII",0.039765920616787
"182","YBL095W","chrII",0.178806627454865
"183","YBL097W","chrII",0.318566245768257
"184","YBL098W","chrII",0.0620020594654661
"185","YBL099W","chrII",0.0485654986697503
"186","YBL100C","chrII",0.0105196577635502
"187","YBL100W-B","chrII",0.156574158258071
"188","YBL100W-B","chrII",0.156574158258071
"189","YBL101C","chrII",0.0426937215329224
"190","YBL102W","chrII",0.030549623905201
"191","YBL103C","chrII",0.0440722425469455
"192","YBL104C","chrII",0.0834719819260299
"193","YBL105C","chrII",0.0309911536065324
"194","YBL106C","chrII",0.0846815697069912
"195","YBL107C","chrII",0.0346932859056612
"196","YBL113C","chrII",0.44571596165602
"197","YBL113C","chrII",0.44571596165602
"198","YBR001C","chrII",0.0987373153022353
"199","YBR002C","chrII",0.0399799979774564
"200","YBR003W","chrII",0.010626062923282
"201","YBR004C","chrII",0.115812949924255
"202","YBR005W","chrII",0.0927047808071787
"203","YBR006W","chrII",0.0866787178454308
"204","YBR007C","chrII",0.0437193823897369
"205","YBR008C","chrII",0.244310778086084
"206","YBR009C","chrII",0.105826545332567
"207","YBR010W","chrII",0.0551172855954502
"208","YBR011C","chrII",0.0129927764848571
"209","YBR012C","chrII",0.128963762019492
"210","YBR012W-B","chrII",0.242885547352586
"211","YBR012W-B","chrII",0.242885547352586
"212","YBR013C","chrII",0.0226843212549113
"213","YBR014C","chrII",0.0618906126474783
"214","YBR015C","chrII",0.0564224357246762
"215","YBR016W","chrII",0.0806409497269476
"216","YBR017C","chrII",0.0407080868764796
"217","YBR018C","chrII",0.121751458741287
"218","YBR019C","chrII",0.0320303315890208
"219","YBR020W","chrII",0.0916674496161428
"220","YBR021W","chrII",0.0829060750561619
"221","YBR022W","chrII",0.0498597674216454
"222","YBR023C","chrII",0.0660754245127016
"223","YBR024W","chrII",0.0155363234642601
"224","YBR025C","chrII",0.0696517578257545
"225","YBR026C","chrII",0.0452524619162249
"226","YBR028C","chrII",0.135636179548135
"227","YBR029C","chrII",0.0701110476308692
"228","YBR030W","chrII",0.0690867611101214
"229","YBR031W","chrII",0.111854410036293
"230","YBR032W","chrII",0.230287097316578
"231","YBR033W","chrII",0.0765541543046712
"232","YBR034C","chrII",0.169903882644039
"233","YBR035C","chrII",0.0186693924745212
"234","YBR036C","chrII",0.0314305188285016
"235","YBR037C","chrII",0.0520760644292062
"236","YBR038W","chrII",0.217469630279388
"237","YBR039W","chrII",0.0598733396415329
"238","YBR041W","chrII",0.0234041120202003
"239","YBR042C","chrII",0.119154640527712
"240","YBR043C","chrII",0.100584975131259
"241","YBR044C","chrII",0.0105215681249298
"242","YBR045C","chrII",0.045719599080493
"243","YBR046C","chrII",0.0753614787209443
"244","YBR047W","chrII",0.126897758512692
"245","YBR048W","chrII",0.212551605216327
"246","YBR049C","chrII",0.0413143915589079
"247","YBR050C","chrII",0.325703538264619
"248","YBR052C","chrII",0.0244087463583678
"249","YBR053C","chrII",0.0503307494928429
"250","YBR054W","chrII",0.0835589956532968
"251","YBR055C","chrII",0.0182429025819988
"252","YBR056W","chrII",0.0327550197968102
"253","YBR057C","chrII",0.0408874173164324
"254","YBR058C","chrII",0.0158017383339645
"255","YBR058C-A","chrII",0.0870012311120056
"256","YBR059C","chrII",0.0230587992305077
"257","YBR060C","chrII",0.035839097992133
"258","YBR061C","chrII",0.0500818715128476
"259","YBR062C","chrII",0.0505094449074527
"260","YBR063C","chrII",0.062532523896409
"261","YBR065C","chrII",0.107313208658868
"262","YBR066C","chrII",0.0803254738956153
"263","YBR067C","chrII",0.0949298646065403
"264","YBR068C","chrII",0.0349962781325066
"265","YBR069C","chrII",0.0410739615403441
"266","YBR070C","chrII",0.192584236533381
"267","YBR071W","chrII",0.113913431255357
"268","YBR072W","chrII",0.149059635416446
"269","YBR073W","chrII",0.0702259773285819
"270","YBR074W","chrII",0.0251047517616285
"271","YBR076C-A","chrII",0.0792468817956117
"272","YBR076W","chrII",0.160636096323744
"273","YBR077C","chrII",0.0434369075975834
"274","YBR078W","chrII",0.0818707181349201
"275","YBR079C","chrII",0.0405379016527714
"276","YBR080C","chrII",0.026614325678522
"277","YBR081C","chrII",0.0281472112198841
"278","YBR082C","chrII",0.0138155373703427
"279","YBR083W","chrII",0.0880231334917125
"280","YBR084C-A","chrII",0.155975497885416
"281","YBR084W","chrII",0.133286263182505
"282","YBR085C-A","chrII",0.0637003670280268
"283","YBR085W","chrII",0.348055941466529
"284","YBR086C","chrII",0.0622891260642369
"285","YBR087W","chrII",0.0925916160264493
"286","YBR088C","chrII",0.382212574030591
"287","YBR090C","chrII",0.797684501288421
"288","YBR090C","chrII",0.797684501288421
"289","YBR091C","chrII",0.204025286592978
"290","YBR092C","chrII",0.233853255099401
"291","YBR093C","chrII",0.0526096690098067
"292","YBR094W","chrII",0.0247559946087794
"293","YBR095C","chrII",0.0296291638670803
"294","YBR096W","chrII",0.0685332480382453
"295","YBR097W","chrII",0.0160410005814419
"296","YBR098W","chrII",0.0765541631498026
"297","YBR101C","chrII",0.0492927935435291
"298","YBR102C","chrII",0.0436160919278242
"299","YBR103W","chrII",0.011960329953483
"300","YBR104W","chrII",0.11183096068787
"301","YBR105C","chrII",0.046364776156315
"302","YBR106W","chrII",0.0776640838766551
"303","YBR107C","chrII",0.031034859367192
"304","YBR108W","chrII",0.0887542186516002
"305","YBR109C","chrII",0.0199749489129385
"306","YBR109W-A","chrII",0.1191635497782
"307","YBR110W","chrII",0.0478430462695955
"308","YBR111C","chrII",0.00713695786723735
"309","YBR111W-A","chrII",0.0491074865645807
"310","YBR112C","chrII",0.142315544007708
"311","YBR114W","chrII",0.0848583303422212
"312","YBR115C","chrII",0.127174218028923
"313","YBR117C","chrII",0.0996616066894269
"314","YBR117C","chrII",0.0996616066894269
"315","YBR118W","chrII",0.0603057958034671
"316","YBR119W","chrII",0.0632141851313433
"317","YBR120C","chrII",0.0184342810248134
"318","YBR121C","chrII",0.081303699323542
"319","YBR121C","chrII",0.081303699323542
"320","YBR122C","chrII",0.0346972490713969
"321","YBR123C","chrII",0.0213585689887452
"322","YBR125C","chrII",0.0118597303956954
"323","YBR126C","chrII",0.053942308713048
"324","YBR127C","chrII",0.00603942096307289
"325","YBR128C","chrII",0.0728837875149213
"326","YBR129C","chrII",0.0895002928690762
"327","YBR130C","chrII",0.0203503773378912
"328","YBR131W","chrII",0.114137254071744
"329","YBR132C","chrII",0.0746730417467087
"330","YBR133C","chrII",0.0600577557831908
"331","YBR135W","chrII",0.0921560386792202
"332","YBR136W","chrII",0.0869561440981178
"333","YBR137W","chrII",0.0388122405976592
"334","YBR138C","chrII",0.134571985392967
"335","YBR139W","chrII",0.0114185881293439
"336","YBR140C","chrII",0.0479558471305948
"337","YBR141C","chrII",0.0504457598682425
"338","YBR142W","chrII",0.0848453808570822
"339","YBR143C","chrII",0.0694638447834767
"340","YBR145W","chrII",0.0741272495631079
"341","YBR146W","chrII",0.0591412028432212
"342","YBR147W","chrII",0.0813403914513156
"343","YBR148W","chrII",0.086301593747105
"344","YBR149W","chrII",0.0370136158959043
"345","YBR150C","chrII",0.0313904541268399
"346","YBR151W","chrII",0.044443026937898
"347","YBR152W","chrII",0.0439535425174375
"348","YBR153W","chrII",0.0392697806927005
"349","YBR154C","chrII",0.0540970626399803
"350","YBR155W","chrII",0.090730547357442
"351","YBR156C","chrII",0.10838568486811
"352","YBR157C","chrII",0.0774554320083253
"353","YBR158W","chrII",0.262346231868044
"354","YBR159W","chrII",0.0487060357658626
"355","YBR160W","chrII",0.112336028052869
"356","YBR161W","chrII",0.0614079808855749
"357","YBR162C","chrII",0.140643506890336
"358","YBR162W-A","chrII",0.105106114009544
"359","YBR163W","chrII",0.0630428614704528
"360","YBR164C","chrII",0.059599810417398
"361","YBR165W","chrII",0.05432832515398
"362","YBR166C","chrII",0.0391258240509616
"363","YBR167C","chrII",0.0533396352213305
"364","YBR168W","chrII",0.0531472174464824
"365","YBR169C","chrII",0.0607003356659779
"366","YBR170C","chrII",0.0120569000627303
"367","YBR171W","chrII",0.0782294377844183
"368","YBR172C","chrII",0.059759849800946
"369","YBR173C","chrII",0.0480874222190388
"370","YBR175W","chrII",0.105097600438332
"371","YBR176W","chrII",0.0479468741436405
"372","YBR177C","chrII",0.0321908788896674
"373","YBR179C","chrII",0.0215547013722298
"374","YBR180W","chrII",0.35107410660226
"375","YBR181C","chrII",0.208285843324543
"376","YBR182C","chrII",0.126639805505588
"377","YBR183W","chrII",0.124483600580473
"378","YBR184W","chrII",0.139587652238215
"379","YBR185C","chrII",0.0670385510693968
"380","YBR186W","chrII",0.0878111175485374
"381","YBR187W","chrII",0.181327719008682
"382","YBR188C","chrII",0.109607608047717
"383","YBR189W","chrII",0.222761211895634
"384","YBR191W","chrII",0.259327119128232
"385","YBR191W","chrII",0.259327119128232
"386","YBR192W","chrII",0.0875551565732097
"387","YBR193C","chrII",0.0603440270056029
"388","YBR194W","chrII",0.067554946925372
"389","YBR195C","chrII",0.0714264723412904
"390","YBR196C","chrII",0.0156885363441509
"391","YBR196C-A","chrII",0.00727139989330429
"392","YBR196C-B","chrII",0.71911992837782
"393","YBR197C","chrII",0.0554081336943029
"394","YBR198C","chrII",0.0675220931114784
"395","YBR199W","chrII",0.0145809747699579
"396","YBR200W","chrII",0.0568272629430002
"397","YBR200W-A","chrII",0.526623683175752
"398","YBR201C-A","chrII",0.19044146383345
"399","YBR201W","chrII",0.0105331270026413
"400","YBR202W","chrII",0.146179990132772
"401","YBR203W","chrII",0.0357822398974426
"402","YBR204C","chrII",0.0333796510274946
"403","YBR205W","chrII",0.0593836044681703
"404","YBR205W","chrII",0.0593836044681703
"405","YBR207W","chrII",0.0444422614145049
"406","YBR208C","chrII",0.0759708328936467
"407","YBR210W","chrII",0.0173173957110486
"408","YBR211C","chrII",0.0319616617163822
"409","YBR212W","chrII",0.0143794829816689
"410","YBR213W","chrII",0.0978344840588728
"411","YBR214W","chrII",0.0561676546718223
"412","YBR215W","chrII",0.00976842912751682
"413","YBR216C","chrII",0.006557059272439
"414","YBR217W","chrII",0.0472877323106657
"415","YBR218C","chrII",0.0808980607459225
"416","YBR220C","chrII",0.0900204365487816
"417","YBR220C","chrII",0.0900204365487816
"418","YBR221C","chrII",0.0209925798644283
"419","YBR221W-A","chrII",0.153948819591979
"420","YBR222C","chrII",0.044050913001484
"421","YBR223C","chrII",0.0666620193780949
"422","YBR225W","chrII",0.0418967190106817
"423","YBR225W","chrII",0.0418967190106817
"424","YBR226C","chrII",0.073121056292196
"425","YBR227C","chrII",0.0285308254766985
"426","YBR228W","chrII",0.0615638710927469
"427","YBR229C","chrII",0.0438420240851812
"428","YBR230C","chrII",0.116221810374623
"429","YBR230W-A","chrII",0.181893277554843
"430","YBR231C","chrII",0.0749885471347332
"431","YBR233W","chrII",0.223468457416342
"432","YBR233W-A","chrII",0.289368348258581
"433","YBR234C","chrII",0.0321737396158363
"434","YBR235W","chrII",0.00802958978108352
"435","YBR236C","chrII",0.0193751164862608
"436","YBR237W","chrII",0.04158776721057
"437","YBR238C","chrII",0.129030502946684
"438","YBR239C","chrII",0.09761269632293
"439","YBR240C","chrII",0.208381666257369
"440","YBR241C","chrII",0.058119048606954
"441","YBR242W","chrII",0.0301214687131109
"442","YBR243C","chrII",0.107425680265635
"443","YBR244W","chrII",0.0507379856387487
"444","YBR245C","chrII",0.0439503907708532
"445","YBR246W","chrII",0.0618311656189516
"446","YBR247C","chrII",0.0434512116707699
"447","YBR248C","chrII",0.0927413927216962
"448","YBR249C","chrII",0.104399240685294
"449","YBR250W","chrII",0.116092364143626
"450","YBR251W","chrII",0.0510777359478401
"451","YBR252W","chrII",0.166922258326536
"452","YBR253W","chrII",0.0699492557305359
"453","YBR254C","chrII",0.113310744904927
"454","YBR255C-A","chrII",0.0972754097011718
"455","YBR255W","chrII",0.0526727844443082
"456","YBR256C","chrII",0.0262687358916049
"457","YBR257W","chrII",0.00819191849950347
"458","YBR258C","chrII",0.0932845367098501
"459","YBR259W","chrII",0.0583896400539556
"460","YBR260C","chrII",0.0169801934590459
"461","YBR261C","chrII",0.0321945365835474
"462","YBR262C","chrII",0.0601010586130412
"463","YBR263W","chrII",0.052397603170724
"464","YBR264C","chrII",0.0611583635784243
"465","YBR265W","chrII",0.148656417979749
"466","YBR267W","chrII",0.0584476489834243
"467","YBR268W","chrII",0.0336311934116811
"468","YBR269C","chrII",0.0611968502420174
"469","YBR270C","chrII",0.0751462963410268
"470","YBR271W","chrII",0.0645171869727717
"471","YBR272C","chrII",0.0480376043589263
"472","YBR273C","chrII",0.0284728407460139
"473","YBR274W","chrII",0.0308182209852185
"474","YBR275C","chrII",0.0316484351516402
"475","YBR276C","chrII",0.024788322912136
"476","YBR278W","chrII",0.100321401429614
"477","YBR279W","chrII",0.038786461926936
"478","YBR280C","chrII",0.033055599521574
"479","YBR281C","chrII",0.0215652935891213
"480","YBR282W","chrII",0.0802120276425722
"481","YBR283C","chrII",0.0523228874902975
"482","YBR284W","chrII",0.0977235590942113
"483","YBR285W","chrII",0.39054978980068
"484","YBR286W","chrII",0.0284701050818067
"485","YBR287W","chrII",0.0214816819820813
"486","YBR288C","chrII",0.019651758600464
"487","YBR289W","chrII",0.0317019547738217
"488","YBR290W","chrII",0.0295820117783387
"489","YBR291C","chrII",0.136356203165709
"490","YBR292C","chrII",0.26741117848137
"491","YBR293W","chrII",0.0688985399354057
"492","YBR294W","chrII",0.143509773159988
"493","YBR295W","chrII",0.043147119075441
"494","YBR296C","chrII",0.0756954428547117
"495","YBR297W","chrII",0.139235814693632
"496","YBR298C","chrII",0.204616530432809
"497","YCL001W","chrIII",0.0802680647581196
"498","YCL001W-A","chrIII",0.195400713949841
"499","YCL001W-B","chrIII",0.12079071789885
"500","YCL002C","chrIII",0.0503658355560193
"501","YCL004W","chrIII",0.0234088925960175
"502","YCL005W","chrIII",0.0629583299859981
"503","YCL005W-A","chrIII",0.102020770806798
"504","YCL008C","chrIII",0.0282377953950151
"505","YCL009C","chrIII",0.197649862557332
"506","YCL010C","chrIII",0.0762610227198024
"507","YCL011C","chrIII",0.0335284759021694
"508","YCL012C","chrIII",0.0585800720526452
"509","YCL014W","chrIII",0.0471168327050186
"510","YCL016C","chrIII",0.0695125989475319
"511","YCL017C","chrIII",0.0354142952763897
"512","YCL018W","chrIII",0.0529248341919618
"513","YCL019W","chrIII",0.256103971398611
"514","YCL019W","chrIII",0.256103971398611
"515","YCL021W-A","chrIII",0.211251228550618
"516","YCL024W","chrIII",0.343352238432263
"517","YCL025C","chrIII",0.142753956621993
"518","YCL026C-A","chrIII",0.428021280956789
"519","YCL026C-B","chrIII",0.252682089321604
"520","YCL027W","chrIII",0.169561738231868
"521","YCL028W","chrIII",0.0607720175714834
"522","YCL029C","chrIII",0.00610954062014622
"523","YCL030C","chrIII",0.111345327437915
"524","YCL031C","chrIII",0.0242296517712974
"525","YCL032W","chrIII",0.057509579276806
"526","YCL033C","chrIII",0.0758483601526683
"527","YCL034W","chrIII",0.0517442923990969
"528","YCL035C","chrIII",0.0501940912043124
"529","YCL036W","chrIII",0.152673741467517
"530","YCL037C","chrIII",0.208689968858369
"531","YCL038C","chrIII",0.0463050323809438
"532","YCL039W","chrIII",0.0270023873126391
"533","YCL040W","chrIII",0.0450368157012468
"534","YCL040W","chrIII",0.0450368157012468
"535","YCL043C","chrIII",0.0291298524417828
"536","YCL043C","chrIII",0.0291298524417828
"537","YCL044C","chrIII",0.0123492138785617
"538","YCL045C","chrIII",0.0382574491102878
"539","YCL047C","chrIII",0.0424381212745728
"540","YCL048W","chrIII",0.277464575055503
"541","YCL048W-A","chrIII",0.407873613595175
"542","YCL049C","chrIII",0.0192408990284971
"543","YCL050C","chrIII",0.0715421473929547
"544","YCL051W","chrIII",0.021733797831732
"545","YCL052C","chrIII",0.0304478263566791
"546","YCL054W","chrIII",0.0947755349164426
"547","YCL055W","chrIII",0.0289902251777551
"548","YCL056C","chrIII",0.0302086643120715
"549","YCL057C-A","chrIII",0.101807996602235
"550","YCL057W","chrIII",0.0223348369551469
"551","YCL058C","chrIII",0.173718792924214
"552","YCL059C","chrIII",0.0610306323794996
"553","YCL061C","chrIII",0.0536611222202874
"554","YCL063W","chrIII",0.368976374776845
"555","YCL064C","chrIII",0.0852545883048508
"556","YCR001W","chrIII",0.170425249852907
"557","YCR002C","chrIII",0.0397400432302767
"558","YCR003W","chrIII",0.137714051711011
"559","YCR004C","chrIII",0.0592910089606718
"560","YCR005C","chrIII",0.121978089552249
"561","YCR006C","chrIII",0.406453522589809
"562","YCR007C","chrIII",0.122126930073996
"563","YCR008W","chrIII",0.019595442453021
"564","YCR009C","chrIII",0.0248132997981839
"565","YCR010C","chrIII",0.489224883434163
"566","YCR011C","chrIII",0.0396795860605005
"567","YCR012W","chrIII",0.00827717940292398
"568","YCR013C","chrIII",0.0942937569077625
"569","YCR014C","chrIII",0.0281196865952196
"570","YCR015C","chrIII",0.0279530101920956
"571","YCR016W","chrIII",0.0404496024999343
"572","YCR017C","chrIII",0.0206739573218325
"573","YCR018C","chrIII",0.14776564356156
"574","YCR018C-A","chrIII",0.120055375541274
"575","YCR019W","chrIII",0.0443520981822186
"576","YCR020C","chrIII",0.112372510131981
"577","YCR020C-A","chrIII",0.0194709714378812
"578","YCR020W-B","chrIII",0.0629013356655866
"579","YCR021C","chrIII",0.241140493209865
"580","YCR023C","chrIII",0.120141535367969
"581","YCR024C","chrIII",0.0491081347949317
"582","YCR024C-A","chrIII",0.0793613326993014
"583","YCR024C-B","chrIII",0.0603172172871864
"584","YCR025C","chrIII",0.760148152722121
"585","YCR026C","chrIII",0.0640661755152794
"586","YCR027C","chrIII",0.0613822595459391
"587","YCR028C","chrIII",0.0715928026912885
"588","YCR028C-A","chrIII",0.0841219171775927
"589","YCR030C","chrIII",0.0428835773678809
"590","YCR031C","chrIII",0.134406885175028
"591","YCR032W","chrIII",0.0419625670776005
"592","YCR033W","chrIII",0.0288861781488209
"593","YCR034W","chrIII",0.216068168033187
"594","YCR035C","chrIII",0.0213661962114849
"595","YCR036W","chrIII",0.00759565308647257
"596","YCR037C","chrIII",0.0221213854970254
"597","YCR038C","chrIII",0.0543426214987946
"598","YCR038C","chrIII",0.0543426214987946
"599","YCR042C","chrIII",0.0208804698418606
"600","YCR043C","chrIII",0.223976807669572
"601","YCR044C","chrIII",0.0876162457376621
"602","YCR045C","chrIII",0.133376457474595
"603","YCR046C","chrIII",0.0345087156762378
"604","YCR047C","chrIII",0.0832028046090461
"605","YCR048W","chrIII",0.14655444476744
"606","YCR050C","chrIII",0.481968509520433
"607","YCR051W","chrIII",0.0388776350233728
"608","YCR052W","chrIII",0.0720948522020725
"609","YCR053W","chrIII",0.0611432109515867
"610","YCR054C","chrIII",0.0314729741838519
"611","YCR057C","chrIII",0.0722598808394853
"612","YCR059C","chrIII",0.0123703588241589
"613","YCR060W","chrIII",0.110533894968667
"614","YCR061W","chrIII",0.0920857374190572
"615","YCR063W","chrIII",0.406280418495658
"616","YCR065W","chrIII",0.222109657425772
"617","YCR066W","chrIII",0.0287433381683598
"618","YCR067C","chrIII",0.0277202624815835
"619","YCR068W","chrIII",0.086509361632456
"620","YCR069W","chrIII",0.0156647540958144
"621","YCR071C","chrIII",0.0754246507034642
"622","YCR072C","chrIII",0.146018983477513
"623","YCR073C","chrIII",0.0158534388794419
"624","YCR073W-A","chrIII",0.0511059692264682
"625","YCR075C","chrIII",0.203883224650049
"626","YCR075W-A","chrIII",0.208756910708652
"627","YCR076C","chrIII",0.0865137933174145
"628","YCR077C","chrIII",0.0915608536359507
"629","YCR079W","chrIII",0.0819123998218741
"630","YCR081W","chrIII",0.0508969610796453
"631","YCR082W","chrIII",0.0293859401424734
"632","YCR083W","chrIII",0.0952894363365078
"633","YCR084C","chrIII",0.150485548510332
"634","YCR086W","chrIII",0.104566341602252
