"","GENE","CHRM","MAAnc"
"79","YAR029W","chrI",NA
"80","YAR030C","chrI",NA
"81","YAR031W","chrI",NA
"82","YAR033W","chrI",NA
"83","YAR035W","chrI",NA
"84","YAR042W","chrI",NA
"85","YAR047C","chrI",NA
"86","YAR050W","chrI",NA
"87","YAR053W","chrI",NA
"88","YAR071W","chrI",NA
"89","YBL001C","chrII",NA
"90","YBL002W","chrII",NA
"91","YBL003C","chrII",NA
"92","YBL004W","chrII",NA
"93","YBL005W","chrII",NA
"94","YBL005W-B","chrII",NA
"95","YBL005W-B","chrII",NA
"96","YBL006C","chrII",NA
"97","YBL007C","chrII",NA
"98","YBL008W","chrII",NA
"99","YBL009W","chrII",NA
"100","YBL010C","chrII",NA
"101","YBL011W","chrII",NA
"102","YBL013W","chrII",NA
"103","YBL014C","chrII",NA
"104","YBL015W","chrII",NA
"105","YBL016W","chrII",NA
"106","YBL017C","chrII",NA
"107","YBL018C","chrII",NA
"108","YBL019W","chrII",NA
"109","YBL020W","chrII",NA
"110","YBL021C","chrII",NA
"111","YBL022C","chrII",NA
"112","YBL023C","chrII",NA
"113","YBL024W","chrII",NA
"114","YBL025W","chrII",NA
"115","YBL026W","chrII",NA
"116","YBL027W","chrII",NA
"117","YBL028C","chrII",NA
"118","YBL029C-A","chrII",NA
"119","YBL029W","chrII",NA
"120","YBL030C","chrII",NA
"121","YBL032W","chrII",NA
"122","YBL033C","chrII",NA
"123","YBL034C","chrII",NA
"124","YBL035C","chrII",NA
"125","YBL036C","chrII",NA
"126","YBL037W","chrII",NA
"127","YBL038W","chrII",NA
"128","YBL039C","chrII",NA
"129","YBL039C","chrII",NA
"130","YBL039W-B","chrII",NA
"131","YBL040C","chrII",NA
"132","YBL041W","chrII",NA
"133","YBL042C","chrII",NA
"134","YBL043W","chrII",NA
"135","YBL045C","chrII",NA
"136","YBL046W","chrII",NA
"137","YBL047C","chrII",NA
"138","YBL048W","chrII",NA
"139","YBL049W","chrII",NA
"140","YBL050W","chrII",NA
"141","YBL051C","chrII",NA
"142","YBL052C","chrII",NA
"143","YBL054W","chrII",NA
"144","YBL055C","chrII",NA
"145","YBL056W","chrII",NA
"146","YBL057C","chrII",NA
"147","YBL058W","chrII",NA
"148","YBL059C-A","chrII",NA
"149","YBL059W","chrII",NA
"150","YBL060W","chrII",NA
"151","YBL061C","chrII",NA
"152","YBL063W","chrII",NA
"153","YBL064C","chrII",NA
"154","YBL066C","chrII",NA
"155","YBL067C","chrII",NA
"156","YBL068W","chrII",NA
"157","YBL069W","chrII",NA
"158","YBL069W","chrII",NA
"159","YBL071C","chrII",NA
"160","YBL071W-A","chrII",NA
"161","YBL072C","chrII",NA
"162","YBL074C","chrII",NA
"163","YBL075C","chrII",NA
"164","YBL076C","chrII",NA
"165","YBL078C","chrII",NA
"166","YBL079W","chrII",NA
"167","YBL080C","chrII",NA
"168","YBL081W","chrII",NA
"169","YBL082C","chrII",NA
"170","YBL082C","chrII",NA
"171","YBL084C","chrII",NA
"172","YBL085W","chrII",NA
"173","YBL086C","chrII",NA
"174","YBL087C","chrII",NA
"175","YBL088C","chrII",NA
"176","YBL089W","chrII",NA
"177","YBL090W","chrII",NA
"178","YBL091C","chrII",NA
"179","YBL091C-A","chrII",NA
"180","YBL092W","chrII",NA
"181","YBL093C","chrII",NA
"182","YBL095W","chrII",NA
"183","YBL097W","chrII",NA
"184","YBL098W","chrII",NA
"185","YBL099W","chrII",NA
"186","YBL100C","chrII",NA
"187","YBL100W-B","chrII",NA
"188","YBL100W-B","chrII",NA
"189","YBL100W-C","chrII",NA
"190","YBL101C","chrII",NA
"191","YBL102W","chrII",NA
"192","YBL103C","chrII",NA
"193","YBL104C","chrII",NA
"194","YBL105C","chrII",NA
"195","YBL106C","chrII",NA
"196","YBL107C","chrII",NA
"197","YBL113C","chrII",NA
"198","YBL113C","chrII",NA
"199","YBR001C","chrII",NA
"200","YBR002C","chrII",NA
"201","YBR003W","chrII",NA
"202","YBR004C","chrII",NA
"203","YBR005W","chrII",NA
"204","YBR006W","chrII",NA
"205","YBR007C","chrII",NA
"206","YBR008C","chrII",NA
"207","YBR009C","chrII",NA
"208","YBR010W","chrII",NA
"209","YBR011C","chrII",NA
"210","YBR012C","chrII",NA
"211","YBR013C","chrII",NA
"212","YBR014C","chrII",NA
"213","YBR015C","chrII",NA
"214","YBR016W","chrII",NA
"215","YBR017C","chrII",NA
"216","YBR018C","chrII",NA
"217","YBR019C","chrII",NA
"218","YBR020W","chrII",NA
"219","YBR021W","chrII",NA
"220","YBR022W","chrII",NA
"221","YBR023C","chrII",NA
"222","YBR024W","chrII",NA
"223","YBR025C","chrII",NA
"224","YBR026C","chrII",NA
"225","YBR028C","chrII",NA
"226","YBR029C","chrII",NA
"227","YBR030W","chrII",NA
"228","YBR031W","chrII",NA
"229","YBR032W","chrII",NA
"230","YBR033W","chrII",NA
"231","YBR034C","chrII",NA
"232","YBR035C","chrII",NA
"233","YBR036C","chrII",NA
"234","YBR037C","chrII",NA
"235","YBR038W","chrII",NA
"236","YBR039W","chrII",NA
"237","YBR041W","chrII",NA
"238","YBR042C","chrII",NA
"239","YBR043C","chrII",NA
"240","YBR044C","chrII",NA
"241","YBR045C","chrII",NA
"242","YBR046C","chrII",NA
"243","YBR047W","chrII",NA
"244","YBR048W","chrII",NA
"245","YBR049C","chrII",NA
"246","YBR050C","chrII",NA
"247","YBR052C","chrII",NA
"248","YBR053C","chrII",NA
"249","YBR054W","chrII",NA
"250","YBR055C","chrII",NA
"251","YBR056W","chrII",NA
"252","YBR057C","chrII",NA
"253","YBR058C","chrII",NA
"254","YBR058C-A","chrII",NA
"255","YBR059C","chrII",NA
"256","YBR060C","chrII",NA
"257","YBR061C","chrII",NA
"258","YBR062C","chrII",NA
"259","YBR063C","chrII",NA
"260","YBR065C","chrII",NA
"261","YBR066C","chrII",NA
"262","YBR067C","chrII",NA
"263","YBR068C","chrII",NA
"264","YBR069C","chrII",NA
"265","YBR070C","chrII",NA
"266","YBR071W","chrII",NA
"267","YBR072W","chrII",NA
"268","YBR073W","chrII",NA
"269","YBR074W","chrII",NA
"270","YBR076C-A","chrII",NA
"271","YBR076W","chrII",NA
"272","YBR077C","chrII",NA
"273","YBR078W","chrII",NA
"274","YBR079C","chrII",NA
"275","YBR080C","chrII",NA
"276","YBR081C","chrII",NA
"277","YBR082C","chrII",NA
"278","YBR083W","chrII",NA
"279","YBR084C-A","chrII",NA
"280","YBR084W","chrII",NA
"281","YBR085C-A","chrII",NA
"282","YBR086C","chrII",NA
"283","YBR087W","chrII",NA
"284","YBR088C","chrII",NA
"285","YBR090C","chrII",NA
"286","YBR090C","chrII",NA
"287","YBR091C","chrII",NA
"288","YBR092C","chrII",NA
"289","YBR093C","chrII",NA
"290","YBR094W","chrII",NA
"291","YBR095C","chrII",NA
"292","YBR096W","chrII",NA
"293","YBR097W","chrII",NA
"294","YBR098W","chrII",NA
"295","YBR101C","chrII",NA
"296","YBR102C","chrII",NA
"297","YBR103W","chrII",NA
"298","YBR104W","chrII",NA
"299","YBR105C","chrII",NA
"300","YBR106W","chrII",NA
"301","YBR107C","chrII",NA
"302","YBR108W","chrII",NA
"303","YBR109C","chrII",NA
"304","YBR109W-A","chrII",NA
"305","YBR110W","chrII",NA
"306","YBR111C","chrII",NA
"307","YBR111W-A","chrII",NA
"308","YBR112C","chrII",NA
"309","YBR114W","chrII",NA
"310","YBR115C","chrII",NA
"311","YBR117C","chrII",NA
"312","YBR117C","chrII",NA
"313","YBR118W","chrII",NA
"314","YBR119W","chrII",NA
"315","YBR120C","chrII",NA
"316","YBR121C","chrII",NA
"317","YBR121C","chrII",NA
"318","YBR122C","chrII",NA
"319","YBR123C","chrII",NA
"320","YBR125C","chrII",NA
"321","YBR126C","chrII",NA
"322","YBR126W-A","chrII",NA
"323","YBR126W-A","chrII",NA
"324","YBR127C","chrII",NA
"325","YBR128C","chrII",NA
"326","YBR129C","chrII",NA
"327","YBR130C","chrII",NA
"328","YBR131W","chrII",NA
"329","YBR132C","chrII",NA
"330","YBR133C","chrII",NA
"331","YBR135W","chrII",NA
"332","YBR136W","chrII",NA
"333","YBR137W","chrII",NA
"334","YBR138C","chrII",NA
"335","YBR139W","chrII",NA
"336","YBR140C","chrII",NA
"337","YBR141C","chrII",NA
"338","YBR142W","chrII",NA
"339","YBR143C","chrII",NA
"340","YBR145W","chrII",NA
"341","YBR146W","chrII",NA
"342","YBR147W","chrII",NA
"343","YBR148W","chrII",NA
"344","YBR149W","chrII",NA
"345","YBR150C","chrII",NA
"346","YBR151W","chrII",NA
"347","YBR152W","chrII",NA
"348","YBR153W","chrII",NA
"349","YBR154C","chrII",NA
"350","YBR155W","chrII",NA
"351","YBR156C","chrII",NA
"352","YBR157C","chrII",NA
"353","YBR158W","chrII",NA
"354","YBR159W","chrII",NA
"355","YBR160W","chrII",NA
"356","YBR161W","chrII",NA
"357","YBR162C","chrII",NA
"358","YBR162W-A","chrII",NA
"359","YBR163W","chrII",NA
"360","YBR164C","chrII",NA
"361","YBR165W","chrII",NA
"362","YBR166C","chrII",NA
"363","YBR167C","chrII",NA
"364","YBR168W","chrII",NA
"365","YBR169C","chrII",NA
"366","YBR170C","chrII",NA
"367","YBR171W","chrII",NA
"368","YBR172C","chrII",NA
"369","YBR173C","chrII",NA
"370","YBR175W","chrII",NA
"371","YBR176W","chrII",NA
"372","YBR177C","chrII",NA
"373","YBR179C","chrII",NA
"374","YBR180W","chrII",NA
"375","YBR181C","chrII",NA
"376","YBR182C","chrII",NA
"377","YBR183W","chrII",NA
"378","YBR184W","chrII",NA
"379","YBR185C","chrII",NA
"380","YBR186W","chrII",NA
"381","YBR187W","chrII",NA
"382","YBR188C","chrII",NA
"383","YBR189W","chrII",NA
"384","YBR191W","chrII",NA
"385","YBR191W","chrII",NA
"386","YBR192W","chrII",NA
"387","YBR193C","chrII",NA
"388","YBR194W","chrII",NA
"389","YBR195C","chrII",NA
"390","YBR196C","chrII",NA
"391","YBR196C-B","chrII",NA
"392","YBR197C","chrII",NA
"393","YBR198C","chrII",NA
"394","YBR199W","chrII",NA
"395","YBR200W","chrII",NA
"396","YBR200W-A","chrII",NA
"397","YBR201C-A","chrII",NA
"398","YBR201W","chrII",NA
"399","YBR202W","chrII",NA
"400","YBR203W","chrII",NA
"401","YBR204C","chrII",NA
"402","YBR205W","chrII",NA
"403","YBR205W","chrII",NA
"404","YBR207W","chrII",NA
"405","YBR208C","chrII",NA
"406","YBR209W","chrII",NA
"407","YBR210W","chrII",NA
"408","YBR211C","chrII",NA
"409","YBR212W","chrII",NA
"410","YBR213W","chrII",NA
"411","YBR214W","chrII",NA
"412","YBR215W","chrII",NA
"413","YBR216C","chrII",NA
"414","YBR217W","chrII",NA
"415","YBR218C","chrII",NA
"416","YBR220C","chrII",NA
"417","YBR220C","chrII",NA
"418","YBR221C","chrII",NA
"419","YBR222C","chrII",NA
"420","YBR223C","chrII",NA
"421","YBR225W","chrII",NA
"422","YBR225W","chrII",NA
"423","YBR226C","chrII",NA
"424","YBR227C","chrII",NA
"425","YBR228W","chrII",NA
"426","YBR229C","chrII",NA
"427","YBR230C","chrII",NA
"428","YBR230W-A","chrII",NA
"429","YBR231C","chrII",NA
"430","YBR233W","chrII",NA
"431","YBR233W-A","chrII",NA
"432","YBR234C","chrII",NA
"433","YBR235W","chrII",NA
"434","YBR236C","chrII",NA
"435","YBR237W","chrII",NA
"436","YBR238C","chrII",NA
"437","YBR239C","chrII",NA
"438","YBR240C","chrII",NA
"439","YBR241C","chrII",NA
"440","YBR242W","chrII",NA
"441","YBR243C","chrII",NA
"442","YBR244W","chrII",NA
"443","YBR245C","chrII",NA
"444","YBR246W","chrII",NA
"445","YBR247C","chrII",NA
"446","YBR248C","chrII",NA
"447","YBR249C","chrII",NA
"448","YBR250W","chrII",NA
"449","YBR251W","chrII",NA
"450","YBR252W","chrII",NA
"451","YBR253W","chrII",NA
"452","YBR254C","chrII",NA
"453","YBR255C-A","chrII",NA
"454","YBR255W","chrII",NA
"455","YBR256C","chrII",NA
"456","YBR257W","chrII",NA
"457","YBR258C","chrII",NA
"458","YBR259W","chrII",NA
"459","YBR260C","chrII",NA
"460","YBR261C","chrII",NA
"461","YBR262C","chrII",NA
"462","YBR263W","chrII",NA
"463","YBR264C","chrII",NA
"464","YBR265W","chrII",NA
"465","YBR267W","chrII",NA
"466","YBR268W","chrII",NA
"467","YBR269C","chrII",NA
"468","YBR270C","chrII",NA
"469","YBR271W","chrII",NA
"470","YBR272C","chrII",NA
"471","YBR273C","chrII",NA
"472","YBR274W","chrII",NA
"473","YBR275C","chrII",NA
"474","YBR276C","chrII",NA
"475","YBR278W","chrII",NA
"476","YBR279W","chrII",NA
"477","YBR280C","chrII",NA
"478","YBR281C","chrII",NA
"479","YBR282W","chrII",NA
"480","YBR283C","chrII",NA
"481","YBR284W","chrII",NA
"482","YBR285W","chrII",NA
"483","YBR286W","chrII",NA
"484","YBR287W","chrII",NA
"485","YBR288C","chrII",NA
"486","YBR289W","chrII",NA
"487","YBR290W","chrII",NA
"488","YBR291C","chrII",NA
"489","YBR292C","chrII",NA
"490","YBR293W","chrII",NA
"491","YBR294W","chrII",NA
"492","YBR295W","chrII",NA
"493","YBR296C","chrII",NA
"494","YBR297W","chrII",NA
"495","YBR298C","chrII",NA
"496","YBR299W","chrII",NA
"497","YBR301W","chrII",NA
"498","YBR302C","chrII",NA
"499","YCL001W","chrIII",NA
"500","YCL001W-A","chrIII",NA
"501","YCL001W-B","chrIII",NA
"502","YCL002C","chrIII",NA
"503","YCL004W","chrIII",NA
"504","YCL005W","chrIII",NA
"505","YCL005W-A","chrIII",NA
"506","YCL008C","chrIII",NA
"507","YCL009C","chrIII",NA
"508","YCL010C","chrIII",NA
"509","YCL011C","chrIII",NA
"510","YCL012C","chrIII",NA
"511","YCL014W","chrIII",NA
"512","YCL016C","chrIII",NA
"513","YCL017C","chrIII",NA
"514","YCL018W","chrIII",NA
"515","YCL019W","chrIII",NA
"516","YCL019W","chrIII",NA
"517","YCL021W-A","chrIII",NA
"518","YCL024W","chrIII",NA
"519","YCL025C","chrIII",NA
"520","YCL026C-A","chrIII",NA
"521","YCL026C-B","chrIII",NA
"522","YCL027W","chrIII",NA
"523","YCL028W","chrIII",NA
"524","YCL029C","chrIII",NA
"525","YCL030C","chrIII",NA
"526","YCL031C","chrIII",NA
"527","YCL032W","chrIII",NA
"528","YCL033C","chrIII",NA
"529","YCL034W","chrIII",NA
"530","YCL035C","chrIII",NA
"531","YCL036W","chrIII",NA
"532","YCL038C","chrIII",NA
"533","YCL039W","chrIII",NA
"534","YCL040W","chrIII",NA
"535","YCL040W","chrIII",NA
"536","YCL043C","chrIII",NA
"537","YCL043C","chrIII",NA
"538","YCL044C","chrIII",NA
"539","YCL045C","chrIII",NA
"540","YCL047C","chrIII",NA
"541","YCL048W","chrIII",NA
"542","YCL048W-A","chrIII",NA
"543","YCL049C","chrIII",NA
"544","YCL050C","chrIII",NA
"545","YCL051W","chrIII",NA
"546","YCL052C","chrIII",NA
"547","YCL054W","chrIII",NA
"548","YCL055W","chrIII",NA
"549","YCL056C","chrIII",NA
"550","YCL057C-A","chrIII",NA
"551","YCL057W","chrIII",NA
"552","YCL058C","chrIII",NA
"553","YCL059C","chrIII",NA
"554","YCL061C","chrIII",NA
"555","YCL064C","chrIII",NA
"556","YCR001W","chrIII",NA
"557","YCR002C","chrIII",NA
"558","YCR003W","chrIII",NA
"559","YCR004C","chrIII",NA
"560","YCR005C","chrIII",NA
"561","YCR006C","chrIII",NA
"562","YCR007C","chrIII",NA
"563","YCR008W","chrIII",NA
"564","YCR009C","chrIII",NA
"565","YCR010C","chrIII",NA
"566","YCR011C","chrIII",NA
"567","YCR012W","chrIII",NA
"568","YCR013C","chrIII",NA
"569","YCR014C","chrIII",NA
"570","YCR015C","chrIII",NA
"571","YCR016W","chrIII",NA
"572","YCR017C","chrIII",NA
"573","YCR018C","chrIII",NA
"574","YCR018C-A","chrIII",NA
"575","YCR019W","chrIII",NA
"576","YCR020C","chrIII",NA
"577","YCR020C-A","chrIII",NA
"578","YCR020W-B","chrIII",NA
"579","YCR021C","chrIII",NA
"580","YCR023C","chrIII",NA
"581","YCR024C","chrIII",NA
"582","YCR024C-A","chrIII",NA
"583","YCR024C-B","chrIII",NA
"584","YCR025C","chrIII",NA
"585","YCR026C","chrIII",NA
"586","YCR027C","chrIII",NA
"587","YCR028C","chrIII",NA
"588","YCR028C-A","chrIII",NA
"589","YCR030C","chrIII",NA
"590","YCR031C","chrIII",NA
"591","YCR032W","chrIII",NA
"592","YCR033W","chrIII",NA
"593","YCR034W","chrIII",NA
"594","YCR035C","chrIII",NA
"595","YCR036W","chrIII",NA
"596","YCR037C","chrIII",NA
"597","YCR038C","chrIII",NA
"598","YCR038C","chrIII",NA
"599","YCR042C","chrIII",NA
"600","YCR043C","chrIII",NA
"601","YCR044C","chrIII",NA
"602","YCR045C","chrIII",NA
"603","YCR046C","chrIII",NA
"604","YCR047C","chrIII",NA
"605","YCR048W","chrIII",NA
"606","YCR051W","chrIII",NA
"607","YCR052W","chrIII",NA
"608","YCR053W","chrIII",NA
"609","YCR054C","chrIII",NA
"610","YCR057C","chrIII",NA
"611","YCR059C","chrIII",NA
"612","YCR060W","chrIII",NA
"613","YCR061W","chrIII",NA
"614","YCR063W","chrIII",NA
"615","YCR065W","chrIII",NA
"616","YCR066W","chrIII",NA
"617","YCR067C","chrIII",NA
"618","YCR068W","chrIII",NA
"619","YCR069W","chrIII",NA
"620","YCR071C","chrIII",NA
"621","YCR072C","chrIII",NA
"622","YCR073C","chrIII",NA
"623","YCR073W-A","chrIII",NA
"624","YCR075C","chrIII",NA
"625","YCR075W-A","chrIII",NA
"626","YCR076C","chrIII",NA
"627","YCR077C","chrIII",NA
"628","YCR079W","chrIII",NA
"629","YCR081W","chrIII",NA
"630","YCR082W","chrIII",NA
"631","YCR083W","chrIII",NA
"632","YCR084C","chrIII",NA
"633","YCR086W","chrIII",NA
"634","YCR088W","chrIII",NA
"635","YCR089W","chrIII",NA
"636","YCR090C","chrIII",NA
"637","YCR091W","chrIII",NA
"638","YCR092C","chrIII",NA
"639","YCR093W","chrIII",NA
"640","YCR094W","chrIII",NA
"641","YCR095C","chrIII",NA
"642","YCR095W-A","chrIII",NA
"643","YCR097W","chrIII",NA
"644","YCR098C","chrIII",NA
"645","YCR100C","chrIII",NA
"646","YCR100C","chrIII",NA
"647","YCR102C","chrIII",NA
"648","YCR105W","chrIII",NA
"649","YCR106W","chrIII",NA
"650","YCR107W","chrIII",NA
"651","YDL001W","chrIV",NA
"652","YDL002C","chrIV",NA
"653","YDL003W","chrIV",NA
"654","YDL004W","chrIV",NA
"655","YDL005C","chrIV",NA
"656","YDL006W","chrIV",NA
"657","YDL007W","chrIV",NA
"658","YDL008W","chrIV",NA
"659","YDL009C","chrIV",NA
"660","YDL010W","chrIV",NA
"661","YDL012C","chrIV",NA
"662","YDL013W","chrIV",NA
"663","YDL014W","chrIV",NA
"664","YDL015C","chrIV",NA
"665","YDL016C","chrIV",NA
"666","YDL017W","chrIV",NA
"667","YDL018C","chrIV",NA
"668","YDL019C","chrIV",NA
"669","YDL020C","chrIV",NA
"670","YDL021W","chrIV",NA
"671","YDL022W","chrIV",NA
"672","YDL024C","chrIV",NA
"673","YDL024C","chrIV",NA
"674","YDL025C","chrIV",NA
"675","YDL027C","chrIV",NA
"676","YDL028C","chrIV",NA
"677","YDL029W","chrIV",NA
"678","YDL030W","chrIV",NA
"679","YDL031W","chrIV",NA
"680","YDL033C","chrIV",NA
"681","YDL035C","chrIV",NA
"682","YDL036C","chrIV",NA
"683","YDL037C","chrIV",NA
"684","YDL039C","chrIV",NA
"685","YDL040C","chrIV",NA
"686","YDL042C","chrIV",NA
"687","YDL043C","chrIV",NA
"688","YDL044C","chrIV",NA
"689","YDL045C","chrIV",NA
"690","YDL045W-A","chrIV",NA
"691","YDL046W","chrIV",NA
"692","YDL047W","chrIV",NA
"693","YDL048C","chrIV",NA
"694","YDL049C","chrIV",NA
"695","YDL051W","chrIV",NA
"696","YDL052C","chrIV",NA
"697","YDL053C","chrIV",NA
"698","YDL054C","chrIV",NA
"699","YDL055C","chrIV",NA
"700","YDL056W","chrIV",NA
"701","YDL057W","chrIV",NA
"702","YDL058W","chrIV",NA
"703","YDL059C","chrIV",NA
"704","YDL060W","chrIV",NA
"705","YDL061C","chrIV",NA
"706","YDL063C","chrIV",NA
"707","YDL064W","chrIV",NA
"708","YDL065C","chrIV",NA
"709","YDL066W","chrIV",NA
"710","YDL067C","chrIV",NA
"711","YDL069C","chrIV",NA
"712","YDL070W","chrIV",NA
"713","YDL072C","chrIV",NA
"714","YDL073W","chrIV",NA
"715","YDL074C","chrIV",NA
"716","YDL075W","chrIV",NA
"717","YDL076C","chrIV",NA
"718","YDL077C","chrIV",NA
"719","YDL078C","chrIV",NA
"720","YDL079C","chrIV",NA
"721","YDL080C","chrIV",NA
"722","YDL081C","chrIV",NA
"723","YDL082W","chrIV",NA
"724","YDL083C","chrIV",NA
"725","YDL084W","chrIV",NA
"726","YDL085C-A","chrIV",NA
"727","YDL085W","chrIV",NA
"728","YDL086W","chrIV",NA
"729","YDL087C","chrIV",NA
"730","YDL088C","chrIV",NA
"731","YDL089W","chrIV",NA
"732","YDL090C","chrIV",NA
"733","YDL091C","chrIV",NA
"734","YDL092W","chrIV",NA
"735","YDL093W","chrIV",NA
"736","YDL095W","chrIV",NA
"737","YDL097C","chrIV",NA
"738","YDL098C","chrIV",NA
"739","YDL099W","chrIV",NA
"740","YDL100C","chrIV",NA
"741","YDL101C","chrIV",NA
"742","YDL102W","chrIV",NA
"743","YDL103C","chrIV",NA
"744","YDL104C","chrIV",NA
"745","YDL105W","chrIV",NA
"746","YDL106C","chrIV",NA
"747","YDL107W","chrIV",NA
"748","YDL108W","chrIV",NA
"749","YDL109C","chrIV",NA
"750","YDL110C","chrIV",NA
"751","YDL111C","chrIV",NA
"752","YDL112W","chrIV",NA
"753","YDL113C","chrIV",NA
"754","YDL114W","chrIV",NA
"755","YDL115C","chrIV",NA
"756","YDL116W","chrIV",NA
"757","YDL117W","chrIV",NA
"758","YDL119C","chrIV",NA
"759","YDL120W","chrIV",NA
"760","YDL121C","chrIV",NA
"761","YDL122W","chrIV",NA
"762","YDL123W","chrIV",NA
"763","YDL124W","chrIV",NA
"764","YDL125C","chrIV",NA
"765","YDL126C","chrIV",NA
"766","YDL127W","chrIV",NA
"767","YDL128W","chrIV",NA
"768","YDL129W","chrIV",NA
"769","YDL130W","chrIV",NA
"770","YDL130W-A","chrIV",NA
"771","YDL131W","chrIV",NA
"772","YDL132W","chrIV",NA
"773","YDL133C-A","chrIV",NA
"774","YDL133W","chrIV",NA
"775","YDL134C","chrIV",NA
"776","YDL135C","chrIV",NA
"777","YDL136W","chrIV",NA
"778","YDL137W","chrIV",NA
"779","YDL138W","chrIV",NA
"780","YDL139C","chrIV",NA
"781","YDL140C","chrIV",NA
"782","YDL141W","chrIV",NA
"783","YDL142C","chrIV",NA
"784","YDL143W","chrIV",NA
"785","YDL144C","chrIV",NA
"786","YDL145C","chrIV",NA
"787","YDL146W","chrIV",NA
"788","YDL147W","chrIV",NA
"789","YDL148C","chrIV",NA
"790","YDL149W","chrIV",NA
"791","YDL150W","chrIV",NA
"792","YDL153C","chrIV",NA
"793","YDL154W","chrIV",NA
"794","YDL155W","chrIV",NA
"795","YDL156W","chrIV",NA
"796","YDL157C","chrIV",NA
"797","YDL158C","chrIV",NA
"798","YDL159W","chrIV",NA
"799","YDL160C","chrIV",NA
"800","YDL160C-A","chrIV",NA
"801","YDL161W","chrIV",NA
"802","YDL164C","chrIV",NA
"803","YDL165W","chrIV",NA
"804","YDL166C","chrIV",NA
"805","YDL167C","chrIV",NA
"806","YDL168W","chrIV",NA
"807","YDL169C","chrIV",NA
"808","YDL170W","chrIV",NA
"809","YDL171C","chrIV",NA
"810","YDL173W","chrIV",NA
"811","YDL174C","chrIV",NA
"812","YDL175C","chrIV",NA
"813","YDL176W","chrIV",NA
"814","YDL177C","chrIV",NA
"815","YDL178W","chrIV",NA
"816","YDL179W","chrIV",NA
"817","YDL180W","chrIV",NA
"818","YDL181W","chrIV",NA
"819","YDL182W","chrIV",NA
"820","YDL183C","chrIV",NA
"821","YDL184C","chrIV",NA
"822","YDL185W","chrIV",NA
"823","YDL186W","chrIV",NA
"824","YDL188C","chrIV",NA
"825","YDL189W","chrIV",NA
"826","YDL190C","chrIV",NA
"827","YDL191W","chrIV",NA
"828","YDL192W","chrIV",NA
"829","YDL193W","chrIV",NA
"830","YDL194W","chrIV",NA
"831","YDL195W","chrIV",NA
"832","YDL197C","chrIV",NA
"833","YDL198C","chrIV",NA
"834","YDL199C","chrIV",NA
"835","YDL200C","chrIV",NA
"836","YDL201W","chrIV",NA
"837","YDL202W","chrIV",NA
"838","YDL203C","chrIV",NA
"839","YDL204W","chrIV",NA
"840","YDL205C","chrIV",NA
"841","YDL206W","chrIV",NA
"842","YDL207W","chrIV",NA
"843","YDL208W","chrIV",NA
"844","YDL209C","chrIV",NA
