"","GENE","CHRM","112","115","117","123","141","152","29","50","MAAnc"
"20","YAL022C","chrI",0.207473869936181,0.165366187695905,0.0949274813772602,0.019071046214358,0.177806399622915,0.227418533997756,0.52130367301228,0.0338668988742371,0.112669206807645
"21","YAL023C","chrI",3.39853165100939,0.117296195432567,0.293846799424805,0.00174324610712587,0.752077752136422,0.751141861231652,1.11334962711311,0.533748280424822,0.354364604077966
"22","YAL024C","chrI",1.34328141349372,1.30454464808283,0.0916256987723454,0.591131830735151,1.45918395909715,0.0759608188466831,1.69536578717672,0.249911487936769,0.354403851817537
"23","YAL025C","chrI",0.990038587994446,0.0807252454776721,0.153390342339875,0.0168425497801039,0.150274987680993,0.0067057202165599,5.37267599886129,1.83920126540369,0.260228955109785
"24","YAL026C","chrI",0.464678397132107,0.272291500269336,0.0482241645445129,0.0597823861528414,0.0383170931449426,0.080217922034462,1.27091248757622,0.254062236658076,0.0577002797743793
"25","YAL026C","chrI",0.464678397132107,0.272291500269336,0.0482241645445129,0.0597823861528414,0.0383170931449426,0.080217922034462,1.27091248757622,0.254062236658076,0.0577002797743793
"26","YAL027W","chrI",1.49366253595406,1.50345823321656,0.576735546124395,0.348134568650932,0.155382459411814,0.122067714736291,0.584306899720478,0.515700545329775,0.0128826231498432
"27","YAL028W","chrI",0.239426736747082,0.0235370486026354,0.725577744585502,0.36510311335104,0.120668828781444,0.274562173555861,0.0484126637415134,0.490023364575782,0.149040286616087
"28","YAL029C","chrI",0.535248499245307,0.0454116108848521,0.167764760940028,0.0324330650464703,0.103862461109259,0.0145097074312919,0.553635104365205,0.480585869653945,0.00615568871685483
"29","YAL030W","chrI",1.46696311768848,1.264955060336,0.700777787878672,0.263124018656225,0.216541819953884,0.0298227491979922,0.491013404840902,0.202545899461703,0.0422921243417009
"30","YAL031C","chrI",0.115126109551454,0.332494150530684,0.0440085199119154,0.0527670005545373,0.0794720018067442,0.0318487856780985,0.488121777282541,0.144479173177363,0.0252016707441541
"31","YAL032C","chrI",0.905685656008174,0.446609571846067,0.293299312640844,0.11308080426287,0.316639488426542,0.132364348863185,0.256125094791747,0.172047945951062,0.0440052449226969
"32","YAL033W","chrI",0.308056895568775,0.464003554247309,0.0993326459430449,0.171686013641639,0.00585054947305385,0.117513279533638,0.581596236914869,0.12815878157007,0.0463566311466529
"33","YAL034C","chrI",1.92933397949604,1.57094917083044,0.48260273424137,0.289116703188814,1.10868824415618,0.306112828846703,0.374445373688359,0.339459456834622,1.0378281449466
"34","YAL034W-A","chrI",1.86035789181134,1.64399172211637,0.461732849932701,0.272477125061659,0.506740578507186,0.220582832826108,2.37768554347627,0.0696001647217361,0.106689285570235
"35","YAL035W","chrI",1.44996937196125,0.0397047774236547,0.127088610139727,0.00732440261184964,0.10196072284772,0.129252797266821,1.02372196644277,0.243923690935452,0.16967168595594
"36","YAL036C","chrI",1.70038016964543,0.163971962769224,0.308450070524362,0.0707901350817232,0.168749513085599,0.0521306761535042,2.84533563246649,0.524162549001498,0.378484519664873
"37","YAL037C-A","chrI",0.229722434179992,0.40327811856439,0.00422081306254312,0.109010418933778,2.64910572958164,0.152840468944341,0.367277128135273,2.08741472254099,0.144304071404225
"38","YAL037C-B","chrI",1.19122887358382,0.450234404469105,2.83922514088764,1.31801238858156,5.70701230587054,0.16506752500002,0.905807280223403,1.78634573132825,0.0981858241320229
"39","YAL037W","chrI",0.46573422832824,0.289940124207358,0.641598307697271,0.270908806850814,0.499994076248485,0.734407420782381,0.852905333149775,0.321591258809884,0.318534931662468
"40","YAL038W","chrI",0.237660493151169,0.512957456285962,1.1485232032559,0.807415207676524,5.12477741272039,0.132297544450643,0.706688240541568,1.43103744379145,0.0202120650617721
"41","YAL039C","chrI",0.612339338516922,0.400984345779883,0.127142370782038,0.290194781486763,0.774012109058684,0.113960297104686,0.199356775186954,0.198604534242709,0.0590779352312254
"42","YAL040C","chrI",0.15432404040089,0.131350029890299,0.554752741534148,0.990795664041769,0.732661110670854,0.0540922183431036,1.54414774321178,0.957345254362777,0.138157816123134
"43","YAL041W","chrI",0.184247808071464,0.284778897043075,0.00305987647257964,0.145302020772297,0.0594711481459461,0.0623090904030687,0.279208231405624,0.0849597871950577,0.0907493903905308
"44","YAL042W","chrI",0.202051963078692,0.0560098328887377,0.0311073523758401,0.00430966833130927,0.114624069366659,0.135633776777954,0.134092996588403,0.105673629117561,0.0555108348461736
"45","YAL043C","chrI",0.303752906851489,0.31241987505703,0.0578106988902952,0.000570022967439791,0.270904325470036,0.082155773175334,0.54846474259428,0.122929293538235,0.0902177518471155
"46","YAL044C","chrI",1.96842889507723,2.07538166657934,0.672431597504932,0.0623511235169335,0.162311982800849,0.29088796984649,1.51140179389521,0.746010086166107,0.353894122371644
"47","YAL044W-A","chrI",0.801817191434227,1.36888677956706,0.670939020944177,0.845203704564386,0.298372192873829,1.01437744545853,0.0942928440784249,0.495786364257022,0.175135726818884
"48","YAL046C","chrI",0.414626706730684,1.35244956060341,1.13611459417609,0.775018676037849,1.32199291707962,0.0216218584907206,1.28805465077419,0.768689960839902,0.271812746606249
"49","YAL047C","chrI",0.131563801296216,0.562735490796131,0.061198838888739,0.0445719569240861,0.0691436557677263,0.000818592604498698,0.55287113685906,0.196692149539112,0.0464713130683347
"50","YAL048C","chrI",0.200455306793007,0.60195568532755,0.156903287791335,0.240250377451241,0.133024115511554,0.0172620977341568,0.195405976665458,0.175938235083736,0.0297511060887361
"51","YAL049C","chrI",0.767881087009247,1.28764782008083,0.872162663337505,0.354709511787508,1.64524727874829,0.0106630299452517,0.753727941311428,0.125890619937463,0.0664050156482586
"52","YAL051W","chrI",0.0743608728463567,0.499785523910124,0.0374271703178181,0.00176388164212214,0.169920157467412,0.0448127807599564,0.0849962626047838,0.174987896256349,0.204429904995005
"53","YAL053W","chrI",0.585141993628361,0.379306443960613,0.143883422058444,0.0101657929072742,0.00459420931833806,0.225218689912045,0.34480606798514,0.00248302682523156,0.0178097305389348
"54","YAL054C","chrI",1.3149562580687,3.8790954118709,3.85543409714336,0.401132793028592,15.1771345949878,0.0911970640975736,5.19429980806629,0.562957180253014,0.531173458597574
"55","YAL055W","chrI",0.850944075580613,0.762326754763213,0.575050255959978,0.381039829761636,0.0632018045982744,0.0128319066320205,0.33838024972349,0.644567614482785,0.09229238290022
"56","YAL056W","chrI",0.212275733079068,0.564287507046164,0.229104986754735,0.217725401084776,0.336553353900401,0.0066757260065012,0.290505621996942,0.193195044526835,0.0865471941507374
"57","YAL058W","chrI",0.130078504549194,0.172967101998867,0.0040664925262389,0.0421514499904617,0.00875382777407887,0.0109453953145348,0.241167621911726,0.101352136669042,0.121947962737678
"58","YAL059W","chrI",1.04583802086452,0.295069055303683,0.116197802174123,0.224587768392412,0.151826223357582,0.0335185392040208,2.71130555743358,0.442938218262359,0.222677541398998
"59","YAL060W","chrI",0.0646037172570525,1.32540186314912,0.71902826497392,0.306236199145145,0.347946001517054,0.0577913132026266,0.712385853616711,1.33211045069456,0.181709727257409
"60","YAL061W","chrI",0.488147755076819,1.50427611524006,1.67753008495145,1.89814862877032,1.27070693402818,0.0662080370402407,0.314074129447982,0.428459240482244,1.19465486169706
"61","YAL062W","chrI",6.26698822148844,4.60932108179602,4.62519133499871,1.65082575278618,5.77738087636998,1.64223681011306,2.13958488492293,0.849683263228372,2.61560812707924
"62","YAL063C","chrI",1.06687644879521,1.02488136065943,0.275172614634409,0.25622842798855,0.196268546912427,0.159903038687914,0.301501659142156,0.568313738275325,0.227164166702907
"63","YAL064C-A","chrI",0.777525259176065,1.72598920864658,0.84943856319085,0.0887379150742887,0.0467848434270813,0.651357403232774,0.158169831669466,0.242532590048221,0.483468281404913
"64","YAL067C","chrI",2.6876123231713,1.19977016136108,0.0454547703626249,0.193960750771144,3.19952145032186,3.17688689922703,2.15870162375269,1.22196273416929,1.70972809252572
"65","YAR002C-A","chrI",0.747340361773562,0.491899250282214,0.189997920138426,0.399252269488529,0.0490099167781306,0.0893067906745161,1.63698420438628,0.0326277689790901,0.166250273452643
"66","YAR002W","chrI",0.713829840780152,0.416190422395307,0.0635588987406972,0.0952605086131379,0.168151105324623,0.00622371617738742,1.10449484305411,0.0124251394689748,0.133270926512895
"67","YAR003W","chrI",0.279916901610304,0.618169380343512,0.199969529269448,0.0717549167598096,0.136824076865079,0.125254728132619,0.942312436918523,0.0895032682672776,0.0472096261327667
"68","YAR007C","chrI",0.869787099740528,1.25040251938029,0.460421194003451,0.277468953358599,1.38775943419926,0.0772392239726094,1.82936302543722,0.512772891265127,0.245432243148187
"69","YAR008W","chrI",0.781354626624455,1.47088353267093,0.716160607306495,1.0885446764252,2.14444758324371,0.00901992550539862,5.85695520967666,0.364561564754022,0.59970408462047
"70","YAR009C","chrI",1.10039477394987,0.691355094509874,2.22486297106239,4.70077004456562,11.0424240884606,0.409374833107823,0.087321428571257,1.26825664387907,1.23511903076453
"71","YAR014C","chrI",0.230258902779772,0.560578777167746,0.151007988236136,0.0854204979799166,0.403401685392825,0.00281374206644614,0.747540747929257,0.337039297508257,0.0505193182110549
"72","YAR015W","chrI",0.104762299300029,0.170835422196999,0.29272197067332,0.722057126746356,0.363072959443512,0.509947601553576,2.70362542160259,0.806188771758764,0.155276982624357
"73","YAR018C","chrI",0.424606237163467,1.16443286289171,0.146039242388103,0.0861736362662218,0.217544199033527,0.0939987454486078,0.246187968339838,0.272054626559404,0.410444401146975
"74","YAR019C","chrI",0.135085027971256,0.637630825021413,0.0540754322976634,0.0572155468960585,0.277839154095591,0.0225267695954285,0.598781059867927,0.434278965448164,0.113912551905538
"75","YAR020C","chrI",2.1029650407916,0.858539084083665,0.0655715812221963,0.211819123365095,0.244470178518447,0.359788140828939,0.467319649889207,0.403867701389008,0.146464090357344
"76","YAR023C","chrI",1.1387924844747,0.866019526866543,0.0282476158990089,0.1555382670625,0.687581466923523,0.167187251420126,0.068921274951218,0.119449061044482,0.347491882205356
"77","YAR027W","chrI",0.0966015859930724,0.567219336805782,0.159647301700849,0.0811446154661571,0.579121453214768,0.0297049695734793,0.177256954557859,0.0280255549035523,0.171810247133407
"78","YAR028W","chrI",0.844072042307389,0.6999583892332,1.13376751717343,0.32594714563706,0.57465131618476,0.0174894247278086,0.223853403042317,0.136842671074224,0.297880700901171
"79","YAR029W","chrI",0.41272661147139,0.0678104568967496,1.2733721390205,0.0505561958845799,0.300499072894679,0.0305561210446032,0.378199467978629,0.139113927834242,0.149981036341471
"80","YAR030C","chrI",0.098174387205022,0.430338839408769,0.303454180699255,0.0427379045763179,0.787129506327981,0.113956957750702,0.0667967811974537,0.0501749750730948,0.27657711618126
"81","YAR031W","chrI",0.461444671073613,0.0689212825803596,0.202174722536533,0.0168089810606117,1.26298403814051,0.00151178582470497,0.0186061587585327,4.09359226595826e-05,0.248080179131865
"82","YAR033W","chrI",0.00298218785148886,0.0378164387036227,0.338018207051382,0.00370630148073168,0.253403328606795,0.00479183953645761,0.336671694064446,0.180954322446984,0.100272310590318
"83","YAR035W","chrI",0.436791034299052,1.94587561220084,2.65299008940256,0.788079994975707,10.5816197449465,0.133796166003909,10.4231779348303,2.86517487998889,0.859776854860668
"84","YAR042W","chrI",0.253982542760154,0.672135339196761,0.122147819640247,0.013044961507611,1.08059619756867,0.0615351106658207,0.243113145509122,0.273583088903444,0.0666903310645714
"85","YAR050W","chrI",0.370892731868673,1.38018742524502,0.537733352569528,0.537747448813373,0.215497482978791,0.0129245850506524,0.500796598943229,0.955661294033173,0.0775861473223903
"86","YAR053W","chrI",1.61363642184395,1.5433891621724,0.177804405108375,0.134049020183181,0.802807929551128,1.19494787471567,0.892294874183049,0.0458605368534708,0.716410226166252
"87","YAR071W","chrI",1.32547599231248,0.559055056102904,0.760491012424144,0.767015492803908,1.12386027550146,0.131375974615267,1.56465331626144,0.23548691022362,0.112372374855754
"88","YBL001C","chrII",1.56582580930145,1.21996250835216,0.844874469405486,0.380847693070759,0.537277256329677,0.282896104048303,0.130686986287692,0.170729522610108,0.0960911614405465
"89","YBL002W","chrII",4.22045502307684,0.0156053577570198,0.295693225795032,3.25723246133675,1.93733159698837,0.496629557954042,1.58397279726247,0.149147972455828,1.61188549076391
"90","YBL003C","chrII",4.05360488198759,0.253266085155684,0.1183341489432,2.73932880952841,1.75015286136452,0.269294802838063,3.13109004255741,0.616913651445527,1.70870440134059
"91","YBL004W","chrII",1.09408476966975,0.183981529228294,0.0317939563140348,0.234981911015671,0.305757667332758,0.0404268868056708,1.06219957056968,0.125530217566067,0.0390226916664126
"92","YBL005W","chrII",0.165585300129375,0.16170785293745,0.0294039290466848,0.0390219618310653,0.0635938333419174,0.097668529090673,0.13392661546812,0.0402417508246316,0.0460642813264582
"93","YBL005W-B","chrII",3.11014231584201,1.72590833065573,2.69863403958341,2.1722812876311,11.1970347756405,0.0407679937973433,0.92952364654475,2.10486626779898,0.286099854226427
"94","YBL005W-B","chrII",3.11014231584201,1.72590833065573,2.69863403958341,2.1722812876311,11.1970347756405,0.0407679937973433,0.92952364654475,2.10486626779898,0.286099854226427
"95","YBL006C","chrII",0.0750277773439015,0.26325410054845,0.256574598799001,0.173331972366706,0.00759666469905796,0.0322650815105427,0.368757052535049,0.15954927638933,0.116078334129785
"96","YBL007C","chrII",0.207686998907263,0.149862781311704,0.0356496308665858,0.0281930475900226,0.141757910961549,0.207958989833262,0.0210432679423758,0.205238031027057,0.0889688357145184
"97","YBL008W","chrII",0.554881913956647,0.437112242471894,0.0711467590740737,0.0109747641642143,0.217414318377691,0.000667538627464301,0.84031156179716,0.291660058503569,0.031838617560072
"98","YBL009W","chrII",1.79289677627422,0.551442840644048,0.00612806328796832,0.210222359278879,2.14167360049162,0.121353244058857,2.4177223070696,0.380832636042788,0.403232612852115
"99","YBL010C","chrII",0.674072969872875,1.58843947598001,0.687623109399666,1.17133654559489,1.79334127222893,0.0908858048801088,3.02989660102815,0.369145470008243,0.342676399856756
"100","YBL011W","chrII",0.308866360231399,0.0327728546203125,0.0457259125281742,0.0160142618796283,0.155827300078255,0.669128026906615,0.00750279306663994,0.31242676097764,0.300616888607023
"101","YBL013W","chrII",0.162195582904942,0.95445357662314,0.981843622495474,0.119382568984551,1.8211957805407,0.557909182406442,1.17468397010692,0.0739432606446527,0.000467308577689883
"102","YBL014C","chrII",0.199784091803782,0.602548640168527,0.123731253909604,0.163675186630899,0.0569797181246466,0.0199083356670412,0.2999384268066,0.23920301701012,0.0647903719805343
"103","YBL015W","chrII",1.00741368240115,4.75262319680619,2.52381785676337,3.04635186624346,9.66688981801173,0.305966333757334,6.82064489016554,4.17399347662333,0.741773886544306
"104","YBL016W","chrII",3.47067310367569,2.02741572634134,1.01475199141909,0.872903765622654,2.37844342456628,0.998108703195865,2.66299012815264,1.66211304340687,0.903298073606523
"105","YBL017C","chrII",0.192827110377099,0.374144617678364,0.028784588156479,0.0520362952347823,0.170678956524282,0.000124808956971484,0.597591946362172,0.12088636732154,0.0397349368359105
"106","YBL018C","chrII",0.253951188406963,0.325801743432609,0.184130124559667,0.159040244434771,0.0443887818843665,0.0272324766736696,0.748009087690783,0.0631463230149629,0.14402989468816
"107","YBL019W","chrII",1.00206407157571,0.797489567841496,0.170898489232712,0.121480756640945,0.312692857830709,0.0686539531503015,0.152439122855821,0.0723608323244085,0.0989032276939682
"108","YBL020W","chrII",0.581931639241389,1.67085617067718,0.940204078615262,0.916553844211692,0.692166651945927,0.0307705782115401,0.728013583776389,1.41208132315695,0.0412695033408387
"109","YBL021C","chrII",0.843416619192492,2.31009888417447,1.73881718203431,1.27170962349821,1.6550139360348,0.216368513111514,1.1768444412063,2.66697731834671,0.121377281436492
"110","YBL022C","chrII",0.35252574125441,0.266102865610805,0.0757566736278488,0.0327885927492534,0.384320396948399,0.130195182136259,0.379593138046795,0.179841896009578,0.00116482323195556
"111","YBL023C","chrII",1.12098209837655,0.808574931767412,0.260205923911472,3.69114513982009e-05,1.21548319900337,0.0812480360828,1.7519215781225,0.310936538602647,0.351008060995773
"112","YBL024W","chrII",3.45644788947461,0.0968988999713368,0.100520819346066,0.0140200951861057,0.637439440308687,0.264093434644715,2.55404119313879,0.372314759321802,0.839043403051971
"113","YBL025W","chrII",1.09421961712104,1.38359045777315,0.499612799369039,0.600240401773434,0.220324816125431,0.085962692956476,0.380139493269134,0.663123651334068,0.0359844394159534
"114","YBL026W","chrII",0.447366021997099,0.6459957240422,0.156156318202527,0.161802111689936,0.102586761695314,0.20040480669617,0.631309871736709,0.0466803929126728,0.0822773286671633
"115","YBL027W","chrII",2.80086075429805,0.0747805745850971,0.0354894309133791,0.00182511299709759,1.44784056892542,1.34464874833259,1.51743648921289,0.425474598575872,2.15028730354646
"116","YBL028C","chrII",1.46440912416014,0.0660552054402887,0.0776382084586172,0.12564780884536,0.100103028882702,0.117151865613224,1.98484336841168,0.203214027038746,0.665680832100748
"117","YBL029C-A","chrII",1.8262089612698,1.5600997437674,0.559679130921279,0.371420242004803,0.807318155432948,0.344751158074051,0.157686777243171,0.182872043752597,0.22624473196682
"118","YBL029W","chrII",5.58202847922027,2.95499162228472,1.32472382960229,0.33023659351894,0.911604602459208,0.450066823112892,0.949328950796007,0.385239985781502,0.0741135676240607
"119","YBL030C","chrII",1.14057996977979,4.22585718620442,1.75624589662528,2.13433323411226,4.10032186682848,0.120824092961458,3.85009579683771,2.27341937673015,0.287435638085077
"120","YBL031W","chrII",2.11328082964385,0.110466004071,1.19515119215695,0.0971902919797355,0.978685694159786,0.304205073635926,4.64538081207119,0.851399381949194,0.483701336601562
"121","YBL032W","chrII",1.6407851718783,0.413307311466018,0.0860679934238992,0.088270560632542,1.03757954477528,0.629892627081653,0.373837285549057,0.27244420617761,0.787673083182858
"122","YBL033C","chrII",0.191089297155782,0.426884371375924,0.00741117934593073,0.0746597717813139,0.0735072266099882,0.283961332723634,0.0491428734655476,0.277519288506699,0.250121251500661
"123","YBL034C","chrII",3.95706306060472,2.25403033020734,0.558691734919354,0.359006492467388,0.22160589206909,0.340808891960368,1.99374695351755,1.10061498000135,0.0511005755780914
"124","YBL035C","chrII",1.0444736588542,0.941870954294666,0.179604609338408,0.0451428861855246,0.693946316830069,0.135161454385997,0.798338343278128,0.0260350030697162,0.0702403818001409
"125","YBL036C","chrII",0.570293557959996,0.689831344525631,0.14284923561554,0.310202588458851,0.0680408503563402,0.0102896288318101,0.781884368865485,0.0847122347118387,0.0148056441487121
"126","YBL037W","chrII",0.50857492809718,0.327982247683275,0.0116883034620217,0.157909355391452,0.155380855769163,0.0851235898965158,0.633798636743078,0.0823995750876262,0.141322460806137
"127","YBL038W","chrII",0.926359634101234,0.809426126328909,0.840261563094795,0.399459930406314,1.21173208787367,0.0155445406345807,1.22271009608276,0.731751099313932,0.193513925474878
"128","YBL039C","chrII",4.42760296078113,0.455291865930971,0.634957214423611,0.0704932544762504,0.894713293306255,0.211600953317269,9.03795110569228,3.01795756352216,0.527616757797072
"129","YBL039C","chrII",4.42760296078113,0.455291865930971,0.634957214423611,0.0704932544762504,0.894713293306255,0.211600953317269,9.03795110569228,3.01795756352216,0.527616757797072
"130","YBL039W-B","chrII",1.71887478843991,1.32994105186682,0.608385433450224,0.194344487350443,0.266030639518075,0.125476327117878,2.11240547034131,0.553299816786657,0.153015396692128
"131","YBL040C","chrII",0.561959942584547,0.604884732285794,0.0471511027269469,0.0399242956512444,0.013971012200164,0.0320678096146137,1.68380220745581,0.110548568388884,0.150308354245469
"132","YBL041W","chrII",0.551488882130291,0.777578759128683,0.207028755138851,0.139882999706337,0.0517434938223639,0.0378765771383825,0.248205625644702,0.0880268605127588,0.091564234491337
"133","YBL042C","chrII",2.05486581757052,0.947285286908416,0.663201656794002,0.0382830177551575,3.9041267543119,0.259476426578184,1.547253446086,0.251694334422388,3.02131178920968
"134","YBL043W","chrII",0.795843721109378,2.30010691142184,1.76954196494185,1.09712989925714,6.86230174946371,1.87723359669552,6.95317857183394,2.53921901777505,0.812860359992706
"135","YBL045C","chrII",0.854836819262528,3.026979577749,1.55943009885027,1.40630526896182,4.08712270234469,0.0632034370276795,2.44091660827598,2.22800573767924,0.10117784678748
"136","YBL046W","chrII",0.610480866856312,1.04802640938192,0.33099653603749,0.0138551659391473,0.212073048785331,0.04344323053208,0.461327585747984,0.0146088928204686,0.06540896671095
"137","YBL047C","chrII",0.323181792825913,0.298744260403219,0.0497677670847644,0.00248442770829109,0.267401146397871,0.147127965009141,0.0683545048512893,0.0936927090302175,0.0649814288716073
"138","YBL048W","chrII",6.99284223961293,2.72416640347439,0.987273964640251,0.145360829887495,2.30855163026396,2.36626341337151,0.511098053196218,0.910589668150336,1.16635764885072
"139","YBL049W","chrII",5.86343375954606,2.46090895411323,0.98101958655721,0.276188396516225,1.80386133642338,2.07407972817005,0.622900990836947,1.17860577159405,1.42499904059602
"140","YBL050W","chrII",0.896676986381424,1.11576222647565,0.362084820157204,0.120783959231779,0.233359204462851,0.133540272401254,0.129181551295734,0.608871239721019,0.0780457514669109
"141","YBL051C","chrII",0.501522355800336,0.629040738458497,0.00203980561236852,0.0658584119557338,0.0929060324117695,0.0395822752818318,0.142518261795383,0.0820762580790595,0.0133379029341781
"142","YBL052C","chrII",1.92012747418485,1.11660903981321,0.34162381473852,0.121837338159948,0.014081313924581,0.0112269307144943,1.12055211132746,0.200513921178064,0.12640031961994
"143","YBL054W","chrII",0.532500262117317,0.280685813478766,0.0962637758428877,0.00157098352892544,0.064335196859448,0.0730939624821956,0.342419316324437,0.0134072862477203,0.0118697554003957
"144","YBL055C","chrII",0.340243942489312,0.220981418367198,0.172567348805579,0.0119698257815329,0.130972236926576,0.161929850868839,0.0514597623790719,0.0313204988925658,0.00256713521326825
"145","YBL056W","chrII",0.201108142632662,0.496777111700707,0.218224538384873,0.112245022256383,0.0995837305670606,0.107522683008756,0.018995517747802,0.0981891094028081,0.017598156387903
"146","YBL057C","chrII",0.450749130106297,0.236170841167198,0.144922745746593,0.0868141206143264,0.159687779816248,0.134877488511805,0.340294913526721,0.0578151179432566,0.12851161030754
"147","YBL058W","chrII",0.732921145242527,0.874117310366834,0.435230649983149,0.248777343113542,0.240861156813579,0.000596979006645746,0.0760150411850963,0.321840044363095,0.0568839324551379
"148","YBL059C-A","chrII",1.83317762671545,2.55182236038636,1.96665238443974,1.7718770709645,1.45895336482729,0.160281712983866,1.27835952813277,2.34378764489228,0.0390107422086464
"149","YBL059W","chrII",1.43794945298517,1.75233395752957,1.39154993627707,1.5515140640681,1.50898898002649,0.207247589473057,1.63970726250398,1.34797956006217,0.262176068046675
"150","YBL060W","chrII",0.99231767287481,0.972347452254847,0.199108717940546,0.155142060778613,0.262065767102075,0.116280044274266,0.528960895914992,0.419886528618122,0.019225054413032
"151","YBL061C","chrII",0.0509108518645292,0.204426978433097,0.618413365253967,0.0237555314465633,0.0319334040482776,0.00231701106259672,0.145062197113807,0.285099639836386,0.00375604064349767
"152","YBL063W","chrII",2.07825295122137,2.40638648221498,0.752658589109273,0.146128881970613,0.521467424426917,0.23517695916104,1.45975671745423,0.152650678590098,0.100136226761115
"153","YBL064C","chrII",1.96464023734713,2.42070122320032,1.04866567326793,0.505200055769104,1.63163689602796,1.21788034209379,0.292869011947337,0.995194480169663,1.20028109493785
"154","YBL066C","chrII",0.880073642398576,1.89463439026876,0.791785536791607,0.655075041664054,2.43191777668719,0.0544934976412633,1.60520743460631,1.67866714276179,0.0503793852960941
"155","YBL067C","chrII",0.291454300134897,0.859453253152642,0.307266559859977,0.0725625667300398,0.228585829102908,0.0455357766543851,0.489858144301587,0.0734651267894489,0.0310602010949128
"156","YBL068W","chrII",0.742587156587003,0.730927390321571,0.684833797808345,0.449091994653325,0.472373617683311,0.142802805741376,0.100076458081787,0.185994271233815,0.104235659613321
"157","YBL069W","chrII",2.15150320570273,0.997788432053731,1.5964872671141,0.0087809183080195,0.945560400794681,0.0397975172636697,0.559340885767653,0.0918596247165935,0.610127371465025
"158","YBL069W","chrII",2.15150320570273,0.997788432053731,1.5964872671141,0.0087809183080195,0.945560400794681,0.0397975172636697,0.559340885767653,0.0918596247165935,0.610127371465025
"159","YBL071C","chrII",0.489924947719214,1.0884406781638,0.244278074118228,0.167761161388864,0.0883425932828729,0.333195439266372,0.027080681488213,0.793566884922847,0.0281595270044268
