"","GENEID","TXCHROM","tx_id","tx_name","nexon","tx_len","X112B","X112C","X115B","X115C","X117B","X117C","X123B","X123C","X141B","X141C","X152B","X152C","X29B","X29C","X50B","X50C","X112A","X115A","X117A","X123A","X141A","X152A","X29A","X50A","AncB","AncA","AncC"
"14","YAL016C-B","chrI",99,"YAL016C-B",1,186,2.62690109706361,0.266105698581427,2.36040763141973,-1.52092247104457,1.57886584614179,0.395248702801945,1.76659480262099,1.14980982349888,1.77418637357356,0.529064776693967,1.90908229851605,1.41388033230322,1.67030619878818,1.54954769001909,2.33220521708983,1.75635777575847,0.54251734661983,0.959611131349955,0.853013931490573,1.72309642469116,1.41438130468675,1.0758255584507,0.455937866998698,1.1951928408535,2.16645673466024,1.23416192847388,0.674378436653778
"15","YAL016W","chrI",32,"YAL016W",1,1908,7.62438959150951,6.62566438880698,7.72135119269063,6.28301078113124,7.72237303807038,7.04029489825524,7.87433232474007,7.04656043556622,7.46065144576917,7.14737962645034,7.83922630290867,7.98292639954386,7.50572284110538,7.05634368838475,7.8061867093968,7.10908118648806,7.38515328763809,7.71423483485986,7.74642841552118,7.51985843898426,7.9479324780387,7.87201553423237,6.67231026642039,7.43861325698706,7.32840698360308,7.40262115205086,7.21986649132607
"16","YAL017W","chrI",31,"YAL017W",1,4071,7.10551056042842,5.74667018990734,6.97054668884498,5.35226986394373,6.72371791961878,5.95437406036198,6.54406476600571,6.14591645388486,6.48742019124877,6.04430483788265,6.92361039109641,6.77330769761333,6.84967848664762,5.77799911251782,7.60394005737291,6.23376273827078,5.9999578999197,6.62079810952831,6.44315457948904,6.5219760946705,7.11020548479644,6.31350738754985,6.35500763726398,6.87399061928314,6.70452802075021,6.22273923472213,5.98130250802801
"17","YAL019W","chrI",30,"YAL019W",1,3396,3.86806858738644,4.33431927130115,4.83762341144116,4.37416651717599,4.18582459878188,5.11534842358308,5.31958543667458,4.91853775768229,4.96045578297883,5.18701414315887,6.27243096301024,6.4954431543276,5.36086685482063,4.99739398678312,5.19517672825819,5.41667827334603,5.63466120377216,5.00433833981359,4.29384280873198,4.94676707541459,5.67802268852521,6.36146724028913,4.7410488664737,4.69132003131203,5.38912293477157,5.34632988081169,5.46345729982568
"18","YAL020C","chrI",97,"YAL020C",1,1002,3.94645406103235,2.9492512816405,4.23141241324813,3.09189600031306,3.60509480919026,3.59773912888374,3.5151791391583,3.78961720229524,3.35437909773924,3.53798497704432,4.37569326029734,4.39290616164732,4.38077370490653,4.39276431329918,3.74420723213395,3.96426952023742,3.13985409919126,2.84569875199764,2.58048006010288,3.90763712112129,4.10924517073416,4.25811081235015,3.55052602264764,3.24364839065746,3.99711134277163,3.98956377343641,3.78729069339921
"19","YAL021C","chrI",96,"YAL021C",1,2514,4.71631631767052,4.82599377067927,5.62292442401385,4.91316460918495,5.66374318573673,5.39115393217462,5.48088368381672,5.5645206156026,5.41557060189068,5.98923168673535,6.49026488502863,6.87288390697574,5.87442772972498,5.21511732754014,5.42165092344707,5.62128025196565,6.19683092449011,5.17109423004921,4.94375570858384,5.02348322767637,6.86743021945147,5.99733395497958,4.1746940728717,4.68113097087269,5.709907562718,5.93595659123358,5.99088599575533
"20","YAL022C","chrI",95,"YAL022C",1,1554,4.65019301104936,4.67591252266362,5.14640893025187,4.5063111164079,4.58798219852682,5.11196743870729,5.00277879227485,5.05509944990863,4.74848261227576,5.59149145948555,5.81252037933999,6.51446883422397,5.90714269537138,5.00533853729297,5.45565774840558,5.18671188129811,5.45167529370333,5.26087659910328,5.13079868723677,5.26380088943995,5.19051169210809,5.60429260659979,4.47952522053297,5.10358015716486,5.11280073766926,5.41761831958496,5.78320788937667
"21","YAL023C","chrI",94,"YAL023C",1,2280,4.29161309990337,5.4662460178346,5.96582732485976,5.28843278456616,5.18515322067218,6.01174091841777,5.79709541848023,5.72053470761648,5.89671893448867,7.51816535794371,7.22317097862951,8.41411553374504,6.37302200237323,5.61362605351303,5.90825509300349,6.3747226133447,7.90560646334896,5.71511337064854,4.99090696245232,5.72994325178884,7.24074963567035,6.7279261142685,4.28817382166206,4.94230126125009,6.61630632175371,6.73083048627072,7.69985149070913
"22","YAL024C","chrI",93,"YAL024C",1,4308,3.54879396461949,1.74770305903039,3.81680841119285,1.71235909827146,3.12897838770687,2.66580858303925,3.91970936412487,2.38445138322132,2.05303323873271,3.17770092334773,4.52757865883366,4.00823691127337,4.8009897810796,2.76716289020071,4.20314152653975,3.24149875540157,3.91193276939656,3.53406654288081,2.55978069629339,3.07702911612583,4.46709433597775,4.42789393592546,2.37561671783651,3.4853246782534,2.81218513715127,3.84533575727854,3.84126547406887
"23","YAL025C","chrI",92,"YAL025C",1,921,4.20922432189749,4.55873966646918,4.5790569710829,5.0517965494247,4.03555526998728,4.63020349904514,5.32526294186752,5.10069919111141,4.88531026631665,5.63905608528658,6.57097577605644,6.73198306226947,4.84932390933992,5.77799911251782,4.35501197123082,5.62964085586925,6.08059480561529,5.08849031464166,4.77442908701683,5.32570191959604,5.41942627845476,6.67745346369622,1.38031690718059,2.91890057666917,4.8951796983102,5.43375739515464,5.91489336886696
"24","YAL026C","chrI",91,"YAL026C",1,4068,4.82635777847595,4.49120348959355,5.38964792696615,4.35870781075337,5.29838049569769,4.91263792540652,5.18867002132654,4.87327340961909,5.16002669921434,5.539358828733,6.36408610481571,6.46385230547181,5.49604103982001,5.01323957869074,4.74329534004387,5.25044346928118,5.80324072218948,5.01469960524026,4.92364526213898,4.70733474068297,5.43354758536732,5.93107294816057,3.34730852779279,4.24235811168372,5.43955192301661,5.30931963596402,5.77491112564776
"25","YAL026C","chrI",90,"YAL026C-A",1,438,4.82635777847595,4.49120348959355,5.38964792696615,4.35870781075337,5.29838049569769,4.91263792540652,5.18867002132654,4.87327340961909,5.16002669921434,5.539358828733,6.36408610481571,6.46385230547181,5.49604103982001,5.01323957869074,4.74329534004387,5.25044346928118,5.80324072218948,5.01469960524026,4.92364526213898,4.70733474068297,5.43354758536732,5.93107294816057,3.34730852779279,4.24235811168372,5.43955192301661,5.30931963596402,5.77491112564776
"26","YAL027W","chrI",28,"YAL027W",1,786,5.74782055718085,3.43233430941867,5.15506966075582,3.03467898976536,5.119430089922,3.82948186758319,5.0685694408672,3.96629109827399,4.37869830541438,3.79672639778282,4.4720622707868,4.39722860518118,4.868994790802,3.53231921689097,5.22416332857924,3.94429988594118,3.91193276939656,5.161800869795,5.16888511562467,4.88231456292985,4.54828688658855,5.03631236085569,3.55808832522632,5.14864618196423,3.90679500235168,3.98956377343641,3.76512238215711
"27","YAL028W","chrI",27,"YAL028W",1,1587,3.18202819572027,3.78234333680903,3.32770384225518,3.3868211368143,2.86946710550238,3.96308108383325,2.81234740886722,4.02068098913811,4.73537541297714,4.0412556657759,4.37569326029734,5.03270168552542,3.62806110607232,3.84720975399783,3.5287725769058,4.46708717853779,4.15151117948002,3.61801142034926,2.28501833951958,3.43253946484785,4.36272611278462,3.99713208162704,3.40715336727092,3.09807190281659,5.016419780926,4.30743529136218,4.39711325213224
"28","YAL029C","chrI",89,"YAL029C",1,4416,5.10983241562928,5.70852139139522,5.84256770810715,5.58762084161893,5.47226433886518,6.16152736326817,6.04946250062747,6.24570098936782,6.5727960329991,6.31969415704077,7.06164883562504,6.93737624112301,6.19276455526239,6.44396995069292,5.5757852196268,6.53796773355484,6.56543125721569,6.01087528186896,5.43351399806211,5.88601523951178,5.93288171142352,7.1782479964837,5.04810066675429,5.19234699971905,6.58528483977561,6.44943838595853,6.44934417473862
"29","YAL030W","chrI",26,"YAL030W",2,354,7.46191210898383,5.3867100960509,7.11515166992789,5.03487484817538,7.02630337118329,5.47249855497164,6.41689687979666,5.69288733260941,6.15477066846372,5.5452452482099,6.63184739928447,6.28647301134639,6.4573035063622,5.32076168155632,6.53561725200674,5.69284330639971,5.34216425148245,6.81609452292722,6.78940217462622,6.68435988747143,6.45909295356322,6.4567839243392,5.17893068234875,6.38797606609242,5.75241862171281,6.14504973510199,5.84263526406715
"30","YAL031C","chrI",88,"YAL031C",1,2283,4.12184403114518,4.22215104714669,4.93135178037475,4.15004739829044,4.76079119052794,4.68583975002419,5.30816295457236,4.85675711608792,5.11012553468517,4.65596071716425,5.59435752174783,5.60532336948085,5.13903651445199,4.2462638142852,5.36421403168308,4.80272501727006,4.75323088777626,5.27531176490141,5.08082389103081,5.00846288403205,5.17238158571684,5.29088062675124,3.76174575938101,4.63963950684345,4.91313608354301,4.78102094019738,5.09710691806944
"31","YAL032C","chrI",87,"YAL032C",1,1140,6.20823334731158,4.43480168740386,5.04754285782548,4.1634551718563,4.50462665703545,4.73940987042638,5.41585303395636,4.87655409908043,4.41203005748889,4.46423100315666,5.07101678866353,5.71153536693663,4.8922511929809,3.88214523115333,5.47989601592513,4.70720731274429,4.72296753719547,5.47361216309775,5.53774506248418,5.49421205336875,5.4117191299033,5.69026606049986,4.44323162875346,5.3550052239504,4.33214257564951,4.65688090570207,4.72456498997712
"32","YAL033W","chrI",24,"YAL033W",1,522,3.97997018982977,3.05594051713134,3.94219480867461,2.69638008063895,3.89423633173296,3.30975448993549,4.30015656412341,3.47160596742342,3.66204192859235,3.80656222429986,4.11928573865201,4.79787780969496,3.93473704497891,3.80231606771837,4.00860480150312,3.32624003111925,4.05068188715984,3.79674939109756,3.80640595431453,3.8995184376204,3.7777423977573,4.54328383695326,2.5526096804288,3.85519910499866,3.55082049273679,3.4959949583098,3.89329353766139
"33","YAL034C","chrI",86,"YAL034C",1,1242,8.58198323449047,6.25922299959095,8.0751214397128,5.91143531451161,8.24445532391403,6.94850163300904,8.07721490999748,7.17668037110425,7.14595761709039,5.57144090088326,6.72629122183493,6.45869159241411,7.39543091370671,6.17307868558741,7.97022993238864,6.94123221371038,6.10090974096228,8.0894965470949,8.03028284219756,8.1359940704192,7.5697886715641,7.52234694175906,6.73203034298235,7.92928269823949,7.01252594876985,7.10440010545936,5.29575097197365
"34","YAL034W-A","chrI",23,"YAL034W-A",1,870,4.43142803864216,1.72436334654965,4.31879874146519,1.76020891939033,4.16425797427851,2.8876508921508,3.90461946507005,3.07454546667554,3.07110535025927,2.73809231292318,3.74247033775008,3.95058338319405,4.35310469884135,1.89568138877091,3.65121936981704,3.17450756622941,3.36931333113822,3.18846274466358,3.12234036235719,2.94125387544823,4.10336839795696,4.63978925004777,1.5107451154244,3.6087202687869,2.68418459333181,3.161377013664,3.30915290677897
"35","YAL035W","chrI",22,"YAL035W",1,3009,5.87574367487961,6.22740844151636,6.58951541633371,6.35975702783113,6.15960705050305,6.74528537651934,6.60250970509874,6.7705432761626,6.98361827911313,7.62207504674005,8.27219390099958,8.61187481419861,6.88004772247065,7.71000393242242,6.9213876005144,7.2308553403899,8.11486397674292,6.75663381862446,6.10030774039976,6.71475319929809,7.31557008411379,7.89319827122478,5.6967312937325,6.2637524894536,7.14455046142238,7.40904938252542,7.95248128061813
"36","YAL036C","chrI",84,"YAL036C",1,1110,3.75645497853531,4.17127414344542,4.41568089349288,4.42329309943555,3.59438338585171,4.68583975002419,4.56298426131463,4.70632340727683,4.78710451601622,5.60845861179773,6.21191662111911,6.66096342270404,4.5116779110412,5.18395579948989,3.89602799326592,5.09911389345105,6.19368166206699,5.1208231705264,4.31869618486681,5.07845651812188,5.21456328801402,6.36460858067397,1.98476974983282,3.79977019487344,4.54977774717251,5.26103441920464,5.77491112564776
"37","YAL037C-A","chrI",83,"YAL037C-A",1,93,1.96800076974363,1.15478026176243,1.42367182144537,0.166109826101706,1.12249787622303,1.0324016611027,1.20177335076111,1.49537169058702,2.35676595721995,1.78218862366687,2.09351319320706,1.54432731783619,0.0646731191055517,0.60045045466295,-1.3632764612936,1.48865380000335,1.12187759604636,0.640820299033709,1.15853270893622,0.83634086610756,-0.705358354161547,1.3369269334176,1.27412345211552,0.465323126582517,2.3250866137563,1.66754918712031,1.6667035596666
"38","YAL037C-B","chrI",82,"YAL037C-B",1,975,4.5308882234447,2.8770055943634,3.97190971476092,2.93396611082184,3.37411839762262,4.53242540646466,3.81060726220523,4.89931238232177,4.8912317122953,4.82517336713414,4.82734076268843,4.20351563413253,3.17627673907938,5.07870674280284,2.16288654683364,4.83561989446812,4.93771787941228,2.71625072022674,1.21257507867673,2.60422339526522,0.720840561486616,4.96635416987001,4.07279346519356,3.46170946861848,5.13439249848904,4.79893187733132,5.42509113675114
"39","YAL037W","chrI",21,"YAL037W",1,804,4.55332675186149,4.33431927130115,4.0759097147188,3.41698734041656,3.55072424489087,4.05749933600858,5.30241761963589,4.29527969153835,4.62599656050855,3.29413611443981,4.63556195852446,3.56901331812377,3.97159628258828,3.21366452173593,3.23326972193513,4.16742294151017,3.27710561753138,4.48413840217963,5.12023457285219,4.57085454186272,3.54824957859515,5.26421610453523,2.13390815859832,3.14330764527632,4.1381447672788,3.98956377343641,3.09480960617075
"40","YAL038W","chrI",20,"YAL038W",1,1503,10.2953851542486,10.5837892901344,10.2312837259484,10.0742638675446,10.2550608897264,10.6924938166939,9.98790353905969,10.9106588375699,10.9326631457055,11.6356451348707,11.470266621738,11.884516639763,9.46967688467374,10.4152915073729,8.68658481508804,11.0423710099733,11.2461842530914,8.919736513487,8.65662052575383,9.11375222294826,7.41069386808406,11.1595206764803,11.146404650467,10.2261626984498,11.0753507139161,10.9490671700179,11.2328342920306
"41","YAL039C","chrI",81,"YAL039C",1,810,7.12436728362553,5.95903346542446,6.82753236311974,5.57597012103728,6.51664087550887,5.81577682622332,6.51330815479608,5.85633545960717,5.88786148370906,5.71674304371651,6.89967570358843,6.22579507970201,6.62401754957594,5.74990253382543,7.48473513587651,6.59351577732067,5.63698172507178,6.36952192779207,6.2803110009791,6.92433144391535,7.3189021406734,6.59871552334179,6.02880654034683,7.04959655633108,5.56296943517068,6.00702050289699,5.61368299446107
"42","YAL040C","chrI",80,"YAL040C",1,1743,4.73115456601566,5.43962118913696,5.50592689882408,5.06137772031475,4.95332361595267,6.00992554228093,5.21948384855875,6.40866675684954,4.84316533161185,5.24241290509751,5.97756816184195,6.09220732213017,5.89568075721184,5.38914983215458,4.43157149839112,5.65648297597263,4.79123076964758,4.78783771661565,4.57225529133433,4.43140759132259,6.48446673950024,5.64447763424598,3.53528144841103,3.72238822929994,4.93439283379428,5.50532028553254,5.63217298185411
"43","YAL041W","chrI",19,"YAL041W",1,2565,5.05191406307252,4.69104114247905,5.51604735625,4.47080176762845,5.11193921396506,5.19100133031847,5.64876820207518,5.39186066461472,5.10503915759216,5.5065470711599,6.26956055675039,6.5459556112131,5.44976504029909,5.00929446682527,5.18046206237991,5.39966908238354,5.54606746009736,5.18032810853374,5.08445150062192,4.89869964087787,5.54559926722599,6.04771419553115,4.39759589222187,4.82226158204922,5.29639448471538,5.28664900981946,5.81322754602845
"44","YAL042W","chrI",18,"YAL042W",1,1248,6.41534705551742,6.53131116333376,6.67329403815061,6.20735553071351,6.29476560703317,6.61042091072439,6.56461090004727,6.45658443014401,6.72145363487616,7.39807788584444,7.52344221436406,7.99830187194334,6.81561833249554,6.9326532931704,6.33597270676311,6.75316629116187,7.24538489336212,6.36817577798234,6.31623580926114,6.4459701450743,7.08228076316261,7.2732425121195,6.24803190512269,6.11273269853313,6.88549720866932,7.34709724935123,7.19831281515318
"45","YAL043C","chrI",78,"YAL043C",1,2358,4.59718321771043,4.25509878592964,5.23485283455354,4.17673948596559,5.37548164459796,4.93577035237803,5.08539543360645,5.04638668663822,4.83704285081495,5.12940285407143,5.9646114710106,6.10547639981412,5.41271749248368,4.92385287627721,5.29075856189653,4.98645286029162,5.33360582301388,5.01813688979398,4.98703601868019,5.04204138198413,5.84844374781154,5.55381101529894,3.95743723023888,4.59148926042497,5.05251141494095,5.47889843745011,5.63217298185411
"46","YAL044C","chrI",77,"YAL044C",1,513,9.64272516873133,7.19630100377562,9.32482677194483,6.44640277284957,9.32579212588112,7.69238494720632,8.38984213852551,7.89334197874902,7.11593008238103,7.32382811830041,7.82918917849194,8.55376805730356,8.78652764007436,7.8659397645543,8.98692700497286,7.63187415391855,7.22932684491462,7.99584843700279,8.63668373239772,8.18816527043586,7.89405990205358,8.88350679349796,6.35174798338149,7.38155140709305,7.08243026706016,8.25139966693583,7.4750419002829
"47","YAL044W-A","chrI",17,"YAL044W-A",1,333,4.75070444326294,3.02761708185773,4.45127688274681,3.04437413482266,4.30229596389877,3.77065978362961,4.57732932042115,3.72556716785649,3.51639637286623,3.34900946044038,4.11075739975348,3.33671277372723,4.53649148682224,3.92465752505796,4.89069430515824,3.81097072309174,3.46645633506177,5.36712437931907,5.37843140936225,5.56264881113381,4.36763756398588,5.33425473085076,4.18449919086634,5.13378004271051,3.39598764282378,4.16554392793194,3.495731535691
"48","YAL046C","chrI",75,"YAL046C",1,357,4.5588822750456,3.35845283785122,4.48601570947483,2.99523344086662,4.08230193346587,3.55853536713921,5.13149026071885,3.85760005951679,3.46967254691455,4.23579668016205,5.08196574766252,5.05749235406229,5.57481383092676,3.90780263400305,5.99069465239731,4.30428067998183,4.36253262665124,5.28675679866028,5.60999827147815,5.54714140017123,5.73043776115793,5.32353284363633,3.40715336727092,5.56351148492003,3.61366276301491,4.43661253969936,4.5796676222424
"49","YAL047C","chrI",74,"YAL047C",1,1869,4.29161309990337,3.65851396346938,4.69048925542857,3.21718807039812,4.42827208300762,4.36642082915463,4.64699001827943,4.40839638479081,4.63308113507169,4.11434869493003,5.00351846217525,5.01312116156254,5.09628335522464,4.31179493850198,4.89069430515824,4.36061575240361,4.28178900580542,4.19928557372974,3.97222608081804,4.2259968652692,4.44867129539431,5.05717284592876,3.60994278291808,4.00975000805979,4.52663690509123,4.10923572526887,4.41145706430654
"50","YAL048C","chrI",73,"YAL048C",1,1989,4.72127937674931,3.8323234846942,4.85898449678191,3.69449418598347,4.67697257643436,4.40561037068303,5.28212683081878,4.38093777364315,4.52297635782101,4.39420765828215,4.94714965578849,5.1904531478766,4.97445401369364,4.09812315422773,5.50963218689509,4.6712117346124,4.18361351914303,5.16490531293591,5.18587023394515,5.16566527691904,5.08039287090798,5.154759829318,4.43504087506227,5.11497932516395,4.59051828734946,4.5382071818345,4.26906461498052
"51","YAL049C","chrI",72,"YAL049C",1,741,7.04048212044091,5.36800545945104,6.89371299654371,4.86747241582286,6.95796418134507,5.37431977853142,6.65191736961334,5.76014922806199,5.86095809825489,5.60845861179773,6.71015062583331,6.51844246805048,6.48433759649282,5.20480475710244,6.38171507417101,5.67881186437986,5.75063644337751,6.7658640160214,7.02377872943669,6.88991247065683,7.94557353482562,6.68081779554254,4.82806706533251,6.11462677919967,5.92870690727027,6.20135066157063,5.68626225425242
"52","YAL051W","chrI",15,"YAL051W",1,3144,5.37841533345954,4.92656809755098,5.77955298210308,4.60787824522432,5.66374318573673,5.64148328926509,5.63511946529634,5.56248507762465,5.73820576418144,5.1527241601177,6.42812554241934,6.02954672658667,6.10921975594131,5.62656065401539,6.49902400795239,5.83157277336826,5.41698779315182,5.8790916454524,5.31808389094031,5.63533758618524,5.94812681755482,6.10518526326894,5.58457248348815,5.72843991717248,6.0794335801653,5.55675515619112,5.17903633965583
"53","YAL053W","chrI",14,"YAL053W",1,2352,8.63422911550259,7.11000779555543,7.65725925083659,6.7428220966264,6.94009695536132,7.49303075519794,7.37767262089137,7.52180824051838,7.52870932901642,7.65102395651764,7.80362119296329,8.53917380339056,7.40960345502161,6.76027761819225,7.40944094796612,7.35831764884194,7.98608339201814,7.91472441506875,7.66639540811248,7.57187179886177,7.64048261731501,8.69089517642618,6.23747362151537,7.30979227733631,7.3109050915367,7.3628364700147,7.56360088588712
"54","YAL054C","chrI",71,"YAL054C",1,2142,6.35914242001257,4.17127414344542,7.39744609161404,3.51786255000987,7.98015186462187,4.09907669976766,5.13472707204165,4.46179380594224,4.62599656050855,3.74651553145439,5.22118753918079,4.6750991321424,8.12989474315329,3.76536734606573,6.33431192082458,4.86778142580503,4.66956318815447,6.04834027239555,6.55850151945731,5.72765217212624,10.8908282638499,5.17159753917191,4.80917820226034,5.87643325821381,4.75486456414896,5.25585647191933,3.81991726462462
"55","YAL055W","chrI",13,"YAL055W",1,543,5.34343433335782,3.57616560960026,4.92123320182568,3.40950471728212,4.67188707464601,3.61694861863273,4.84967900706381,3.71093923786247,4.42024404366008,3.93765491607689,5.09715601981811,4.9379741400912,4.90754976291237,3.76536734606573,5.42165092344707,3.84726926706928,4.00110271809389,4.92232867185988,5.08807001158055,4.69331431954228,4.30116328534354,5.15717728132336,4.14487242723748,4.90776330324191,3.87049470806761,4.47722318386074,4.14579533612935
"56","YAL056W","chrI",12,"YAL056W",1,2643,6.78481257492048,5.9996992576958,6.8807175154367,5.53357508523961,6.82340199808795,6.09115510082758,7.1446789471475,6.21751879798403,6.64290994237741,6.08528287951462,7.05721715204399,6.89826558956182,6.96658567665841,6.15533732585112,7.3107040287545,6.50085056099225,5.97449401213956,6.78313933476695,6.99129710845513,6.5891383016307,7.24525990642995,7.01057395534722,5.94620630528228,6.60965543795364,6.59532896032449,6.43117974087993,6.02393558152727
