"","GENEID","TXCHROM","tx_id","tx_name","nexon","tx_len","X1A","X11A","X11B","X11C","X18A","X18B","X18C","X1B","X1C","X2A","X2B","X2C","X3A","X3B","X3C","X4A","X49A","X49B","X49C","X4B","X4C","X59A","X59B","X59C","X5A","X5B","X5C","X61A","X61B","X61C","X7A","X76A","X76B","X76C","X77A","X77B","X77C","X7B","X7C","X8A","X8B","X8C","X9A","X9B","X9C","GCAncA","GCAncB","GCAncC"
"11","YAL013W","chrI",33,"YAL013W",1,1263,38.8623168035522,44.5532320046788,14.0245749891032,16.357499269167,45.5608831462116,34.2315057589339,70.6856729341783,39.1231504722394,120.648335298661,115.500198432623,80.332089120046,73.6672595014399,93.3566095420691,67.0611359678279,56.0761261197544,45.2994123677285,61.2327779462312,44.0206283025486,43.2723763675332,61.7495267764665,58.0976200498976,33.3234099355619,46.8322453897692,61.3014257660752,91.3753760563775,104.828999119493,77.3860667050207,27.4659766921809,44.0180928517516,40.2660614092885,30.9758651505157,44.0461013340108,34.3946884860889,29.2455136902564,44.1926267057487,61.2032955819625,58.3437907161609,74.7995524203526,98.5270151521412,73.8848630591191,62.3266020255729,77.2884494752046,51.6296745680239,100.545654497049,61.3807336880018,37.1774451357096,61.33646311561,47.6163914665985
"12","YAL014C","chrI",102,"YAL014C",1,768,31.5007325632317,43.8147806454853,10.6039469429804,12.976340202356,41.6313897280068,27.798739576047,57.1765308961381,31.682080676539,68.8970996202923,72.6235705952907,57.4222032388089,54.7377709785859,63.0907143880712,45.5441939460649,32.7742223605321,23.7662409957449,30.1474289669628,27.9134635405049,28.2875958586348,31.3120829829675,44.132587873229,29.0019302609213,35.4202499614576,39.4664417313017,72.3234251782259,67.5121543242389,59.6978228867302,21.0435841323177,32.154104579304,28.2680476259339,29.3980060677817,34.4051091965235,29.6261033567491,30.1244772164663,34.4683232258345,40.3711879308251,39.8376488667248,42.5313734111075,56.2499686504952,57.1619516671374,48.15199019367,49.6638669479342,37.2488063093505,54.660729876201,52.2872916601497,24.7849634238064,33.5078826279721,33.1744969118939
"13","YAL015C","chrI",101,"YAL015C",1,1200,45.5391025098893,73.1066845601636,15.6493733110115,19.9214236909409,69.456451229889,38.5200165475252,56.5923517809796,40.3505434282313,46.4192901842334,63.0840337798076,56.3406206435574,43.3012049960284,34.9425495072395,54.9877407222831,37.826125614564,36.0481239264318,36.3109033335419,28.2507863627467,40.0613519727693,36.8223098766181,39.42614056507,36.9726594385918,42.0951906836776,44.2537911720809,74.3580995438538,61.9098799147733,60.6927866015091,29.9256163959583,34.3111933561126,27.0864250563611,47.5849081266635,44.7077380493286,43.9318587447684,46.4252553389044,46.5033522851343,48.201187013494,55.0946207731301,53.9252587216496,67.4760770435876,48.3444165695471,40.9604591907193,35.3987136756552,32.926687433793,44.296921765117,42.1026365889553,40.0594176268498,42.7570318279451,38.1977645830955
"14","YAL016C-B","chrI",99,"YAL016C-B",1,186,0.684798533983298,4.30763292862917,0.342062804612272,0.27414803244414,3.50468331893935,0.765805497962728,3.43205230155618,1.15068089624234,3.2409864768271,0.923180982143526,2.3598165714579,4.25913491764213,3.17659540974904,2.86892560290173,1.19982702283258,2.39257459688707,3.08173718328953,1.77094481676919,3.36393031832414,2.8863093252456,3.08619495616986,1.05636169824548,1.39958434498161,4.08676171773834,1.47976317500206,1.70916846390478,2.32158200115062,1.91305310293797,2.83117901956136,1.72698683245255,2.74049209106439,1.98491014595328,1.42042961299482,2.31726747818972,0.577681394846389,2.65788959686926,5.36819381892037,2.95719160731627,3.94108060608565,2.58444994239717,1.14647595699214,2.71717205186266,2.04318346844539,2.42379383243093,2.90990144891268,2.16147936835521,1.13586042806685,1.5697711472505
"15","YAL016W","chrI",32,"YAL016W",1,1908,261.421840348124,404.179043931948,122.886062556959,120.168220888015,403.038581678025,222.160174958987,295.302542712621,233.204661638447,293.152454226555,236.949785416838,248.763996907854,240.562249977935,263.922135293316,241.22882777732,160.903118640917,339.745592757964,348.50427885809,222.886054796237,303.365352343413,336.386232269533,270.427833034384,319.309331515111,264.521441201524,259.918045248159,253.779384512854,212.791473756146,269.082409085743,278.349226477475,282.174175616282,167.335934660271,273.467892602274,269.475182195847,200.077656916128,267.204911967808,191.693942856527,248.333090172353,439.768088376292,377.215882380313,378.940871609387,305.573199071666,218.455782350503,208.014615970375,257.205365085452,257.674358116709,268.074670981081,307.218267555553,258.245981609771,228.558679039673
"16","YAL017W","chrI",31,"YAL017W",1,4071,114.532554808707,175.75142348807,30.3580739093392,61.1350112350433,155.374293806311,95.8788483449335,183.067130212795,54.6189865416362,223.732614851936,115.397622767941,170.005118835446,197.970900801514,200.12551081419,148.945054217315,97.4385840121407,131.432097855663,137.204298942978,106.509681122833,128.440975790558,151.749899372761,187.794963082936,109.573517972554,107.014372223978,166.739878083724,179.236314572125,122.490406579843,190.590827142079,101.391814455712,125.98746637048,110.527157276964,117.841159915769,120.039804064794,75.1813102306544,93.7294742040186,47.8512755397759,126.070168716366,195.515269615416,159.079513228866,205.533324941618,209.036392399771,53.6759198046322,175.03116634082,110.646243214273,203.515102826528,237.884443448612,97.2665715759843,125.837108852263,109.465374668268
"17","YAL019W","chrI",30,"YAL019W",1,3396,47.7646977453351,90.5833667277448,14.9652477017869,16.1747339142043,89.847335994627,41.5066579895798,93.395636035965,35.440971604264,65.4470172417344,61.7505501389336,78.0705982390655,63.4137865515607,67.2379361730214,62.8772861302628,43.5095167753499,36.2076288995576,36.8468576262879,30.6963768239994,33.7922091068016,37.1721655524055,50.7679070289942,37.4528238468852,49.3084330770443,73.7952401603038,38.3813573516161,48.9012088283869,58.3712046003585,39.9008218612777,58.0391699010078,50.991558579257,33.9654928862223,31.3804842122137,42.5114291317736,54.4957386250134,35.7199662480017,62.9273320772291,79.957834250235,68.0154069682741,93.6305210657924,57.4660046015371,39.7097581467279,34.7948976641302,61.9241758898064,88.593843530234,92.7531086840916,40.7078614373564,49.1665299577509,46.5698773684315
"18","YAL020C","chrI",97,"YAL020C",1,1002,11.6415750777161,15.015177636936,7.61089740262306,5.11742993895729,15.6117711480026,11.8699852184223,15.0426122153313,20.0218475946167,12.859397956443,42.9792035020153,23.598165714579,14.9858450805927,12.3534265934685,18.5284778520737,13.8295851579124,9.09178346817086,11.3890287208526,11.2159838395382,10.7034146492132,17.2303920325268,10.8016823465945,7.39453188771835,15.503088129027,19.2661623836236,27.7455595312887,34.5631844922967,14.5928011500896,6.14909925944348,12.6728965637508,11.0890733452217,9.63324492616574,11.9094608757197,13.2911628073087,9.74850456341882,22.240733701586,23.7055018099151,16.1045814567611,19.5696503425341,30.3343779983562,12.4661703103864,42.6280605827079,9.51010218151932,19.8031628480092,28.584051403151,15.3679170270701,10.231002343548,17.0379064210028,15.0698030136048
"19","YAL021C","chrI",96,"YAL021C",1,2514,110.081364337815,147.44412138565,43.6985232892178,63.6023435270405,148.364927168433,87.9144711661211,149.62287586997,115.988634341228,102.456991848083,208.228599305706,176.887917168865,136.450063102239,99.0921290318937,140.457815975397,100.659172336586,120.90476962936,142.831819016811,115.954720145602,114.220724899461,147.376703425419,138.26153403641,126.187206499505,129.946023414831,137.198429095502,168.50803155336,157.528360089891,143.71698102361,85.2675097309496,122.414788083891,98.4382494497956,113.107582667567,115.975464242127,90.9074952316685,113.626012206406,87.9038522491255,129.877415976747,175.031372148483,184.041689443565,241.003050396389,107.938791711882,120.275750397176,92.9121887734149,149.702481053403,158.967443768401,135.219482954161,107.353475294975,152.529828911834,119.407258600855
"20","YAL022C","chrI",95,"YAL022C",1,1554,20.8863552864906,26.7073241575008,12.9983865752663,13.0677228798374,26.9754413033514,16.005334907421,36.4381723080114,34.9039871860175,27.1824672250015,86.2661339980783,44.0499093338808,36.2026467999581,29.5599850629425,34.6661843683959,29.6799316174376,12.7603978500644,21.9741260025862,20.9140149789886,18.0428989801022,23.0904746019648,34.1796091395812,16.0374912369995,24.2235752016047,31.5264475368387,55.1211782688269,61.9098799147733,35.9292452559025,14.8944848728742,21.7731148409123,21.3601002961237,19.5156254969737,20.7942967671296,25.4662737758357,22.7731459063472,36.8753290376945,32.0383448703701,25.8520912858534,25.2231048859329,56.1305419654623,24.628287686373,51.5914180646464,26.7188585099829,38.5847339617956,47.2221901835681,36.9193746330796,21.7588923081091,24.9077965297517,25.2209897658247
"21","YAL023C","chrI",94,"YAL023C",1,2280,127.714926587885,177.228326206457,18.6424228513688,46.6965481929852,161.321635196027,125.821843315276,254.629071819711,116.679042878973,132.357705795584,229.051459236277,241.586221503003,170.12877809915,139.681959267576,187.07785702255,123.519034561081,117.87417513997,170.969419385976,113.67779109547,120.642773688988,165.481734647415,157.858872008088,122.92208852311,128.977080406767,157.39870844318,98.8666771298254,123.060129401144,132.330174065585,97.2924149494168,152.142167789285,124.979310243277,123.322144097898,118.622011103398,114.648961620296,144.949076049522,91.5625010831526,207.459058263742,179.410688158654,206.481555169671,351.233880681754,135.455582275052,124.653204051146,112.460732146538,184.436600016974,231.263363252979,228.609132580202,92.8715635269954,161.129915010055,142.116614531078
"22","YAL024C","chrI",93,"YAL024C",1,4308,29.1039376942902,47.5070374414531,2.65098673574511,4.93466458399453,41.7375922528232,23.6633898870483,41.0385828398845,13.7314586951585,16.4140282858663,18.2584683135053,29.0060786908367,27.2111397516025,19.7654825495496,24.9835604586025,16.0397928315514,22.1711912644868,20.6342402707212,16.6974797009667,21.4068292984263,22.2158354124965,22.52922318004,23.2399573614005,17.9792758163022,26.5055688550458,13.3178685750186,9.78024176567737,18.0198983898834,17.900711177491,23.7279765448952,19.905795595111,19.2664898523315,21.266894420928,18.0597479366484,29.8847598911364,11.842468594351,30.4579780830424,37.7186249908352,34.1816559316263,48.6066608083897,21.891811276776,9.79715817793286,10.0384411916037,22.0820982551213,27.1632067427604,33.1910634016602,21.1104484976025,21.4190823578321,20.1977220946231
"23","YAL025C","chrI",92,"YAL025C",1,921,40.9167124055021,81.2296495112929,38.3110341165745,11.788365395098,87.6170829734838,43.4977522842829,61.7039190386164,80.0106783187171,27.9143028810592,80.7270481052172,61.8468593102925,48.1124499955871,32.7365804726915,72.2012943396935,43.7621119380515,23.7662409957449,23.9839546003838,21.4199992123512,28.8992195528756,26.763959197732,42.898109890761,49.9370984625136,46.7245850555398,54.7626070176938,18.8669804812763,53.6488990059001,44.1100580218618,36.0747156554017,49.1411786966721,33.1763259918517,28.4014634892128,40.170800572864,58.1361548747166,60.1690486578227,105.234294094517,57.036874051735,65.2659353774003,57.056402776455,78.2244786965485,41.8072784799542,77.7519149014672,21.6618994134607,54.2229458933584,65.275275280295,43.4666528931331,58.5040415701476,53.8722374454564,42.8024266150303
"24","YAL026C","chrI",91,"YAL026C",1,4068,39.8895146045271,76.4297156765347,10.005337034909,16.5402646241298,72.7487294991956,33.3891197111749,61.2657847022476,32.4492012740339,32.6189606700018,48.7234407242416,55.7506665006929,46.1406282744564,40.1486364287726,52.2383536861689,30.3114195241915,37.3241637114383,32.1572575647604,28.9254320072302,37.6148571958063,39.6211552829169,41.8179416561016,34.6678702787835,33.9130052822466,60.0170149405003,32.5547898500454,29.2457714934818,48.5321189764344,34.7082491533032,40.6476416379881,40.6296375845417,33.9654928862223,29.3010545355008,33.0757181311651,46.7448784393443,23.8774976536507,48.0575173055551,75.0134452064925,51.0550433380779,73.6862646652984,48.8004959711466,25.7435964888236,28.2283985387954,42.6711008986864,61.5977949828136,70.9288478172465,35.8805575146964,42.675898940226,37.4652047143786
"25","YAL026C","chrI",90,"YAL026C-A",1,438,39.8895146045271,76.4297156765347,10.005337034909,16.5402646241298,72.7487294991956,33.3891197111749,61.2657847022476,32.4492012740339,32.6189606700018,48.7234407242416,55.7506665006929,46.1406282744564,40.1486364287726,52.2383536861689,30.3114195241915,37.3241637114383,32.1572575647604,28.9254320072302,37.6148571958063,39.6211552829169,41.8179416561016,34.6678702787835,33.9130052822466,60.0170149405003,32.5547898500454,29.2457714934818,48.5321189764344,34.7082491533032,40.6476416379881,40.6296375845417,33.9654928862223,29.3010545355008,33.0757181311651,46.7448784393443,23.8774976536507,48.0575173055551,75.0134452064925,51.0550433380779,73.6862646652984,48.8004959711466,25.7435964888236,28.2283985387954,42.6711008986864,61.5977949828136,70.9288478172465,35.8805575146964,42.675898940226,37.4652047143786
"26","YAL027W","chrI",28,"YAL027W",1,786,19.8591574855157,32.1226341249204,18.898969954828,7.21923152102903,29.3118968493109,15.7755932580322,22.7099631017866,36.5149404407568,27.0779192741361,40.1070848909021,28.8094273098819,22.9520048339604,31.8541928588723,21.7560191553381,21.9757791550389,26.158815592632,21.8401374293997,14.3362199452744,21.7126411455467,17.4927837893673,23.8408560364122,20.1669051483228,14.7494657894216,17.164399214501,34.5894642156733,31.3347551715877,27.9695355376718,18.9938843791699,14.695167292009,11.0890733452217,19.8478063564967,19.4710233364941,26.5823256146174,22.7731459063472,44.1926267057487,19.1080711558709,28.9599929704915,20.4394125799801,26.5127240773035,23.8681553503739,45.0252375836914,15.4727852953291,26.4042171306789,23.6528846406191,17.1866054326405,28.4594783500102,20.2020890420461,18.3139967179225
"27","YAL028W","chrI",27,"YAL028W",1,1587,12.668772878691,26.9534746105654,9.49224282799056,8.86411971569387,24.7451882822081,13.1718545649589,30.3042915988471,6.75066125795504,45.792002479041,22.3614949008098,24.778074000308,37.0702483572556,32.2071479044,21.3974034549754,15.5977512968236,10.5273282263031,14.2027887577692,15.1795270008788,9.48016726073166,20.2041652767192,21.1404354497635,9.41122240255063,13.9958434498161,20.5505732091985,47.4449067985037,32.2842932070904,39.2457909718319,10.5217920661588,13.0773507094025,13.8158946596204,10.3806518600924,13.0436952448358,8.42111841989787,11.8260547162786,7.79869883042625,22.8434835622818,28.1123834201356,21.3961510411706,23.1687768963823,29.9492140383672,15.0084125278971,35.7006216814178,18.5458191751197,41.4552324443359,39.3746039805997,12.3924817119032,17.9303681859124,18.7326023571893
"28","YAL029C","chrI",89,"YAL029C",1,4416,53.2430860172015,95.6294510155675,9.49224282799056,16.9057953340553,83.7937920800954,38.6731776471177,102.158322763342,33.9067304092742,76.6336479843312,62.2634284623467,81.2170203343427,87.9432487624255,69.8850990144789,73.7552957079319,49.4455030988375,39.5572333351995,42.742354846494,31.7926759962851,42.8136585968527,42.4200006892157,70.9053291180025,46.5759476044598,50.1697157508792,85.8219960725052,57.8957342219558,52.3195457561964,80.5920608970858,45.3666878696719,56.5561713669519,54.1728501127222,35.2111711094334,35.6338630963993,34.3946884860889,66.4016991164019,36.2013674103737,65.0105428423428,77.4150055991674,65.7540251509146,95.8996280814175,88.631430377503,33.1435776657729,58.4946761164879,45.8144600809101,86.3372078931431,102.574026074172,44.5985243003958,58.9024764840382,51.8024478592665
"29","YAL030W","chrI",26,"YAL030W",2,354,76.183836905642,104.613942552423,65.9326055890155,33.3546772807037,114.911131851284,63.4086952313138,78.5720909888181,91.9010475798879,112.702691032891,100.626727053644,79.7421349771815,76.5855556487132,102.62167948717,89.2953093903162,49.0666103547851,71.2987229872347,57.2131207506361,47.6468486416474,79.8168920984182,57.7261865049121,66.1217269359392,63.3817018947288,62.6583145214843,68.5408322374974,101.456262686079,92.8648198721599,93.7476922369393,63.6773389977925,65.9934347654897,50.355300272564,63.9448154581692,67.7705035546905,81.7761620052732,68.6390608194817,109.278063858442,76.5041194774532,112.87333845572,81.4097454249419,98.8852952072399,99.8813889502907,147.999623538986,61.4382791726724,89.1928167955968,65.108117084955,60.5623239054951,79.7585886923071,66.4478350419108,68.0234163808549
"30","YAL031C","chrI",88,"YAL031C",1,2283,33.5551281651816,60.3068610008084,14.1100906902562,15.0781417844277,53.2074649329883,25.4247425323626,45.5659709823629,22.8601938053478,49.8693725627912,37.6452689385193,48.2779140244095,44.6420437663972,54.8845095795529,38.9695727727485,26.4593432929922,35.5696090070544,35.5069718944229,26.7328336626588,30.7340906355978,30.4374437934991,35.6455517437619,32.7472126456099,31.8674589318889,37.7149724236996,39.1212389391171,33.3287850461433,44.1100580218618,28.1492099432301,34.2437843318374,32.5400676851587,28.7336443487358,26.6545076742297,26.7852441307595,31.7225927186661,20.0262883546748,36.4202709625059,57.7787176825903,44.1839216622548,49.44264760362,39.5268814719567,23.4506445748393,26.7943355114235,36.6201344729058,49.645984015999,48.1952427476162,30.7650563429224,34.8871417191962,32.9651940922605
"31","YAL032C","chrI",87,"YAL032C",1,1140,33.7263277986775,56.2453785252437,28.8187912885839,12.7935748473932,52.9950598833556,31.168283767083,38.920933547435,52.7778971076485,53.6330987939453,72.1106922718776,47.6879598815451,35.6505367180416,44.031141929577,34.7857229351834,37.19463770781,29.6679250013997,30.9513604060819,23.10661332356,27.9817840115144,32.3616500103295,24.6124047754546,29.1939960242387,29.0682902419257,31.292918295825,53.363959498512,62.3846489325246,42.5623366877614,25.2796302888232,32.5585587249556,23.2688752162028,23.8339766707721,32.3256795198105,35.5107403248705,31.2431580680062,66.7222011047579,48.8477006992189,52.9755968972405,45.4015887946791,50.7563411389818,42.5674108159534,75.0420626394857,34.6439436612489,42.9068528373532,67.4483318197159,45.7400134000962,36.6010506374815,37.402261238487,34.7442680591444
"32","YAL033W","chrI",24,"YAL033W",1,522,8.73118130828706,19.0766601125006,17.1886559317667,6.57955277865937,19.3288595165746,11.3339213698484,14.6775002683573,22.1697852676024,20.5959463204819,23.5924028770012,15.6337847859086,11.8309303267837,20.2949151178411,19.7238635199494,15.345156134122,8.45376357566764,8.03931439119009,6.07181080035152,9.0214494900511,9.09624757047099,12.9620188159134,9.98741969250271,8.18218540143094,11.4429328096674,19.4218916719021,23.3586356733654,14.9244557216826,9.83855881510957,10.5832168112175,5.54453667261083,5.89621025653248,10.4916679143245,13.798459097664,13.4241702184784,35.1422848531553,16.8811906828183,14.8331671312273,15.4817678265381,17.5557226998361,20.979652473577,29.2872494467993,11.2460732146538,13.9093643813398,17.6351896083768,13.0945565201071,14.8421583293724,12.3321989332972,8.89536983441949
"33","YAL034C","chrI",86,"YAL034C",1,1242,121.722939415531,146.705670026456,149.909024121328,109.019534235286,135.08961156639,104.915353220894,170.653324015676,122.585871479684,316.257551367806,132.014880446524,171.283352811653,273.136744811013,264.804522907135,131.014269199179,125.413498281343,207.356465063546,239.973534577024,120.339916834745,173.548223240814,177.376827624184,151.840791843557,175.644140553726,148.032959565362,157.165179202166,261.270685586302,201.491971133664,241.002322024207,156.870354440914,176.746461649759,101.165070764194,177.301533770378,177.035081112881,144.173605718974,88.7753161471992,82.3195987656104,105.309895919198,245.665501344803,226.312134183439,174.482386833065,320.01571345565,156.754530846926,259.037068944241,205.261354599206,247.644866396305,212.968412292297,138.694926136126,152.529828911834,131.965427778859
"34","YAL034W-A","chrI",23,"YAL034W-A",1,870,26.5359431918528,36.4302670535495,7.78192880492919,6.30540474621523,37.2770862105367,23.2804871380669,26.068993013948,20.865680251861,17.2504118927894,22.053767906762,21.926628976463,18.9294885228539,19.32428874264,22.9514048232138,15.4714537154728,22.6497061838643,19.0263773924832,13.4085821841096,22.4771707633477,20.4665570335597,20.4460415846253,19.3026092133947,14.1035037840454,15.1794006658853,19.4218916719021,16.427008014196,18.6832075330693,19.6771176302191,18.1330275300477,9.08940438132923,17.9377664142397,18.9984256826957,22.1181182594908,23.6521094325571,24.4551790484971,20.6884379431986,34.8932598229824,26.3537957946126,32.96176506908,24.7803141535729,17.50981461588,15.2463542910072,20.4318346844539,22.4827772732386,21.7333264465666,25.4334072343129,17.1190393087218,17.4767854393889
